"","Accession","Latitude","Longitude","offset_5","offset_6","offset_7","offset_8","offset_9","offset_10","offset_11","offset_12","offset_13","offset_14","offset_15","offset_16","offset_17","offset_18","offset_19","offset_20","offset_21"
"21","IS12584",-3.349999905,38.56000137,0.0359704784286159,0.0796255813303567,0.0874330548988461,0.11437276908826,0.130088184937344,0.102894827821976,0.040736181488703,0.0302635002148753,0.0298869628464472,0.00915976482308787,0.0430089530151717,0.0293179565146804,0.0128892157916415,0.0141737293709983,0.0397949907272168,0.0178214001160601,0.0163325148957837
"22","IS12590",-1.909999967,40.13000107,0.014708878346051,0.0166725349557387,0.0480592108659912,0.163589656960003,0.148135943672844,0.0661990979140006,0.0375290261007105,0.0462591701731689,0.0258104354312481,0.00824264019520499,0.0164933231497032,0.0218505198065678,0.0128208084973171,0.0211747563188267,0.0155309482768759,0.0234622846535847,0.019513414580425
"23","IS12606",12.4906,122.0628,0.0119835634682217,0.0168759013424883,0.0170825679126852,0.0420903519335023,0.0473817450587536,0.0123018913194689,0.00930489163598052,0.00589479610363296,0.0123405871705458,0.0134432132115341,0.0197683534459372,0.0213221608236844,0.0182798764269799,0.0200594446038061,0.0168496219413169,0.0197434398329141,0.00375224607426345
"24","IS12734",43.86000061,126.5699997,0.321655632015579,0.303738705880665,0.14863825089479,0.143053471826681,0.143707782481345,0.134810695439028,0.177577719443715,0.243909944964178,0.188506520364095,0.082426796892574,0.00505639699915765,0.00173476134063713,0.0183208428680339,0.00751700115807605,0.0233551111082151,0.00631739281646238,0.00953894139530027
"25","IS12740",39.92889,116.38833,0.255037606536128,0.262520564313381,0.146320889788679,0.141132410720123,0.14232158288367,0.132898400407846,0.14044160108712,0.181710775180986,0.083532338613504,0.00398778149380289,0.00557006997395869,0.0148654216828756,0.0213038530648373,0.0248234526880893,0.0201695912395696,0.001487033983965,0.00184231245024655
"26","IS12779",36.2333,36.1166,0.113380308008222,0.144481485891273,0.139738293961546,0.127977015375625,0.106750592577067,0.0723422308803785,0.0470310503818172,0.042625225585035,0.0215945737883332,0.0368787282160931,0.0297551653875914,0.0277210763559305,0.0461584244163787,0.0230567211024078,0.0284431203945472,0.0323406146792031,0.0385714604416327
"27","IS12782",38.06667,39.25,0.161115160284914,0.221084122417857,0.155862841608811,0.153304521635978,0.186896319095294,0.118051248056752,0.0416185778494466,0.0413580420142637,0.0243225199820747,0.00805129124893891,0.0209524097444921,0.0123513918471136,0.0260587617692931,0.0213131673500667,0.0241513517769357,0.00647693671799051,0.0127173734263806
"28","IS12789",36.9125,30.689722,0.111895263005232,0.125459660648063,0.122159055744106,0.11222731832124,0.109747484210519,0.109280617430919,0.0697139168981464,0.0477951968106951,0.0388748453369167,0.0247663937865727,0.0264456879602081,0.0214868714203801,0.022294991301606,0.0312136916347337,0.0273829664462932,0.0287176944686871,0.0235016980245025
"29","IS12793",37.7202778,30.2908333,0.111895263005232,0.125459660648063,0.122159055744106,0.11222731832124,0.109747484210519,0.109280617430919,0.0697139168981464,0.0477951968106951,0.0388748453369167,0.0247663937865727,0.0264456879602081,0.0214868714203801,0.022294991301606,0.0312136916347337,0.0273829664462932,0.0287176944686871,0.0235016980245025
"30","IS12796",37.8444,27.9644444,0.0938375179925993,0.102991129977041,0.113550914826994,0.114410384576344,0.114555562520619,0.0842173801664722,0.0547797843341698,0.0459118923969223,0.0381449773895068,0.0281341989260488,0.03445522359798,0.0196315512255929,0.0305874215268367,0.0257158708226633,0.0246678399126242,0.0197366621766392,0.0361220065665932
"31","IS12801",38.4072222,27.1502778,0.101118154822778,0.140941405685879,0.13893666865218,0.115636199548289,0.108074198477444,0.0775634850397273,0.100172368614747,0.0898127234866349,0.0371469301153191,0.0243188678507999,0.031701409003396,0.0239933067106983,0.0313331534808791,0.0291783720920051,0.028820557245503,0.0238745164688375,0.0382211155780929
"32","IS12805",41.676944,26.555833,0.10149039430296,0.160455441735615,0.145864253853162,0.147232297377401,0.170968824195675,0.142572606828786,0.0889630183726859,0.0756745757448143,0.0210599577900614,0.0151906124512951,0.0118568946701722,0.0132431042239041,0.0151179424738075,0.0204783824837102,0.0194861723076702,0.00761478022148073,0.00440577725684257
