"","Accession","Latitude","Longitude","offset_6","offset_7","offset_8","offset_9","offset_10","offset_11","offset_12","offset_13","offset_14","offset_15","offset_16","offset_17","offset_18","offset_19","offset_20","offset_21"
"43","HOR10705",42.18,44.73,0.0404541442214614,0.0350799043648705,0.0323860778327993,0.0256487790283767,0.0238082729265592,0.02371833491045,0.0237011583923259,0.0171023611882166,0.0174200378470867,0.0137736775191197,0.0241809454291177,0.0137851916227716,0.0194790835922773,0.0123694861509407,0.0150110113264636,0.0197414829462401
"44","HOR713",37.67,22.18,0.0322360290524212,0.021019147788434,0.0356366577701197,0.0357227518891387,0.0225805230859481,0.0311113786387584,0.0340654916141163,0.024426567364898,0.0255136752485925,0.0340205793841284,0.0115976755038069,0.00857585442711763,0.017606618204372,0.00955158964861392,0.0165482426914651,0.0164410864810496
"45","HOR9888",32.76,22.64,0.0244906580014592,0.0460308389795495,0.0341279469571564,0.0294130616060646,0.0282322499613546,0.0294607535469687,0.0237269789272742,0.0207510231051966,0.0187719044294309,0.0073667649697782,0.0249091641713773,0.00702694609367864,0.0100650208314837,0.0226374279633236,0.0108671155862242,0.00805235654388882
"46","HOR10103",25.92,13.92,0.0565109791756996,0.0552406102454795,0.0499592677481715,0.0418681887114174,0.0350696909759876,0.0316361249746998,0.015477018865455,0.0105067009213993,0.0130556938932482,0.0291948754378914,0.0406800954944375,0.00684211323273308,0.00751730761138847,0.00368390635699626,0.00371503990240194,0.0107279879792979
"47","HOR10130",30.13,9.5,0.0553674191504437,0.0551562597923684,0.0609392741848966,0.0541673839654596,0.0545634969245001,0.0362949388007824,0.0189057902940009,0.0163863694008423,0.0153863039214489,0.0133102755710874,0.00757402554165017,0.00482901573112439,0.0138897936724279,0.00731230190723412,0.0238464730340485,0.054721094403966
"48","HOR13416",31.05,-8.83,0.0359778695300493,0.0353448624547895,0.0367479730298306,0.0379094505721983,0.0313161533936463,0.0288614735521334,0.0242033008228994,0.0232799943571977,0.00748874845993408,0.00398358261211879,0.00579759029944077,0.00645770405556396,0.00504063014260819,0.00655163642264889,0.00661441927714296,0.0073869535041728
"49","FT037",31.4,34.47,0.0415249860040425,0.0403868361606833,0.0395037785036205,0.0308104239240404,0.0258610613062993,0.0200760380702151,0.0162392816041571,0.0114789310266648,0.00952016317787444,0.0114209322593938,0.0101759441694611,0.00686989389271744,0.0043069700206044,0.00644850113146772,0.00375674794418494,0.00734397719395041
"50","FT045",31.67,35.44,0.0415249860040425,0.0403868361606833,0.0395037785036205,0.0308104239240404,0.0258610613062993,0.0200760380702151,0.0162392816041571,0.0114789310266648,0.00952016317787444,0.0114209322593938,0.0101759441694611,0.00686989389271744,0.0043069700206044,0.00644850113146772,0.00375674794418494,0.00734397719395041
"51","FT067",31.54,34.89,0.0415249860040425,0.0403868361606833,0.0395037785036205,0.0308104239240404,0.0258610613062993,0.0200760380702151,0.0162392816041571,0.0114789310266648,0.00952016317787444,0.0114209322593938,0.0101759441694611,0.00686989389271744,0.0043069700206044,0.00644850113146772,0.00375674794418494,0.00734397719395041
"52","FT144",30.57,34.68,0.0415249860040425,0.0403868361606833,0.0395037785036205,0.0308104239240404,0.0258610613062993,0.0200760380702151,0.0162392816041571,0.0114789310266648,0.00952016317787444,0.0114209322593938,0.0101759441694611,0.00686989389271744,0.0043069700206044,0.00644850113146772,0.00375674794418494,0.00734397719395041
"53","FT147",30.85,34.74,0.0415249860040425,0.0403868361606833,0.0395037785036205,0.0308104239240404,0.0258610613062993,0.0200760380702151,0.0162392816041571,0.0114789310266648,0.00952016317787444,0.0114209322593938,0.0101759441694611,0.00686989389271744,0.0043069700206044,0.00644850113146772,0.00375674794418494,0.00734397719395041
"54","FT172",33.23,35.73,0.0432957199917976,0.043234316122175,0.0354425779587309,0.0315494607857969,0.023739668025633,0.0242412719613892,0.0211286759163156,0.018082418926467,0.0143252576172655,0.0186375910301015,0.0178662646453716,0.0101896887242985,0.0112445533292807,0.012477237959651,0.015553769146512,0.013273028691403
"55","FT175",33.25,35.65,0.0432957199917976,0.043234316122175,0.0354425779587309,0.0315494607857969,0.023739668025633,0.0242412719613892,0.0211286759163156,0.018082418926467,0.0143252576172655,0.0186375910301015,0.0178662646453716,0.0101896887242985,0.0112445533292807,0.012477237959651,0.015553769146512,0.013273028691403
"56","FT219",33.29,35.76,0.0432957199917976,0.043234316122175,0.0354425779587309,0.0315494607857969,0.023739668025633,0.0242412719613892,0.0211286759163156,0.018082418926467,0.0143252576172655,0.0186375910301015,0.0178662646453716,0.0101896887242985,0.0112445533292807,0.012477237959651,0.015553769146512,0.013273028691403
"57","FT229",36.4,44.15,0.0476849658060552,0.0501072086401916,0.0444929181592772,0.0370805361589346,0.0332620077550962,0.024596437276065,0.0176268144744527,0.0206550654405362,0.0190717745099694,0.00726665032016854,0.00555140557049583,0.0106256506368924,0.0072776934747646,0.00476469456206634,0.00536915268816788,0.0101729007840727
"58","FT232",36.42,41.65,0.0561865218121394,0.0555604061145973,0.0512008605170851,0.0480777121702239,0.0469259442309069,0.0305197808893712,0.0226927746868821,0.0300829827414195,0.0301232397717567,0.0211157637093537,0.0129688975835043,0.0274608153936425,0.0194647463118073,0.0107131155411008,0.00991975001986448,0.019484733749746
"59","FT252",37.25,44.48,0.0476849658060552,0.0501072086401916,0.0444929181592772,0.0370805361589346,0.0332620077550962,0.024596437276065,0.0176268144744527,0.0206550654405362,0.0190717745099694,0.00726665032016854,0.00555140557049583,0.0106256506368924,0.0072776934747646,0.00476469456206634,0.00536915268816788,0.0101729007840727
"60","FT268",35.17,38.88,0.0605293565444614,0.0591374478177668,0.0572389177410554,0.0509126360702163,0.0455742643396295,0.0338076951237563,0.0243096867643538,0.0322965547600394,0.0195855075112095,0.0265369134555648,0.0227529241833205,0.00803730389772507,0.00426227663977586,0.00747708470746816,0.00830439005123356,0.00613484153758018
"61","FT270",33.65,36.84,0.0537501354709112,0.0535177644274475,0.0497333418984827,0.0453853044113502,0.0406759166602253,0.0318036935254717,0.0232775246394611,0.0165348000188742,0.0126030914888632,0.00862894011000217,0.0136439388646278,0.0178510481924563,0.00711723234410909,0.0162300249596692,0.00785490470035539,0.00708225932554423
"62","FT272",32.22,36.05,0.0415249860040425,0.0403868361606833,0.0395037785036205,0.0308104239240404,0.0258610613062993,0.0200760380702151,0.0162392816041571,0.0114789310266648,0.00952016317787444,0.0114209322593938,0.0101759441694611,0.00686989389271744,0.0043069700206044,0.00644850113146772,0.00375674794418494,0.00734397719395041
"63","FT276",32.58,35.67,0.0432957199917976,0.043234316122175,0.0354425779587309,0.0315494607857969,0.023739668025633,0.0242412719613892,0.0211286759163156,0.018082418926467,0.0143252576172655,0.0186375910301015,0.0178662646453716,0.0101896887242985,0.0112445533292807,0.012477237959651,0.015553769146512,0.013273028691403
"64","FT286",30.07,50.83,0.0354451081475435,0.0378999078313547,0.0303816367599441,0.0248062179679994,0.0242658008005663,0.0406979848823592,0.0567004914587099,0.0688514976380925,0.0140660858778429,0.018180443569731,0.00931325519295188,0.0282434607063619,0.0734707393240037,0.0768137439170046,0.0151245781486409,0.0175203088446607
"65","FT332",33.82,48.18,0.0558026549774686,0.0528952472726282,0.0477209015056253,0.0413931253244464,0.044572238761099,0.0347670160667527,0.0396357158288837,0.0543069663110668,0.0707476264309109,0.0500642587905305,0.0224000655770742,0.0218769752764257,0.021825864467039,0.0289963487967021,0.0483039607590997,0.0277157589890534
"66","FT338",33,35.42,0.0432957199917976,0.043234316122175,0.0354425779587309,0.0315494607857969,0.023739668025633,0.0242412719613892,0.0211286759163156,0.018082418926467,0.0143252576172655,0.0186375910301015,0.0178662646453716,0.0101896887242985,0.0112445533292807,0.012477237959651,0.015553769146512,0.013273028691403
