"","Accession","Latitude","Longitude","offset_5","offset_6","offset_7","offset_8","offset_9","offset_10","offset_11","offset_12","offset_13","offset_14","offset_15","offset_16","offset_17","offset_18","offset_19"
"1","IRGC_10430",23.6,120.653889,0.0127280464872331,0.012821095279793,0.0252083089338283,0.0117330802902548,0.0164308411956712,0.00675473355965229,0.0152853631992807,0.00996177643869606,0.00923317356913381,0.0076911880528958,0.0105511658266336,0.0123234989887492,0.00773316288041408,0.0137193391441117,0.0120514693114976
"2","IRGC_117279",23.6,120.653889,0.0127280464872331,0.012821095279793,0.0252083089338283,0.0117330802902548,0.0164308411956712,0.00675473355965229,0.0152853631992807,0.00996177643869606,0.00923317356913381,0.0076911880528958,0.0105511658266336,0.0123234989887492,0.00773316288041408,0.0137193391441117,0.0120514693114976
"3","IRGC_12731",34.783889,134.375278,0.025452156078945,0.00848447316690357,0.0222795581773281,0.00842974246687547,0.00402814727650261,0.00426662123911811,0.0038965464600839,0.00668624252038027,0.0046698268750356,0.00545932997013737,0.0123533409914911,0.00618968359528668,0.00561322081292217,0.00458139622463673,0.00936982177479948
"4","IRGC_14413",-4.69,119.630278,0.00436267922078997,0.00738212076369376,0.00829030385135093,0.00374255719877608,0.0040749277252884,0.00340971040677269,0.00501780874037413,0.00228299096682731,0.00946812693620976,0.00512661934778955,0.00652728407736091,0.00622124573102767,0.0046057857990698,0.00425012503439935,0.0153943335572209
"5","IRGC_14779",34.783889,134.375278,0.0259155750503899,0.00926736064375889,0.0224315904423446,0.00849255905487343,0.00578409309651622,0.0063034117506974,0.00593681960824948,0.00807370634039703,0.00664311977189208,0.00695200756239717,0.0146836367320867,0.0073347055547588,0.00555890503094765,0.00639575112780165,0.00992491008264177
"6","IRGC_23364",14.065,121.180833,0.011924547369491,0.0103216616855458,0.00275647481478699,0.0152972921459053,0.00332869329419067,0.016008367203075,0.00656506545112956,0.0104010943165469,0.00466478878913528,0.0169602498730754,0.0190257905260508,0.0151914367108332,0.0124183508431126,0.00220019918793681,0.00959992394064629
"7","IRGC_25897",24.25,90,0.018382047755924,0.00733605418536896,0.0473877527205343,0.0417008650949569,0.0293420337764406,0.00321487018533365,0.0174079474736317,0.0121840857466744,0.0155914222197511,0.00605893465825096,0.0625053270151029,0.038082397373792,0.00837472626428185,0.00622733353722768,0.013826422368954
"8","IRGC_27129",-2.690556,119.025833,0.00919781880817136,0.00415575591685558,0.0207337671659513,0.00133835002153164,0.00959684897091157,0.00146042334123118,0.00506298898131777,0.00352722951420744,0.00958684548354441,0.00229586365323206,0.00416336568251758,0.0160505119611581,0.00362587770212444,0.0117674529859225,0.0106164747527923
"9","IRGC_328",9.446111,118.392778,0.0157352323085811,0.015952022528747,0.017368709137602,0.0161392217379917,0.00725873722173697,0.0155105592373517,0.00736937010012646,0.00261331201548189,0.0145202461467816,0.0155706891937429,0.00133989811999535,0.0159414197960318,0.0171961700377164,0.0115711936733197,0.00595539443653853
"10","IRGC_33130",18.683611,96.683056,0.013121390541615,0.0101652117285318,0.00767478786103379,0.0137989077292441,0.00785945679744553,0.0241686050592239,0.00731197592800566,0.00310091355216025,0.0123573561383693,0.0263436626010224,0.0130570810256301,0.0136069974437508,0.0128864700917607,0.0147952902768789,0.0129332210323731
"11","IRGC_35834",-6.75,107.499722,0.00619738106730758,0.00415506012152305,0.0108349183486328,0.00324482792182915,0.0120904093821573,0.00332346247405149,0.0034466056370919,0.00179109624215113,0.00595944035894724,0.00453713066068705,0.00293494531537353,0.012124169929843,0.00273309069375296,0.0030655495762407,0.00897119746902807
"12","IRGC_3849",13.111389,121.047222,0.00183702916346484,0.00600833833834261,0.0106731325050734,0.0156546152037425,0.00624145241769721,0.0020987339654889,0.00722713343850088,0.00784184166807324,0.00708435176443067,0.0102835859949513,0.0110118409932634,0.0156312553544747,0.0143597514501899,0.00795380702395053,0.00407957988148571
"13","IRGC_38698",35.203333,72.001667,0.042856134929451,0.0865930361835461,0.0877711044675774,0.0669321272114997,0.0364127779608826,0.0232525577487525,0.0394820170600654,0.0439270684422257,0.0404710145391718,0.026431735369536,0.0526394421021857,0.040081897318306,0.0849690631593903,0.0359416690653538,0.0520120857199168
"14","IRGC_4020",13.111389,121.047222,0.00183702916346484,0.00600833833834261,0.0106731325050734,0.0156546152037425,0.00624145241769721,0.0020987339654889,0.00722713343850088,0.00784184166807324,0.00708435176443067,0.0102835859949513,0.0110118409932634,0.0156312553544747,0.0143597514501899,0.00795380702395053,0.00407957988148571
"15","IRGC_40252",34.783889,134.375278,0.0259155750503899,0.00926736064375889,0.0224315904423446,0.00849255905487343,0.00578409309651622,0.0063034117506974,0.00593681960824948,0.00807370634039703,0.00664311977189208,0.00695200756239717,0.0146836367320867,0.0073347055547588,0.00555890503094765,0.00639575112780165,0.00992491008264177
"16","IRGC_40748",20.958333,106.368056,0.00621603220734694,0.00850104442276871,0.00741927616036669,0.0112829125588212,0.0129718687118473,0.00561108685438923,0.00669346520904503,0.00559801458749729,0.00225806334985753,0.00202542216105575,0.00801599539702453,0.00470884590878533,0.00661683318608975,0.00593227413138811,0.0023585550293838
"17","IRGC_410",34.783889,134.375278,0.0259155750503899,0.00926736064375889,0.0224315904423446,0.00849255905487343,0.00578409309651622,0.0063034117506974,0.00593681960824948,0.00807370634039703,0.00664311977189208,0.00695200756239717,0.0146836367320867,0.0073347055547588,0.00555890503094765,0.00639575112780165,0.00992491008264177
"18","IRGC_42576",23.6,120.653889,0.0127280464872331,0.012821095279793,0.0252083089338283,0.0117330802902548,0.0164308411956712,0.00675473355965229,0.0152853631992807,0.00996177643869606,0.00923317356913381,0.0076911880528958,0.0105511658266336,0.0123234989887492,0.00773316288041408,0.0137193391441117,0.0120514693114976
"19","IRGC_43372",-8.455,115.071667,0.0171206033153665,0.0158366087388267,0.0168900330494068,0.00681032719664681,0.0173639741220503,0.0119001440923217,0.00773181532270502,0.00390142821209637,0.0169947674970705,0.0169008550011406,0.00472996137142347,0.0175019584266807,0.0169592480875256,0.0106985987170793,0.0085107062228356
"20","IRGC_43394",-7.493056,112.428611,0.00706084989492759,0.00627020578839309,0.00779756074545135,0.00595528948214672,0.0100635193541416,0.00689510828102829,0.00763939120709934,0.0040821859596132,0.00762667376687608,0.00675423250239919,0.00524832622282056,0.00851057403336764,0.006747963861641,0.00677237580913909,0.0115494439743174
"21","IRGC_44076",2.475833,114.285833,0.00620396213468376,0.00533761047877458,0.00590635867670076,0.0069085384699299,0.0129107418011678,0.00364065467945344,0.00718491718310268,0.00555621840863362,0.00663411349206325,0.00565142686721093,0.00713689446565574,0.0133798218544475,0.005639868843803,0.00651384973294106,0.00883251076919818
"22","IRGC_44455",16.933333,121.510556,0.0156513555502973,0.00653452844312037,0.0156144313551378,0.01745893510684,0.00993250074295236,0.0178119575287488,0.00255396366862441,0.00333290249346521,0.00173351503808296,0.0185200864892275,0.00131041121854132,0.0163128190288316,0.0137871353717315,0.00823434436961556,0.00557455314951301
"23","IRGC_54333",-9.549722,118.989722,0.0299695061789472,0.0375627999272589,0.0145263548119292,0.00700334454222262,0.0290275232060119,0.0123850070594642,0.0142523521734308,0.0182874386393896,0.0253124712111355,0.0172669734503203,0.0108260604194644,0.0290914564549684,0.0293464361289937,0.0137792695865585,0.0313185678681452
"24","IRGC_5508",23.6,120.653889,0.0127280464872331,0.012821095279793,0.0252083089338283,0.0117330802902548,0.0164308411956712,0.00675473355965229,0.0152853631992807,0.00996177643869606,0.00923317356913381,0.0076911880528958,0.0105511658266336,0.0123234989887492,0.00773316288041408,0.0137193391441117,0.0120514693114976
"25","IRGC_55418",17.203056,121.273333,0.0132077613120538,0.00741883617224469,0.0181421151052744,0.020368096704486,0.0236774193859219,0.0232901175928934,0.00472970776211861,0.0102287607454585,0.0101044490263809,0.00594534831237249,0.00330208745164978,0.0209419657799,0.0143166631153808,0.00229181378079604,0.0118465984654408
"26","IRGC_65293",23.6,120.653889,0.0127280464872331,0.012821095279793,0.0252083089338283,0.0117330802902548,0.0164308411956712,0.00675473355965229,0.0152853631992807,0.00996177643869606,0.00923317356913381,0.0076911880528958,0.0105511658266336,0.0123234989887492,0.00773316288041408,0.0137193391441117,0.0120514693114976
