"","Accession","Latitude","Longitude","offset_5","offset_6","offset_7","offset_8","offset_9","offset_10","offset_11","offset_12","offset_13","offset_14","offset_15","offset_16","offset_17","offset_18","offset_19"
"1","IRGC_117276",35.859167,127.335556,0.0140381124916426,0.0213182084116936,0.0132664101296235,0.0137892338169754,0.0153309601711765,0.0101467729786991,0.00665382861912867,0.0129536377343677,0.00637141477576783,0.0125804461871635,0.0108938358207291,0.0117170443727876,0.0146751128383884,0.0148271770447411,0.011262148066844
"2","IRGC_121705",13.111389,121.047222,0.00284457211477001,0.00436769913422024,0.0137929115917537,0.007869749496132,0.00508707760735194,0.00392448395239547,0.00543809337962669,0.00515904936892994,0.00483650481450364,0.00568227995466284,0.0141129664527343,0.00764034327080817,0.00682748179379642,0.00520604952932504,0.00850557894173254
"3","IRGC_122298",-4.8133889,104.7520944,0.00557024243774077,0.00528019534155318,0.00325296902929054,0.00256812681228664,0.00679738708484541,0.00235134970085824,0.00275557709266612,0.00266258509140605,0.00209343374538453,0.00138042824864938,0.00394894229543747,0.00593583880888719,0.00264422753359104,0.0034908504530656,0.00350820715311783
"4","IRGC_16800",16.472778,106.660556,0.00702195572401285,0.0124412526686839,0.00672159194371714,0.0145102258692118,0.013046955803552,0.00871494184752328,0.0104602672685564,0.0108161748534708,0.0051429210732836,0.0064056298700363,0.021939462659404,0.0124692760205357,0.0110761800125888,0.00583898834578261,0.00272859465340483
"5","IRGC_16872",16.472778,106.660556,0.00702195572401285,0.0124412526686839,0.00672159194371714,0.0145102258692118,0.013046955803552,0.00871494184752328,0.0104602672685564,0.0108161748534708,0.0051429210732836,0.0064056298700363,0.021939462659404,0.0124692760205357,0.0110761800125888,0.00583898834578261,0.00272859465340483
"6","IRGC_24224",13.039444,101.491944,0.00549808241690744,0.00657597322930689,0.00299837313812015,0.00688499149951605,0.00380124579255133,0.00626773176820525,0.00430911340247432,0.00415981925912939,0.0061567019817834,0.00973038025713808,0.0045700953797239,0.00804239744209773,0.00265576318770167,0.00934847309612969,0.00376305164018601
"7","IRGC_27716",18.78333,99,0.0102905422283297,0.010965808063326,0.00535212071608597,0.0146734519506552,0.00968481091486807,0.0157723854383137,0.0193249832485413,0.00600548524385099,0.00892503860671716,0.0139683970936438,0.0113658270755858,0.00905639495955145,0.00734390761200003,0.00354892116107392,0.00843372498032144
"8","IRGC_27748",13.533056,100.958056,0.00771920453611165,0.00355860438579319,0.00396778359670677,0.00831704946976788,0.0123264107972036,0.0141434588736082,0.00721412414208216,0.00920486523348593,0.00470743307341726,0.0092710397287055,0.00788631221306336,0.00951753709416047,0.0104368355757675,0.00738031826390136,0.00712267946153598
"9","IRGC_27762",13.039444,101.491944,0.00530712071199648,0.0065791797592647,0.00296243231552274,0.00688715563581409,0.0032659480886291,0.0062743772857831,0.0042882885798022,0.00414283976535266,0.00608818450880004,0.00926612836322761,0.00455195454003005,0.00797947380204607,0.0108767818409495,0.00929117361935629,0.00365936739204877
"10","IRGC_30238",13.039444,101.491944,0.00530712071199648,0.0065791797592647,0.00296243231552274,0.00688715563581409,0.0032659480886291,0.0062743772857831,0.0042882885798022,0.00414283976535266,0.00608818450880004,0.00926612836322761,0.00455195454003005,0.00797947380204607,0.0108767818409495,0.00929117361935629,0.00365936739204877
"11","IRGC_31",2.030278,109.6425,0.00466905237952102,0.00203814863416282,0.0035042132047897,0.00918047664329142,0.00431639605610766,0.00318748376617981,0.00388163691787123,0.00368667559128856,0.00325328644322127,0.00434592975211386,0.00205179171511657,0.00518549389040706,0.00471202824383625,0.0183478866227807,0.0167515893636576
"12","IRGC_40673",16.443889,100.347778,0.00750875974099166,0.0143805367441086,0.0183210938587781,0.0132136683293164,0.00734774341446163,0.0111155578016382,0.00596700486457487,0.0105120430478318,0.00340629917517262,0.00519698842488179,0.0132039105054763,0.0112040103536109,0.0109401077322662,0.00844892461841939,0.00657326777659746
"13","IRGC_43322",-3.294722,104.141944,0.00644674397144543,0.0023858427203916,0.00214352209952988,0.00345094401496363,0.00892459821746107,0.00265732171891326,0.00233097105545041,0.00102664541048912,0.00318011426570993,0.00247834431120485,0.00435674499053747,0.00667649796398799,0.00145331258730277,0.00415650142260478,0.00458928181080446
"14","IRGC_43369",-3.294722,104.141944,0.00644674397144543,0.0023858427203916,0.00214352209952988,0.00345094401496363,0.00892459821746107,0.00265732171891326,0.00233097105545041,0.00102664541048912,0.00318011426570993,0.00247834431120485,0.00435674499053747,0.00667649796398799,0.00145331258730277,0.00415650142260478,0.00458928181080446
"15","IRGC_43400",-1.223333,100.447778,0.00287411950999051,0.00506090576001991,0.0040081042030167,0.0125930415316503,0.00361645847363687,0.00382722542198025,0.00265750521137692,0.00485782608053153,0.00138143393481995,0.00517204840627731,0.0108053523920812,0.00674053335601899,0.00401909445999784,0.00330158526533194,0.00411594190699751
"16","IRGC_43540",-1.223333,100.447778,0.00287411950999051,0.00506090576001991,0.0040081042030167,0.0125930415316503,0.00361645847363687,0.00382722542198025,0.00265750521137692,0.00485782608053153,0.00138143393481995,0.00517204840627731,0.0108053523920812,0.00674053335601899,0.00401909445999784,0.00330158526533194,0.00411594190699751
"17","IRGC_44513",12.862778,121.243056,0.00284457211477001,0.00436769913422024,0.0137929115917537,0.007869749496132,0.00508707760735194,0.00392448395239547,0.00543809337962669,0.00515904936892994,0.00483650481450364,0.00568227995466284,0.0141129664527343,0.00764034327080817,0.00682748179379642,0.00520604952932504,0.00850557894173254
"18","IRGC_44600",18.078611,120.514167,0.00734860933502671,0.00542814395148729,0.0132514186148612,0.0109099522073155,0.0188312824358908,0.0165346720653338,0.00438600849495101,0.013918490521805,0.00900607670338918,0.0175841987743461,0.00997883824344193,0.0118115632829614,0.0109484652088436,0.0074367910854212,0.0145652714584604
"19","IRGC_46202",21.127778,82.800556,0.0130791840736807,0.0152569612439875,0.00368184074621937,0.0284883290702243,0.0087504520373847,0.0178295120826575,0.0216560784067185,0.0114363312152112,0.0271346482224279,0.0268418739585287,0.0269512759806169,0.0174184966926345,0.0211573042066767,0.0229739575133179,0.0139693756779769
"20","IRGC_47383",7.93333,81,0.00555183058138178,0.0143104407161407,0.0123035222017806,0.0220764150976928,0.00150158450037356,0.00587793550347881,0.00325477227931963,0.00637528614759341,0.00411717672338813,0.00449968816909011,0.0140555933012319,0.00705547064989916,0.0190239241616218,0.00358055036057565,0.0160515179851826
