,Accession,Latitude,Longitude,CLM_grid,avg_soil_file,X,scenario,maturity_days_5,maturity_days_6,maturity_days_7,maturity_days_8,maturity_days_9,maturity_days_10,maturity_days_11,maturity_days_12,maturity_days_13,maturity_days_14,maturity_days_15,maturity_days_16,maturity_days_17,maturity_days_18,maturity_days_19,maturity_days_20,maturity_days_21,water_cum_adj_5,water_cum_adj_6,water_cum_adj_7,water_cum_adj_8,water_cum_adj_9,water_cum_adj_10,water_cum_adj_11,water_cum_adj_12,water_cum_adj_13,water_cum_adj_14,water_cum_adj_15,water_cum_adj_16,water_cum_adj_17,water_cum_adj_18,water_cum_adj_19,water_cum_adj_20,water_cum_adj_21,water_veg_5,water_veg_6,water_veg_7,water_veg_8,water_veg_9,water_veg_10,water_veg_11,water_veg_12,water_veg_13,water_veg_14,water_veg_15,water_veg_16,water_veg_17,water_veg_18,water_veg_19,water_veg_20,water_veg_21,water_repro_adj_5,water_repro_adj_6,water_repro_adj_7,water_repro_adj_8,water_repro_adj_9,water_repro_adj_10,water_repro_adj_11,water_repro_adj_12,water_repro_adj_13,water_repro_adj_14,water_repro_adj_15,water_repro_adj_16,water_repro_adj_17,water_repro_adj_18,water_repro_adj_19,water_repro_adj_20,water_repro_adj_21,tmpavg_cum_adj_5,tmpavg_cum_adj_6,tmpavg_cum_adj_7,tmpavg_cum_adj_8,tmpavg_cum_adj_9,tmpavg_cum_adj_10,tmpavg_cum_adj_11,tmpavg_cum_adj_12,tmpavg_cum_adj_13,tmpavg_cum_adj_14,tmpavg_cum_adj_15,tmpavg_cum_adj_16,tmpavg_cum_adj_17,tmpavg_cum_adj_18,tmpavg_cum_adj_19,tmpavg_cum_adj_20,tmpavg_cum_adj_21,tmpavg_veg_5,tmpavg_veg_6,tmpavg_veg_7,tmpavg_veg_8,tmpavg_veg_9,tmpavg_veg_10,tmpavg_veg_11,tmpavg_veg_12,tmpavg_veg_13,tmpavg_veg_14,tmpavg_veg_15,tmpavg_veg_16,tmpavg_veg_17,tmpavg_veg_18,tmpavg_veg_19,tmpavg_veg_20,tmpavg_veg_21,tmpavg_repro_adj_5,tmpavg_repro_adj_6,tmpavg_repro_adj_7,tmpavg_repro_adj_8,tmpavg_repro_adj_9,tmpavg_repro_adj_10,tmpavg_repro_adj_11,tmpavg_repro_adj_12,tmpavg_repro_adj_13,tmpavg_repro_adj_14,tmpavg_repro_adj_15,tmpavg_repro_adj_16,tmpavg_repro_adj_17,tmpavg_repro_adj_18,tmpavg_repro_adj_19,tmpavg_repro_adj_20,tmpavg_repro_adj_21,cold_cum_adj_5,cold_cum_adj_6,cold_cum_adj_7,cold_cum_adj_8,cold_cum_adj_9,cold_cum_adj_10,cold_cum_adj_11,cold_cum_adj_12,cold_cum_adj_13,cold_cum_adj_14,cold_cum_adj_15,cold_cum_adj_16,cold_cum_adj_17,cold_cum_adj_18,cold_cum_adj_19,cold_cum_adj_20,cold_cum_adj_21,cold_veg_5,cold_veg_6,cold_veg_7,cold_veg_8,cold_veg_9,cold_veg_10,cold_veg_11,cold_veg_12,cold_veg_13,cold_veg_14,cold_veg_15,cold_veg_16,cold_veg_17,cold_veg_18,cold_veg_19,cold_veg_20,cold_veg_21,cold_repro_adj_5,cold_repro_adj_6,cold_repro_adj_7,cold_repro_adj_8,cold_repro_adj_9,cold_repro_adj_10,cold_repro_adj_11,cold_repro_adj_12,cold_repro_adj_13,cold_repro_adj_14,cold_repro_adj_15,cold_repro_adj_16,cold_repro_adj_17,cold_repro_adj_18,cold_repro_adj_19,cold_repro_adj_20,cold_repro_adj_21,solar_cum_adj_5,solar_cum_adj_6,solar_cum_adj_7,solar_cum_adj_8,solar_cum_adj_9,solar_cum_adj_10,solar_cum_adj_11,solar_cum_adj_12,solar_cum_adj_13,solar_cum_adj_14,solar_cum_adj_15,solar_cum_adj_16,solar_cum_adj_17,solar_cum_adj_18,solar_cum_adj_19,solar_cum_adj_20,solar_cum_adj_21,solar_veg_5,solar_veg_6,solar_veg_7,solar_veg_8,solar_veg_9,solar_veg_10,solar_veg_11,solar_veg_12,solar_veg_13,solar_veg_14,solar_veg_15,solar_veg_16,solar_veg_17,solar_veg_18,solar_veg_19,solar_veg_20,solar_veg_21,solar_repro_adj_5,solar_repro_adj_6,solar_repro_adj_7,solar_repro_adj_8,solar_repro_adj_9,solar_repro_adj_10,solar_repro_adj_11,solar_repro_adj_12,solar_repro_adj_13,solar_repro_adj_14,solar_repro_adj_15,solar_repro_adj_16,solar_repro_adj_17,solar_repro_adj_18,solar_repro_adj_19,solar_repro_adj_20,solar_repro_adj_21,canopy_cum_adj_5,canopy_cum_adj_6,canopy_cum_adj_7,canopy_cum_adj_8,canopy_cum_adj_9,canopy_cum_adj_10,canopy_cum_adj_11,canopy_cum_adj_12,canopy_cum_adj_13,canopy_cum_adj_14,canopy_cum_adj_15,canopy_cum_adj_16,canopy_cum_adj_17,canopy_cum_adj_18,canopy_cum_adj_19,canopy_cum_adj_20,canopy_cum_adj_21,canopy_veg_5,canopy_veg_6,canopy_veg_7,canopy_veg_8,canopy_veg_9,canopy_veg_10,canopy_veg_11,canopy_veg_12,canopy_veg_13,canopy_veg_14,canopy_veg_15,canopy_veg_16,canopy_veg_17,canopy_veg_18,canopy_veg_19,canopy_veg_20,canopy_veg_21,canopy_repro_adj_5,canopy_repro_adj_6,canopy_repro_adj_7,canopy_repro_adj_8,canopy_repro_adj_9,canopy_repro_adj_10,canopy_repro_adj_11,canopy_repro_adj_12,canopy_repro_adj_13,canopy_repro_adj_14,canopy_repro_adj_15,canopy_repro_adj_16,canopy_repro_adj_17,canopy_repro_adj_18,canopy_repro_adj_19,canopy_repro_adj_20,canopy_repro_adj_21
1,IRGC_117276,35.859167,127.335556,35.1Nx127.5E,Rice_v20_sg_avg_184494.soil,out,nw_ur_150_07,236,365,365,365,365,365,365,365,365,335,157,168,159,154,158,149,146,0,5169.598968,5427.899789,6284.999595,7273.556233,4808.970182,5030.111811,4645.407202,4145.621184,520.211969,1854.013721,696.126063,656.591178,81.53994,3258.308307,1354.474669,325.346996,0,0,0,0,0,0,1.344304,0.400338,13.938678,520.211969,210.009123,30.37759,0,81.53994,276.907195,754.825289,276.060803,0,5169.598968,5427.899789,6284.999595,7273.556233,4808.970182,5028.767507,4645.006864,4131.682506,0,1644.004598,665.748473,656.591178,0,2981.401112,599.64938,49.286193,3.61,-616.22,79.64,153.58,292.73,263.234,-80.065,1439.578,2671.46,3410.91,2837.57,3200.35,3014.56,3101.03,3108.75,3080.27,3052.14,3.61,-1124.32,0,0,0,-274.93,-727.2,389.05,1620.86,2360.1,2062.84,2043.24,2024.12,1994.63,1987.96,1980.49,1972.94,0,508.1,79.64,153.58,292.73,538.164,647.135,1050.528,1050.6,1050.81,774.73,1157.11,990.44,1106.4,1120.79,1099.78,1079.2,-177.06,-791.65,71.67,132.58,265.08,46.99,-626.2775,746.922,2039.77,2855.21,2606.78,2969.79,2794.15,2899.22,2838.69,2825.88,2835.42,-177.06,-1239.78,0,0,0,-419.22,-1164.81,-139.93,1047.08,1909.05,1910.53,1928.73,1927.08,1864.16,1834.32,1811.43,1807.03,0,448.13,71.67,132.58,265.08,466.21,538.5325,886.852,992.69,946.16,696.25,1041.06,867.07,1035.06,1004.37,1014.45,1028.39,406.413,482.93,36.625,116.488,151.041,1056.7866,3075.886,3437.8908,4183.984,4144.014,1732.083,1892.105,1667.199,1825.499,2292.243,2166.805,1962.367,406.413,311.18,0,0,0,805.39,2867.194,3245.382,3918.551,3461.394,1192.973,1039.301,822.726,1222.271,1384.721,1469.129,1521.336,0,171.75,36.625,116.488,151.041,251.3966,208.692,192.5088,265.433,682.62,539.11,852.804,844.473,603.228,907.522,697.676,441.031,0.521863625,156.5193143,156.306284,156.306284,156.306284,156.6728166,182.532333,404.0556253,872.4236216,1138.622155,1048.536804,1190.2102,1145.782966,1093.64587,1249.469497,1281.114001,935.5400867,0.521863625,0.213030257,0,0,0,0.366532555,26.22604895,247.7493413,716.1173376,604.4166051,599.2013941,556.4238158,455.4909144,628.5399301,582.9899335,722.9933658,600.5762566,0,156.306284,156.306284,156.306284,156.306284,156.306284,156.306284,156.306284,156.306284,534.2055497,449.3354095,633.7863845,690.292052,465.10594,666.4795633,558.1206351,334.9638301
2,IRGC_121705,13.111389,121.047222,12.3Nx120.0E,Rice_v10_sg_avg_232863.soil,out,nw_ur_150_07,119,188,207,208,195,177,157,141,127,117,119,120,125,121,117,119,116,453.386059,3229.316525,2412.267179,5989.053652,1663.243584,739.235495,0,0,140.479564,766.588022,117.875281,209.432459,1669.511444,0,0,115.981906,6.422733,453.386059,1472.775979,1596.478597,5213.191451,1663.243584,739.235495,0,0,140.479564,766.588022,117.875281,209.432459,1632.734607,0,0,115.981906,6.422733,0,1756.540546,815.788582,775.862201,0,0,0,0,0,0,0,0,36.776837,0,0,0,0,2908.25,3312.75,3423.88,3438.13,3351.78,3256.72,3125.06,3018.96,2959.42,2898.95,2913.71,2918.71,2945.58,2923.27,2892.93,2893.41,2893.73,1857.43,2112.15,2177.1,2175.27,2134.64,2091.37,2002.91,1942.27,1912.5,1869.41,1853.79,1885.94,1909.22,1880.43,1849.49,1862.13,1847,1050.82,1200.6,1246.78,1262.86,1217.14,1165.35,1122.15,1076.69,1046.92,1029.54,1059.92,1032.77,1036.36,1042.84,1043.44,1031.28,1046.73,2855.75,3236.17,3348.2,3364.99,3297.19,3210.53,3080.9,2981.12,2920.07,2863.52,2875.27,2877.96,2899.08,2885.59,2856.3,2857.43,2858.54,1825.48,2070.1,2134.93,2130.66,2105.25,2062.75,1974.65,1917.54,1887.13,1847.07,1827.75,1858.72,1877.15,1855.4,1825.87,1841.24,1823.84,1030.27,1166.07,1213.27,1234.33,1191.94,1147.78,1106.25,1063.58,1032.94,1016.45,1047.52,1019.24,1021.93,1030.19,1030.43,1016.19,1034.7,1516.775,1836.259,1862.197,2300.132,1722.3,1470.471,1537.257,1729.657,1829.456,2000.558,1995.681,2273.694,2281.337,1910.418,1930.437,1962.443,1822.949,1270.125,1290.06,1352.777,1682.902,1032.905,1017.411,998.279,1118.811,1193.995,1332.035,1238.589,1551.417,1652.84,1268.75,1267.244,1216.839,1223.139,246.65,546.199,509.42,617.23,689.395,453.06,538.978,610.846,635.461,668.523,757.092,722.277,628.497,641.668,663.193,745.604,599.81,744.4499038,732.340886,759.6557642,19.09260576,766.6250495,675.625145,780.7570933,1040.876772,1189.030402,1282.20131,1278.214218,1387.963561,1381.295976,1256.64204,1223.919191,1214.694846,1108.310618,544.0512731,465.4054754,458.0329176,11.94439395,273.989815,432.9234244,475.5103944,558.1839497,659.2927862,711.7208571,623.776099,761.2154132,895.3175242,720.2876959,657.4633183,560.375486,609.9298857,200.3986307,266.9354106,301.6228466,7.14821181,492.6352345,242.7017206,305.2466989,482.6928227,529.7376161,570.480453,654.4381194,626.7481474,485.9784515,536.3543437,566.4558723,654.3193597,498.3807319
3,IRGC_122298,-4.8133889,104.7520944,4.7Sx105.0E,Rice_v10_sg_avg_305779.soil,out,nw_ur_150_07,125,197,226,229,212,192,171,152,137,130,126,127,127,127,123,123,124,0,1241.361459,3728.461823,3081.993558,0,991.057808,0,0,0,9.235819,0,0,0,0,0,67.868079,0,0,0,998.351402,119.602437,0,0,0,0,0,9.235819,0,0,0,0,0,67.868079,0,0,1241.361459,2730.110421,2962.391121,0,991.057808,0,0,0,0,0,0,0,0,0,0,0,2942.29,3372.52,3527.89,3551.86,3441.59,3325.67,3213.16,3105.19,3030.95,2984.06,2955.29,2968.14,2951.03,2963.61,2936.66,2940.75,2950.31,1891.91,2158.78,2283.48,2310.18,2206.97,2141.96,2067.4,1999.43,1951.15,1913.53,1893.72,1911.11,1903.31,1910.98,1887.42,1895.71,1875.32,1050.38,1213.74,1244.41,1241.68,1234.62,1183.71,1145.76,1105.76,1079.8,1070.53,1061.57,1057.03,1047.72,1052.63,1049.24,1045.04,1074.99,2810.05,3156.75,3188.58,3229.73,3223.04,3098.72,3025.8,2945.24,2860.79,2838.14,2778.12,2799.49,2780.28,2798.76,2774.53,2757.3,2801.08,1795.83,2047.37,2070.1,2119.12,2060.18,2010.41,1961.87,1899.07,1834.1,1813.43,1775.25,1797.01,1787.35,1800.45,1776.87,1772.17,1773.64,1014.22,1109.38,1118.48,1110.61,1162.86,1088.31,1063.93,1046.17,1026.69,1024.71,1002.87,1002.48,992.93,998.31,997.66,985.13,1027.44,1222.884,1137.305,1763.187,1779.651,1454.402,1542.237,1377.783,1310.726,1528.781,1328.649,1692.679,1669.506,1681.092,1512.346,1615.138,1835.515,1466.571,957.286,564.635,1033.893,983.774,977.063,908.231,791.132,822.248,973.493,886.549,1150.426,1100.488,1163.383,993.123,1131.965,1210.631,953.399,265.598,572.67,729.294,795.877,477.339,634.006,586.651,488.478,555.288,442.1,542.253,569.018,517.709,519.223,483.173,624.884,513.172,737.5341335,726.0593049,1272.752874,1253.223098,906.0827921,824.5428298,845.5492474,866.5984183,900.5933015,740.8867793,1047.71122,1008.534505,1062.127945,961.0414007,1017.387934,1147.949892,952.4584341,506.7955761,301.6303255,644.052607,632.4698474,520.2549825,376.8662615,378.4603024,453.6864759,417.5898879,397.9096614,576.6928433,521.6020847,605.8228268,531.9366199,594.9890117,600.1251903,514.947711,230.7385574,424.4289794,628.7002669,620.7532504,385.8278096,447.6765683,467.088945,412.9119424,483.0034136,342.9771179,471.0183764,486.9324199,456.3051182,429.1047808,422.3989223,547.8247014,437.5107231
4,IRGC_16800,16.472778,106.660556,16.1Nx107.5E,Rice_v10_sg_avg_216826.soil,out,nw_ur_150_07,199,216,365,336,199,192,167,149,136,127,125,126,126,122,121,121,120,22.049323,480.43518,5791.512019,11.825502,183.113005,568.1789,2925.767895,189.660072,0,92.495129,250.297478,11.731594,74.921861,0,0,0,315.348637,22.049323,480.43518,363.61223,11.825502,183.113005,438.154521,1525.553735,133.928607,0,92.495129,250.297478,7.551795,74.921861,0,0,0,315.348637,0,0,5427.899789,0,0,130.024379,1400.21416,55.731465,0,0,0,4.179799,0,0,0,0,0,3258.24,2527.81,3576.29,3765,3045.21,3317.6,3179.86,3078.15,3010.58,2973.51,2964.94,2975.96,2979.21,2959.13,2941.63,2949.85,2998.1,2022,2527.81,3098.18,2675.14,2217.81,2121.7,2036.07,1990.12,1931.98,1902.86,1899.56,1908.01,1910.73,1894.19,1888.84,1899.57,1929.55,1236.24,0,478.11,1089.86,827.4,1195.9,1143.79,1088.03,1078.6,1070.65,1065.38,1067.95,1068.48,1064.94,1052.79,1050.28,1068.55,3126.31,2366.85,3277.07,3411.28,2865.25,3074.39,2926.63,2840.85,2843.06,2816.69,2784.24,2761.2,2796.79,2787.3,2773.31,2784.72,2825.09,1956.13,2366.85,2857.66,2444.51,2076.06,1940.03,1847.21,1825.68,1815.01,1798.98,1780.21,1769.68,1782.24,1777.08,1773.43,1789.84,1815.12,1170.18,0,419.41,966.77,789.19,1134.36,1079.42,1015.17,1028.05,1017.71,1004.03,991.52,1014.55,1010.22,999.88,994.88,1009.97,895.518,833.146,1683.091,2102.643,1306.026,1819.876,1899.544,1941.539,1534.144,1549.33,1875.128,2194.988,1795.987,1877.235,1821.915,1836.894,1902.711,517.341,833.146,1376.234,1471.639,1061.861,1306.012,1378.508,1291.905,1049.44,1027.881,1216.092,1399.45,1264.031,1256.589,1181.634,1212.443,1232.802,378.177,0,306.857,631.004,244.165,513.864,521.036,649.634,484.704,521.449,659.036,795.538,531.956,620.646,640.281,624.451,669.909,415.8623466,351.3083672,514.0005895,593.2591373,768.8878095,1161.841035,1114.073761,1192.18334,945.6625205,922.0170419,1099.338997,1406.723909,1121.737776,1133.759883,1130.184701,1189.728136,1210.868422,167.4155413,351.3083672,512.6218922,498.030446,547.8057379,725.1130915,699.9091718,636.2121175,540.4406448,485.2337042,555.1293348,713.7829584,670.1522657,636.3002912,598.212749,647.1919188,634.1432738,248.4468053,0,1.37869729,95.2286913,221.0820716,436.7279434,414.1645896,555.9712223,405.2218757,436.7833377,544.2096622,692.9409508,451.5855106,497.4595915,531.9719524,542.5362167,576.7251482
5,IRGC_16872,16.472778,106.660556,16.1Nx107.5E,Rice_v10_sg_avg_216826.soil,out,nw_ur_150_07,199,216,365,336,199,192,167,149,136,127,125,126,126,122,121,121,120,22.049323,480.43518,5791.512019,11.825502,183.113005,568.1789,2925.767895,189.660072,0,92.495129,250.297478,11.731594,74.921861,0,0,0,315.348637,22.049323,480.43518,363.61223,11.825502,183.113005,438.154521,1525.553735,133.928607,0,92.495129,250.297478,7.551795,74.921861,0,0,0,315.348637,0,0,5427.899789,0,0,130.024379,1400.21416,55.731465,0,0,0,4.179799,0,0,0,0,0,3258.24,2527.81,3576.29,3765,3045.21,3317.6,3179.86,3078.15,3010.58,2973.51,2964.94,2975.96,2979.21,2959.13,2941.63,2949.85,2998.1,2022,2527.81,3098.18,2675.14,2217.81,2121.7,2036.07,1990.12,1931.98,1902.86,1899.56,1908.01,1910.73,1894.19,1888.84,1899.57,1929.55,1236.24,0,478.11,1089.86,827.4,1195.9,1143.79,1088.03,1078.6,1070.65,1065.38,1067.95,1068.48,1064.94,1052.79,1050.28,1068.55,3126.31,2366.85,3277.07,3411.28,2865.25,3074.39,2926.63,2840.85,2843.06,2816.69,2784.24,2761.2,2796.79,2787.3,2773.31,2784.72,2825.09,1956.13,2366.85,2857.66,2444.51,2076.06,1940.03,1847.21,1825.68,1815.01,1798.98,1780.21,1769.68,1782.24,1777.08,1773.43,1789.84,1815.12,1170.18,0,419.41,966.77,789.19,1134.36,1079.42,1015.17,1028.05,1017.71,1004.03,991.52,1014.55,1010.22,999.88,994.88,1009.97,895.518,833.146,1683.091,2102.643,1306.026,1819.876,1899.544,1941.539,1534.144,1549.33,1875.128,2194.988,1795.987,1877.235,1821.915,1836.894,1902.711,517.341,833.146,1376.234,1471.639,1061.861,1306.012,1378.508,1291.905,1049.44,1027.881,1216.092,1399.45,1264.031,1256.589,1181.634,1212.443,1232.802,378.177,0,306.857,631.004,244.165,513.864,521.036,649.634,484.704,521.449,659.036,795.538,531.956,620.646,640.281,624.451,669.909,415.8623466,351.3083672,514.0005895,593.2591373,768.8878095,1161.841035,1114.073761,1192.18334,945.6625205,922.0170419,1099.338997,1406.723909,1121.737776,1133.759883,1130.184701,1189.728136,1210.868422,167.4155413,351.3083672,512.6218922,498.030446,547.8057379,725.1130915,699.9091718,636.2121175,540.4406448,485.2337042,555.1293348,713.7829584,670.1522657,636.3002912,598.212749,647.1919188,634.1432738,248.4468053,0,1.37869729,95.2286913,221.0820716,436.7279434,414.1645896,555.9712223,405.2218757,436.7833377,544.2096622,692.9409508,451.5855106,497.4595915,531.9719524,542.5362167,576.7251482
6,IRGC_24224,13.039444,101.491944,12.3Nx102.5E,Rice_v20_sg_avg_228593.soil,out,nw_ur_150_07,135,193,203,216,225,218,156,143,132,124,125,124,125,122,121,122,121,362.710197,907.05967,8191.77473,6417.531919,919.822126,2195.437545,1861.75749,54.67399,0,5.795159,0,0,0,0,0,0.842914,0,362.710197,575.883023,6824.470837,4149.631445,511.933194,1836.438135,1861.75749,54.67399,0,5.795159,0,0,0,0,0,0.842914,0,0,331.176647,1367.303893,2267.900474,407.888932,358.99941,0,0,0,0,0,0,0,0,0,0,0,3033.73,2668.37,2776.25,3101.26,3467.8,3566.26,3117.64,3047.43,2989.52,2948.3,2942.54,2961.23,2951.46,2939.19,2922.07,2912.4,2909.75,1927.33,2383.96,2362.66,2259.59,2182.84,2106.28,2012.12,1967.78,1931.63,1889.48,1891.91,1902.74,1897.66,1903.06,1884.38,1861.5,1866.87,1106.4,284.41,413.59,841.67,1284.96,1459.98,1105.52,1079.65,1057.89,1058.82,1050.63,1058.49,1053.8,1036.13,1037.69,1050.9,1042.88,2907.21,2428.14,2573.07,2891.46,3259.64,3324.46,2968.71,2916.24,2871.2,2833.97,2824.95,2830.86,2843.92,2823.41,2810.36,2806.21,2805.76,1832.27,2185.59,2197.67,2113.67,2049.29,1968,1914.54,1888.56,1855.98,1812.19,1818.09,1816.76,1828.79,1823.34,1813.7,1793.91,1803.6,1074.94,242.55,375.4,777.79,1210.35,1356.46,1054.17,1027.68,1015.22,1021.78,1006.86,1014.1,1015.13,1000.07,996.66,1012.3,1002.16,1268.422,1483.289,1422.99,1613.521,1701.322,1934.383,1563.094,1529.812,1465.653,1559.405,1633.293,1874.96,1587.694,1695.01,1720.994,1560.148,1574.129,1066.595,1311.539,1208.809,1200.338,1148.912,1184.722,1014.114,915.66,945.897,1088.072,1030.9,1216.397,1012.339,1126.025,1128.818,1025.685,957.892,201.827,171.75,214.181,413.183,552.41,749.661,548.98,614.152,519.756,471.333,602.393,658.563,575.355,568.985,592.176,534.463,616.237,582.0746468,356.5767512,666.4163257,414.0225619,1014.916825,973.8550997,554.2009846,1034.709615,761.8149733,982.2313977,1021.992134,1147.81041,1006.984336,1013.892895,1036.549704,974.3367781,1009.020148,424.1882617,301.8780617,532.6635526,232.9421633,574.4532158,493.6637871,278.6351533,501.2914684,416.3760311,572.6441088,514.3515755,592.9966052,527.9759581,517.4965378,553.0885223,514.0141744,494.1630947,157.8863851,54.69868949,133.7527731,181.0803986,440.4636095,480.1913126,275.5658313,533.418147,345.4389422,409.5872889,507.6405587,554.8138051,479.0083779,496.3963567,483.4611814,460.3226037,514.8570537
7,IRGC_27716,18.78333,99,18.0Nx100.0E,Rice_v20_sg_avg_206446.soil,out,nw_ur_150_07,175,216,365,365,324,168,189,177,147,135,134,135,135,131,131,132,133,0,0,5427.899789,6284.999595,0,183.885307,0,196.222409,47.127299,456.488731,684.494532,0,993.130137,351.482182,0,42.177359,0,0,0,0,0,0,183.885307,0,6.686207,47.127299,456.488731,666.110903,0,993.130137,351.482182,0,42.177359,0,0,0,5427.899789,6284.999595,0,0,0,189.536202,0,0,18.383629,0,0,0,0,0,0,2849.13,1796.27,2358.54,2874.42,3372.74,2588.5,3320.42,3248.62,3093.17,3004.44,3062.84,3002.75,3097.78,3036.7,3008.73,3014.4,2998.94,2110.76,1796.27,2278.9,2720.84,3147.68,2265.32,2123.24,2104.37,1991.21,1931.23,1987.99,1945.99,2034.27,1987.94,1933.13,1936.65,1935.52,738.37,0,79.64,153.58,225.06,323.18,1197.18,1144.25,1101.96,1073.21,1074.85,1056.76,1063.51,1048.76,1075.6,1077.75,1063.42,2650.79,1627.98,1917.5,2289.77,2858.38,2323.98,3065.95,2986.61,2886.77,2793.83,2732.45,2764.12,2816.83,2806.07,2774.6,2807.63,2793.02,1984.96,1627.98,1845.83,2157.19,2657.88,2041.54,1945.35,1908.17,1849.24,1792.87,1740.4,1800.43,1825.71,1823.84,1786.28,1796.44,1806.38,665.83,0,71.67,132.58,200.5,282.44,1120.6,1078.44,1037.53,1000.96,992.05,963.69,991.12,982.23,988.32,1011.19,986.64,1030.781,675.854,2102.141,2846.505,2398.116,1445.991,1500.35,1649.924,1427.389,1721.202,2189.763,1871.995,2139.653,2025.158,1784.911,1737.024,1643.436,741.541,675.854,2065.516,2730.017,2225.891,1259.027,1109.198,1190.828,936.564,1171.797,1615.278,1167.809,1509.625,1377.081,1116.248,1218.538,1074.884,289.24,0,36.625,116.488,172.225,186.964,391.152,459.096,490.825,549.405,574.485,704.186,630.028,648.077,668.663,518.486,568.552,471.472108,184.3374927,644.350315,779.8355681,673.6884134,816.0894706,866.2972414,923.6839041,918.690161,1026.881477,1101.419915,1289.542472,1037.875267,1168.672494,1211.171442,985.4288841,1070.447852,237.9534633,184.3374927,488.044031,623.5292841,666.6111718,644.4518466,547.7178948,550.0217717,527.20771,574.4744303,670.2014004,666.330225,554.1987209,611.2877599,628.5926169,555.9750757,585.7937121,233.5186447,0,156.306284,156.306284,7.07724164,171.637624,318.5793466,373.6621324,391.482451,452.4070466,431.2185145,623.2122473,483.6765459,557.3847343,582.5788249,429.4538084,484.6541395
8,IRGC_27748,13.533056,100.958056,14.2Nx100.0E,Rice_v10_sg_avg_227202.soil,out,nw_ur_150_07,149,216,365,316,200,191,166,151,137,127,127,129,130,127,125,126,124,583.76902,283.909023,281.198457,397.082268,635.931282,1642.300441,988.891909,317.217817,0,1268.236572,145.976453,1.45046,508.888054,80.267416,182.018847,79.743989,0,583.76902,283.909023,160.581213,140.89197,635.931282,491.768944,988.891909,317.217817,0,1268.236572,145.976453,1.45046,508.888054,80.267416,182.018847,79.743989,0,0,0,120.617244,256.190298,0,1150.531497,0,0,0,0,0,0,0,0,0,0,0,3146.45,2504.27,3536.66,3665.13,3030.3,3194.92,3183.25,3092.25,3010.67,3031.31,2965.73,2975.26,2975.77,2976.58,2961.89,3023.35,2981.24,1991.67,2504.27,2902.09,2863.1,2221.33,2159.31,2059.6,1986.11,1939.55,1974.86,1906.92,1895.45,1933.45,1911.64,1910.96,1986.34,1925.22,1154.78,0,634.57,802.03,808.97,1035.61,1123.65,1106.14,1071.12,1056.45,1058.81,1079.81,1042.32,1064.94,1050.93,1037.01,1056.02,2912.4,2161.72,2828.49,3001.01,2756.57,2876.03,2949.2,2880.03,2829.5,2796.79,2757.34,2753.07,2780.06,2776.91,2759.93,2827.2,2795.08,1836.23,2161.72,2283.92,2329.9,2021.25,1963.53,1916.47,1844.84,1822.04,1809.9,1763.63,1749.83,1798.45,1782.42,1787.34,1843.05,1805.88,1076.17,0,544.57,671.11,735.32,912.5,1032.73,1035.19,1007.46,986.89,993.71,1003.24,981.61,994.49,972.59,984.15,989.2,1391.486,1262.928,2577.461,2723.434,1584.333,1631.621,1462.172,1415.133,1338.527,1714.795,1738.969,1808.338,1576.341,1685.193,1604.514,1620.774,1605.888,1091.014,1262.928,2167.725,2152.067,1207.524,1100.219,930.976,963.267,887.669,1204.127,1243.071,1177.484,1063.86,1075.998,989.739,1132.405,1021.529,300.472,0,409.736,571.367,376.809,531.402,531.196,451.866,450.858,510.668,495.898,630.854,512.481,609.195,614.775,488.369,584.359,675.6418597,616.6705237,743.018399,744.9351088,954.6535001,1047.029252,654.3476742,818.3225514,673.7948515,754.7331609,1000.856229,1089.935644,963.5336077,976.5397128,1068.805554,870.712563,1057.809363,440.1824895,616.6705237,742.4544677,685.2426563,624.8842795,594.7302812,309.3932642,484.3085992,369.3782176,427.7661163,591.9803869,560.8272201,527.3269507,471.0715976,541.4090436,470.3103608,551.952831,235.4593702,0,0.563931264,59.69245253,329.7692206,452.2989707,344.95441,334.0139522,304.4166339,326.9670446,408.8758421,529.108424,436.206657,505.4681152,527.3965099,400.4022022,505.8565316
