,Accession,Latitude,Longitude,CLM_grid,avg_soil_file,maturity_days_1,maturity_days_2,maturity_days_3,maturity_days_4,maturity_days_5,maturity_days_6,maturity_days_7,maturity_days_8,maturity_days_9,maturity_days_10,maturity_days_11,maturity_days_12,maturity_days_13,maturity_days_14,maturity_days_15,maturity_days_16,maturity_days_17,maturity_days_18,maturity_days_19,maturity_days_20,maturity_days_21,water_cum_adj_1,water_cum_adj_2,water_cum_adj_3,water_cum_adj_4,water_cum_adj_5,water_cum_adj_6,water_cum_adj_7,water_cum_adj_8,water_cum_adj_9,water_cum_adj_10,water_cum_adj_11,water_cum_adj_12,water_cum_adj_13,water_cum_adj_14,water_cum_adj_15,water_cum_adj_16,water_cum_adj_17,water_cum_adj_18,water_cum_adj_19,water_cum_adj_20,water_cum_adj_21,water_veg_adj_1,water_veg_adj_2,water_veg_adj_3,water_veg_adj_4,water_veg_adj_5,water_veg_adj_6,water_veg_adj_7,water_veg_adj_8,water_veg_adj_9,water_veg_adj_10,water_veg_adj_11,water_veg_adj_12,water_veg_adj_13,water_veg_adj_14,water_veg_adj_15,water_veg_adj_16,water_veg_adj_17,water_veg_adj_18,water_veg_adj_19,water_veg_adj_20,water_veg_adj_21,water_repro_adj_1,water_repro_adj_2,water_repro_adj_3,water_repro_adj_4,water_repro_adj_5,water_repro_adj_6,water_repro_adj_7,water_repro_adj_8,water_repro_adj_9,water_repro_adj_10,water_repro_adj_11,water_repro_adj_12,water_repro_adj_13,water_repro_adj_14,water_repro_adj_15,water_repro_adj_16,water_repro_adj_17,water_repro_adj_18,water_repro_adj_19,water_repro_adj_20,water_repro_adj_21,tmpavg_cum_adj_1,tmpavg_cum_adj_2,tmpavg_cum_adj_3,tmpavg_cum_adj_4,tmpavg_cum_adj_5,tmpavg_cum_adj_6,tmpavg_cum_adj_7,tmpavg_cum_adj_8,tmpavg_cum_adj_9,tmpavg_cum_adj_10,tmpavg_cum_adj_11,tmpavg_cum_adj_12,tmpavg_cum_adj_13,tmpavg_cum_adj_14,tmpavg_cum_adj_15,tmpavg_cum_adj_16,tmpavg_cum_adj_17,tmpavg_cum_adj_18,tmpavg_cum_adj_19,tmpavg_cum_adj_20,tmpavg_cum_adj_21,tmpavg_veg_adj_1,tmpavg_veg_adj_2,tmpavg_veg_adj_3,tmpavg_veg_adj_4,tmpavg_veg_adj_5,tmpavg_veg_adj_6,tmpavg_veg_adj_7,tmpavg_veg_adj_8,tmpavg_veg_adj_9,tmpavg_veg_adj_10,tmpavg_veg_adj_11,tmpavg_veg_adj_12,tmpavg_veg_adj_13,tmpavg_veg_adj_14,tmpavg_veg_adj_15,tmpavg_veg_adj_16,tmpavg_veg_adj_17,tmpavg_veg_adj_18,tmpavg_veg_adj_19,tmpavg_veg_adj_20,tmpavg_veg_adj_21,tmpavg_repro_adj_1,tmpavg_repro_adj_2,tmpavg_repro_adj_3,tmpavg_repro_adj_4,tmpavg_repro_adj_5,tmpavg_repro_adj_6,tmpavg_repro_adj_7,tmpavg_repro_adj_8,tmpavg_repro_adj_9,tmpavg_repro_adj_10,tmpavg_repro_adj_11,tmpavg_repro_adj_12,tmpavg_repro_adj_13,tmpavg_repro_adj_14,tmpavg_repro_adj_15,tmpavg_repro_adj_16,tmpavg_repro_adj_17,tmpavg_repro_adj_18,tmpavg_repro_adj_19,tmpavg_repro_adj_20,tmpavg_repro_adj_21,cold_cum_adj_1,cold_cum_adj_2,cold_cum_adj_3,cold_cum_adj_4,cold_cum_adj_5,cold_cum_adj_6,cold_cum_adj_7,cold_cum_adj_8,cold_cum_adj_9,cold_cum_adj_10,cold_cum_adj_11,cold_cum_adj_12,cold_cum_adj_13,cold_cum_adj_14,cold_cum_adj_15,cold_cum_adj_16,cold_cum_adj_17,cold_cum_adj_18,cold_cum_adj_19,cold_cum_adj_20,cold_cum_adj_21,cold_veg_adj_1,cold_veg_adj_2,cold_veg_adj_3,cold_veg_adj_4,cold_veg_adj_5,cold_veg_adj_6,cold_veg_adj_7,cold_veg_adj_8,cold_veg_adj_9,cold_veg_adj_10,cold_veg_adj_11,cold_veg_adj_12,cold_veg_adj_13,cold_veg_adj_14,cold_veg_adj_15,cold_veg_adj_16,cold_veg_adj_17,cold_veg_adj_18,cold_veg_adj_19,cold_veg_adj_20,cold_veg_adj_21,cold_repro_adj_1,cold_repro_adj_2,cold_repro_adj_3,cold_repro_adj_4,cold_repro_adj_5,cold_repro_adj_6,cold_repro_adj_7,cold_repro_adj_8,cold_repro_adj_9,cold_repro_adj_10,cold_repro_adj_11,cold_repro_adj_12,cold_repro_adj_13,cold_repro_adj_14,cold_repro_adj_15,cold_repro_adj_16,cold_repro_adj_17,cold_repro_adj_18,cold_repro_adj_19,cold_repro_adj_20,cold_repro_adj_21,solar_cum_adj_1,solar_cum_adj_2,solar_cum_adj_3,solar_cum_adj_4,solar_cum_adj_5,solar_cum_adj_6,solar_cum_adj_7,solar_cum_adj_8,solar_cum_adj_9,solar_cum_adj_10,solar_cum_adj_11,solar_cum_adj_12,solar_cum_adj_13,solar_cum_adj_14,solar_cum_adj_15,solar_cum_adj_16,solar_cum_adj_17,solar_cum_adj_18,solar_cum_adj_19,solar_cum_adj_20,solar_cum_adj_21,solar_veg_adj_1,solar_veg_adj_2,solar_veg_adj_3,solar_veg_adj_4,solar_veg_adj_5,solar_veg_adj_6,solar_veg_adj_7,solar_veg_adj_8,solar_veg_adj_9,solar_veg_adj_10,solar_veg_adj_11,solar_veg_adj_12,solar_veg_adj_13,solar_veg_adj_14,solar_veg_adj_15,solar_veg_adj_16,solar_veg_adj_17,solar_veg_adj_18,solar_veg_adj_19,solar_veg_adj_20,solar_veg_adj_21,solar_repro_adj_1,solar_repro_adj_2,solar_repro_adj_3,solar_repro_adj_4,solar_repro_adj_5,solar_repro_adj_6,solar_repro_adj_7,solar_repro_adj_8,solar_repro_adj_9,solar_repro_adj_10,solar_repro_adj_11,solar_repro_adj_12,solar_repro_adj_13,solar_repro_adj_14,solar_repro_adj_15,solar_repro_adj_16,solar_repro_adj_17,solar_repro_adj_18,solar_repro_adj_19,solar_repro_adj_20,solar_repro_adj_21
1,FT218,31.77,35.11,31.3Nx35.0E,Wheat_v10_sg_avg_128063.soil,1,177,208,168,183,180,165,178,195,189,160,165,184,183,168,183,158,175,191,168,180,8210.427429,14300.79929,16603.24023,13386.57266,14748.91994,14581.5081,13891.98301,14704.13636,15594.73016,15152.9344,13173.02556,13425.94886,15678.72546,15015.11774,14279.91181,15568.27338,12726.75681,14811.16479,15287.18956,14347.62955,14937.70812,6498.841922,9394.997561,9264.105879,8897.09261,9406.761065,8208.838581,9026.572996,9577.539105,8626.851853,8698.383587,8976.248831,8896.238619,8633.136511,9163.081437,9256.117313,10064.93525,8523.890001,9374.975933,9715.778599,9043.642372,9498.549884,1711.585507,4905.801728,7339.134348,4489.480053,5342.158871,6372.669517,4865.410012,5126.597252,6967.87831,6454.550809,4196.776726,4529.710238,7045.588949,5852.036307,5023.794501,5503.33813,4202.866805,5436.188852,5571.410965,5303.987178,5439.158235,102.1555,2981.34,3933.43,2746.38,3086.72,3416.51,2964.59,3001.02,3675.74,3442.86,2460.5,2701.93,3593.28,3165.45,2863.37,3067.94,2544.88,3138.39,3201.86,3059.9,2976.18,78.883,1615.41,1605.03,1547.49,1571.35,1511.06,1635.02,1539.26,1551.91,1533.39,1426.97,1528.53,1460.51,1521.81,1528.85,1548.77,1491.28,1636.68,1682.13,1651.9,1521.89,23.2725,1365.93,2328.4,1198.89,1515.37,1905.45,1329.57,1461.76,2123.83,1909.47,1033.53,1173.4,2132.77,1643.64,1334.52,1519.17,1053.6,1501.71,1519.73,1408,1454.29,80.0925,2523.43,3348.01,2297.37,2611.42,2892.64,2505.11,2530.08,3119.22,2950.48,2066.96,2270.07,3064.8,2689.92,2381.4,2564.15,2155.04,2609.64,2706.59,2556.38,2508.19,65.2375,1347.83,1344.29,1286.88,1319.55,1256.46,1357.36,1276.31,1294.24,1293.59,1187.35,1269.37,1239.35,1282.71,1260.91,1275.88,1254.85,1339.76,1391.08,1352.83,1266.67,14.855,1175.6,2003.72,1010.49,1291.87,1636.18,1147.75,1253.77,1824.98,1656.89,879.61,1000.7,1825.45,1407.21,1120.49,1288.27,900.19,1269.88,1315.51,1203.55,1241.52,230.3861,3573.895,4275.896,3215.032,3778.503,3743.27,3260.063,3646.972,4093.35,3901.521,3077.961,3256.333,3917.658,3683.315,3324.051,3856.741,2974.041,3758.564,4008.092,3378.792,3581.678,200.6096,2051.68,1945.374,1877.869,2062.983,1771.652,1823.861,2039.05,1932.017,1904.183,1825.729,1884.925,1786.947,1989.25,1819.561,2147.337,1700.981,2063.835,2269.562,1814.75,1995.197,29.7765,1522.215,2330.522,1337.163,1715.52,1971.618,1436.202,1607.922,2161.333,1997.338,1252.232,1371.408,2130.711,1694.065,1504.49,1709.404,1273.06,1694.729,1738.53,1564.042,1586.481
2,FT462,37.78,39.78,36.9Nx40.0E,Wheat_v10_sg_avg_122600.soil,42,283,324,284,333,347,206,295,355,250,173,350,247,250,274,350,267,279,330,290,363,8210.427429,17311.0322,19302.76914,22017.06288,21417.37908,22272.88963,7637.232743,21134.03519,20730.48188,8906.403754,7518.458964,22077.42262,8713.331839,10424.95046,15920.70986,22475.27771,16389.157,20031.48712,18715.77357,19545.98479,22761.73002,6498.841922,5009.244651,7827.617954,8246.732635,9727.954841,7831.69281,4903.363279,10053.33707,8435.315306,3799.202259,3524.460686,8542.621487,2094.010802,237.815816,4356.657127,13667.61207,5354.094779,8245.175435,8394.574478,5837.951693,10741.86407,1711.585507,12301.78755,11475.15119,13770.33024,11689.42424,14441.19682,2733.869464,11080.69812,12295.16657,5107.201495,3993.998278,13534.80113,6619.321037,10187.13464,11564.05273,8807.665643,11035.06222,11786.31168,10321.19909,13708.0331,12019.86595,102.1555,5967.97,5988.82,6161.15,6572.11,7149.38,2046.12,6033.9,7004.76,3275.6,2164.52,6752.22,3454.59,4442.27,5692.73,6769.38,5112.12,6083.82,5706.72,6288.94,6708.42,78.883,1808.21,2287.31,1632,2802.91,2310.28,1134.1,2524.72,3003.11,1678.45,994.22,2177.99,1644.45,1005.02,1967.71,3996.85,1488.38,1810.41,2240.78,1653.62,2807.86,23.2725,4159.76,3701.51,4529.15,3769.2,4839.1,912.02,3509.18,4001.65,1597.15,1170.3,4574.23,1810.14,3437.25,3725.02,2772.53,3623.74,4273.41,3465.94,4635.32,3900.56,80.0925,5077.44,5171.17,5297.36,5678.03,6135.16,1608.28,5125.11,5986.34,2653.13,1692.04,5751.84,2844.54,3781.68,4891.36,5867.97,4362.25,5191.33,4884.02,5379.88,5736.94,65.2375,1405.14,1898.18,1280.04,2335.94,1805.63,837.68,2010.95,2441.12,1274.53,686.82,1690.62,1290.08,750.24,1597.73,3398.44,1146.65,1420.65,1810.5,1283.05,2279.26,14.855,3672.3,3272.99,4017.32,3342.09,4329.53,770.6,3114.16,3545.22,1378.6,1005.22,4061.22,1554.46,3031.44,3293.63,2469.53,3215.6,3770.68,3073.52,4096.83,3457.68,230.3861,5982.93,5702.427,5964.442,6140.332,6708.326,2720.565,6204.125,6545.344,3832.777,3034.481,6451.876,3709.32,4676.349,5739.281,6200.341,5292.216,5978.954,5652.988,6059.025,6471.8,200.6096,2617.7,2809.553,2224.284,3317.708,2824.585,1594.678,3393.872,3438.893,2185.787,1738.149,2800.111,1837.554,1632.68,2558.359,4219.558,2133.803,2474.67,2968.979,2301.072,3344.683,29.7765,3365.23,2892.874,3740.158,2822.624,3883.741,1125.887,2810.253,3106.451,1646.99,1296.332,3651.765,1871.766,3043.669,3180.922,1980.783,3158.413,3504.284,2684.009,3757.953,3127.117
3,FT473,37.66,37.79,36.9Nx37.5E,Wheat_v10_sg_avg_122917.soil,55,265,324,300,321,317,243,284,352,220,268,346,204,321,252,311,272,309,339,255,247,8210.427429,16071.39919,19665.85898,20711.18519,18742.84481,20254.03903,9112.972774,17595.47432,19267.3508,4556.973407,14924.61798,21424.39011,7129.44351,15005.52373,13777.47019,22205.58183,15730.09836,21232.63773,21449.28755,13900.90081,12068.22073,6498.841922,4243.925936,8614.602122,7411.185193,5342.844814,6078.80423,4466.35391,5795.47432,7667.350804,678.49176,2736.90191,8254.641447,709.770291,2991.523953,2731.792603,13024.86595,5267.924805,7681.966063,10787.9833,7391.599385,6896.861377,1711.585507,11827.47325,11051.25686,13300,13400,14175.2348,4646.618864,11800,11600,3878.481647,12187.71607,13169.74866,6419.673219,12013.99978,11045.67759,9180.715884,10462.17355,13550.67167,10661.30425,6509.30142,5171.359348,186.2025,5505.89,5913.01,5946.34,6384.78,6454.93,2803.62,5726.86,6922.61,2636.45,5410.99,6540.99,2774.47,5975,5045.64,6445.03,5023.41,6308.95,5897.64,3642.65,3046.51,162.93,1582.51,2412.82,1660.91,2035.96,1804.32,1390.28,1952.29,3218.65,1325.02,1386.49,2161.93,1046.8,1995.86,1583.28,3521.79,1675.66,1870.38,2319.85,1812.2,1627.66,23.2725,3923.38,3500.19,4285.43,4348.82,4650.61,1413.34,3774.57,3703.96,1311.43,4024.5,4379.06,1727.67,3979.14,3462.36,2923.24,3347.75,4438.57,3577.79,1830.45,1418.85,119.605,4732.88,5156.53,5174.78,5532.75,5592.06,2272.74,4896.33,6005.12,2116.75,4631.32,5623.35,2295.49,5177.33,4365.61,5662.48,4358.9,5440.37,4985.12,2983.57,2463.66,104.75,1230.47,2015.23,1322.76,1633.99,1396.35,1045.05,1511.64,2666.27,982.32,1034.74,1726.66,811.96,1610.54,1261.2,3053.2,1363.58,1465.52,1796.11,1388.62,1216.64,14.855,3502.41,3141.3,3852.02,3898.76,4195.71,1227.69,3384.69,3338.85,1134.43,3596.58,3896.69,1483.53,3566.79,3104.41,2609.28,2995.32,3974.85,3189.01,1594.95,1247.02,247.6685,5669.145,5764.478,5877.958,6274.051,6237.731,3486.825,6014.791,6456.357,3266.381,5516.195,6244.768,3159.394,5952.245,5383.171,6030.81,5346.411,6227.287,6095.761,4174.721,3842.338,217.892,2294.583,2972.216,2259.956,2750.875,2335.525,1943.577,2841.227,3539.868,1856.491,2131.321,2663.029,1321.786,2725.126,2183.252,3890.203,2373.206,2564.912,3125.72,2206.203,2318.049,29.7765,3374.562,2792.262,3618.002,3523.176,3902.206,1543.248,3173.564,2916.489,1409.89,3384.874,3581.739,1837.608,3227.119,3199.919,2140.607,2973.205,3662.375,2970.041,1968.518,1524.289
4,FT730,37.33,37.27,36.9Nx37.5E,Wheat_v10_sg_avg_122917.soil,55,265,324,300,321,317,243,284,352,220,268,346,204,321,252,311,272,309,339,255,247,8210.427429,16071.39919,19665.85898,20711.18519,18742.84481,20254.03903,9112.972774,17595.47432,19267.3508,4556.973407,14924.61798,21424.39011,7129.44351,15005.52373,13777.47019,22205.58183,15730.09836,21232.63773,21449.28755,13900.90081,12068.22073,6498.841922,4243.925936,8614.602122,7411.185193,5342.844814,6078.80423,4466.35391,5795.47432,7667.350804,678.49176,2736.90191,8254.641447,709.770291,2991.523953,2731.792603,13024.86595,5267.924805,7681.966063,10787.9833,7391.599385,6896.861377,1711.585507,11827.47325,11051.25686,13300,13400,14175.2348,4646.618864,11800,11600,3878.481647,12187.71607,13169.74866,6419.673219,12013.99978,11045.67759,9180.715884,10462.17355,13550.67167,10661.30425,6509.30142,5171.359348,186.2025,5505.89,5913.01,5946.34,6384.78,6454.93,2803.62,5726.86,6922.61,2636.45,5410.99,6540.99,2774.47,5975,5045.64,6445.03,5023.41,6308.95,5897.64,3642.65,3046.51,162.93,1582.51,2412.82,1660.91,2035.96,1804.32,1390.28,1952.29,3218.65,1325.02,1386.49,2161.93,1046.8,1995.86,1583.28,3521.79,1675.66,1870.38,2319.85,1812.2,1627.66,23.2725,3923.38,3500.19,4285.43,4348.82,4650.61,1413.34,3774.57,3703.96,1311.43,4024.5,4379.06,1727.67,3979.14,3462.36,2923.24,3347.75,4438.57,3577.79,1830.45,1418.85,119.605,4732.88,5156.53,5174.78,5532.75,5592.06,2272.74,4896.33,6005.12,2116.75,4631.32,5623.35,2295.49,5177.33,4365.61,5662.48,4358.9,5440.37,4985.12,2983.57,2463.66,104.75,1230.47,2015.23,1322.76,1633.99,1396.35,1045.05,1511.64,2666.27,982.32,1034.74,1726.66,811.96,1610.54,1261.2,3053.2,1363.58,1465.52,1796.11,1388.62,1216.64,14.855,3502.41,3141.3,3852.02,3898.76,4195.71,1227.69,3384.69,3338.85,1134.43,3596.58,3896.69,1483.53,3566.79,3104.41,2609.28,2995.32,3974.85,3189.01,1594.95,1247.02,247.6685,5669.145,5764.478,5877.958,6274.051,6237.731,3486.825,6014.791,6456.357,3266.381,5516.195,6244.768,3159.394,5952.245,5383.171,6030.81,5346.411,6227.287,6095.761,4174.721,3842.338,217.892,2294.583,2972.216,2259.956,2750.875,2335.525,1943.577,2841.227,3539.868,1856.491,2131.321,2663.029,1321.786,2725.126,2183.252,3890.203,2373.206,2564.912,3125.72,2206.203,2318.049,29.7765,3374.562,2792.262,3618.002,3523.176,3902.206,1543.248,3173.564,2916.489,1409.89,3384.874,3581.739,1837.608,3227.119,3199.919,2140.607,2973.205,3662.375,2970.041,1968.518,1524.289
5,HOR4724,40.18,44.52,40.7Nx45.0E,Wheat_v10_sg_avg_117275.soil,92,356,338,313,359,314,361,314,365,303,336,365,318,349,283,319,348,275,365,314,336,8210.427429,6220.442789,3919.2837,6817.348458,7071.489092,4727.747996,4403.552984,4919.436458,6523.028912,2841.982818,5596.374835,6320.306685,6091.135059,5138.758241,5807.908641,6985.820048,6404.872757,6114.763105,5697.491232,6154.838795,4420.178896,6498.841922,2290.205842,697.758727,3146.310276,2707.413267,714.254663,284.927713,817.061436,2934.881714,91.530037,2366.252479,2942.692786,1563.760335,1970.216886,2054.210149,2832.6476,2579.198008,2225.265863,2252.595304,1463.594777,1378.158812,1711.585507,3930.236947,3221.524973,3671.038182,4364.075825,4013.493333,4118.625271,4102.375022,3588.147198,2750.452781,3230.122356,3377.613899,4527.374724,3168.541355,3753.698492,4153.172448,3825.674749,3889.497242,3444.895928,4691.244018,3042.020084,102.4825,3029.89,2308.43,3019.27,3547.89,2532.02,2881.98,2185.34,3744.15,2390.22,2697.56,3614.64,2868.19,2646.44,2812.49,2947.42,2902.92,2813.03,2876.1,2699.46,2828.73,79.21,1894.63,1241.7,1888.32,2433.21,1452.81,1552.36,874.21,2603.85,1105.11,1763.6,2604.28,1328.66,1703.82,1678.63,1789.46,1914.17,1724.47,1973.32,1312.85,1832.65,23.2725,1135.26,1066.73,1130.95,1114.68,1079.21,1329.62,1311.13,1140.3,1285.11,933.96,1010.36,1539.53,942.62,1133.86,1157.96,988.75,1088.56,902.78,1386.61,996.08,-56.335,1981.97,1400.77,2159.91,2711.13,1705.56,1860.77,1361.34,2660.31,1630.18,1855.29,2758.4,2002.3,1649.97,2003.68,2334.88,2167.28,1999.29,2147.13,1844.2,2035.74,-71.19,1072.94,540.1,1250.73,1825.28,853.52,797.79,305.41,1752.64,619.81,1136.55,1948.37,766.96,921.3,1095.2,1411.8,1407.63,1123.97,1428.43,734.2,1255.54,14.855,909.03,860.67,909.18,885.85,852.04,1062.98,1055.93,907.67,1010.37,718.74,810.03,1235.34,728.67,908.48,923.08,759.65,875.32,718.7,1110,780.2,534.9035,5503.276,4835.57,4802.035,4701.249,4506.568,5163.607,4588.347,5620.141,4242.086,4815.478,4825.723,4625.196,5288.955,4595.569,3706.354,4155.385,4747.422,4305.957,4610.974,4526.637,505.127,4282.039,3577.471,3580.422,3516.176,3116.586,3722.532,3141.427,4421.296,2689.652,3717.963,3800.01,3017.192,4122.524,3387.592,2511.048,3017.508,3510.05,3264.021,3144.171,3391.568,29.7765,1221.237,1258.099,1221.613,1185.073,1389.982,1441.075,1446.92,1198.845,1552.434,1097.515,1025.713,1608.004,1166.431,1207.977,1195.306,1137.877,1237.372,1041.936,1466.803,1135.069
6,HOR3950,47.01,13.17,46.4Nx12.5E,Wheat_v10_sg_avg_089210.soil,116,310,311,318,297,296,312,289,299,264,355,291,325,310,311,318,306,325,305,309,309,8210.427429,46.476274,38.054693,9.628304,11.553367,0,0,0,0,0.575858,120.665501,30.231362,1.335744,0,19.000285,162.064281,6.568506,5.852902,60.375218,3.769992,4.442729,6498.841922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.712176,0,0,0,0,0,1711.585507,46.476274,38.054693,9.628304,11.553367,0,0,0,0,0.575858,120.665501,30.231362,1.335744,0,19.000285,161.352105,6.568506,5.852902,60.375218,3.769992,4.442729,757.0725,2520.21,2195.04,2627.51,2259.95,2124.5,2723.4,2266.51,2404.64,1912.74,3136.51,2237.1,2523.31,2463,2353.4,2598.3,2030.58,2890.21,2170.33,2636.77,2286.25,733.8,1738.08,1466.9,1850.47,1528.59,1376.35,1949.24,1563.01,1671.19,1152,2250.5,1437.65,1781.68,1690.53,1551.03,1724.32,1285.65,2021.82,1329.78,1883.21,1481.4,23.2725,782.13,728.14,777.04,731.36,748.15,774.16,703.5,733.45,760.74,886.01,799.45,741.63,772.47,802.37,873.98,744.93,868.39,840.55,753.56,804.85,485.685,1843.17,1525.85,1961.38,1625.85,1431.13,2070.98,1645.85,1705.5,1340.86,2318.97,1576.13,1814.19,1760.64,1675.93,1850.86,1341.67,2157.23,1411.82,1917.24,1649.15,470.83,1207.75,922.07,1305.88,1018.79,810.69,1420.49,1065.34,1116.09,724.17,1575.98,925.13,1215.14,1111.58,1015.68,1132.84,737.46,1444.27,739.21,1298.59,1002.29,14.855,635.42,603.78,655.5,607.06,620.44,650.49,580.51,589.41,616.69,742.99,651,599.05,649.06,660.25,718.02,604.21,712.96,672.61,618.65,646.86,733.4835,3020.246,3257.67,3259.191,2928.593,3043.851,3192.562,2817.792,3003.189,2504.014,4045.03,3003.746,3266.219,3217.414,3083.17,3479.675,3017.497,3490.708,3415.868,3167.584,2853.71,703.707,1997.928,2326.855,2306.822,1995.893,2098.551,2241.268,1928.478,2041.477,1547.337,3164.348,1939.61,2236.935,2313.121,2080.042,2396.392,2056.009,2454.183,2293.666,2218.758,1782.318,29.7765,1022.318,930.815,952.369,932.7,945.3,951.294,889.314,961.712,956.677,880.682,1064.136,1029.284,904.293,1003.128,1083.283,961.488,1036.525,1122.202,948.826,1071.392
7,HOR1707,35.91,71.52,35.1Nx72.5E,Wheat_v10_sg_avg_184210.soil,94,365,327,341,365,333,324,271,360,349,333,325,355,365,354,321,334,365,345,346,329,8210.427429,5993.357862,6576.296575,6539.983773,6138.57577,6407.047136,5678.553132,6279.87697,7302.584406,6080.459771,6711.775575,6370.5753,6519.069294,4837.313211,12935.49083,6842.107916,6692.565944,4250.814847,6274.212902,6200.626799,6640.612683,6498.841922,3008.407741,2777.490531,2958.591255,2818.721842,2702.129939,2262.630162,2623.282041,3134.820245,2338.037134,2682.590478,2638.141983,2493.683521,2650.439124,9234.011162,3062.839691,2789.199185,2874.559797,2629.112651,2770.58453,2876.711695,1711.585507,2984.950121,3798.806044,3581.392518,3319.853928,3704.917197,3415.92297,3656.594929,4167.764161,3742.422637,4029.185097,3732.433317,4025.385773,2186.874087,3701.479672,3779.268225,3903.366759,1376.25505,3645.100251,3430.042269,3763.900988,-340.5075,1085.31,1443.34,2289.06,2300.22,1283.99,2348.1,2350.7,2498.56,2359.27,2417.8,2315.58,2316.1,1865.06,1291.8,1586.35,2378.77,2252.21,1695.27,2302.9,2310.99,-363.78,478.9,592.55,1554.83,1554.82,458.87,1590.8,1574.43,1724.48,1582.93,1662.12,1549.26,1533.11,1426.56,483.36,791.71,1599.9,1759.62,938.21,1549.64,1556.21,23.2725,606.41,850.79,734.23,745.4,825.12,757.3,776.27,774.08,776.34,755.68,766.32,782.99,438.5,808.44,794.64,778.87,492.59,757.06,753.26,754.78,-546.605,-138.98,553.28,1739.32,1452.68,379.68,1813.35,1825.15,1896.41,1801.69,1863.76,1785.04,1783.79,1065.59,81.7,658.68,1820.5,1413.35,780.18,1762.52,1782.66,-561.46,-595.25,-100.46,1183.03,878.91,-261.26,1237.57,1245.25,1337.03,1217.63,1308.9,1213.3,1206.69,746.96,-530.26,57.63,1247.98,1005.47,213.79,1201.96,1230.11,14.855,456.27,653.74,556.29,573.77,640.94,575.78,579.9,559.38,584.06,554.86,571.74,577.1,318.63,611.96,601.05,572.52,407.88,566.39,560.56,552.55,833.2205,7392.943,5871.781,3963.429,5534.393,5908.282,4152.533,3937.891,4240.636,4270.489,3984.126,3945.013,4175.708,4829.422,7160.566,5981.577,4125.043,5368.891,6094.803,4168.729,3958.686,803.444,6360.95,4547.465,2874.341,4382.405,4609.715,2976.091,2716.408,2915.74,3004.69,2724.998,2728.127,2850.199,4062.776,5914.654,4676.688,2849.209,4795.596,4860.891,2966.513,2692.208,29.7765,1031.993,1324.316,1089.088,1151.988,1298.567,1176.442,1221.483,1324.896,1265.799,1259.128,1216.886,1325.509,766.646,1245.912,1304.889,1275.834,573.295,1233.912,1202.216,1266.478
8,HOR8658,31.19,29.9,31.3Nx30.0E,Wheat_v10_sg_avg_128198.soil,1,151,152,145,151,142,139,148,148,156,143,143,144,150,138,153,139,143,151,143,148,8210.427429,13264.07165,13330.68635,12828.71934,12738.35869,12624.62125,12818.117,12908.87637,12264.19997,13164.87256,12756.07581,12405.48042,13026.71026,12638.93848,12289.1472,13170.41815,11658.03162,12861.26453,12486.54947,12858.03831,12867.81013,6498.841922,8912.801176,8846.318356,8430.383411,8539.597314,8003.346438,8319.022568,8526.825194,7891.157341,8065.208866,8734.101562,8417.41388,8126.7531,8038.945445,8189.147197,8487.171465,7758.031624,8361.264527,8052.73891,8258.038305,8422.467927,1711.585507,4351.270469,4484.367994,4398.335932,4198.761375,4621.274816,4499.094429,4382.051174,4373.042631,5099.663696,4021.974247,3988.066542,4899.957159,4599.993034,4100,4683.246687,3900,4500,4433.810562,4600,4445.342205,102.1555,2598.56,2527.55,2439.97,2380.56,2539.84,2520.63,2421.04,2361.22,2714.43,2262.9,2391.7,2562.51,2495.77,2283.84,2521.8,2242.88,2496.91,2409.25,2555.61,2452.69,78.883,1581.79,1441.55,1483.9,1460.58,1433.01,1504.97,1409.76,1378.79,1466.82,1408.21,1487.13,1398.13,1430.89,1449.56,1445.19,1444.6,1447.01,1403.88,1463.98,1431.24,23.2725,1016.77,1086,956.07,919.98,1106.83,1015.66,1011.28,982.43,1247.61,854.69,904.57,1164.38,1064.88,834.28,1076.61,798.28,1049.9,1005.37,1091.63,1021.45,80.0925,2273.31,2216.59,2136.35,2113.64,2226.92,2215.02,2141.02,2085.96,2400.7,1996.57,2100.4,2253.24,2200.47,2012.46,2220.41,2002.06,2177.04,2133.06,2193.49,2156.56,65.2375,1395.71,1300.37,1326.62,1320.91,1274.91,1332.25,1272.98,1257.26,1318.05,1254.61,1320.06,1256.22,1285.82,1291.01,1292.1,1304.01,1285.68,1269.88,1262.98,1285.44,14.855,877.6,916.22,809.73,792.73,952.01,882.77,868.04,828.7,1082.65,741.96,780.34,997.02,914.65,721.45,928.31,698.05,891.36,863.18,930.51,871.12,230.3861,2831.488,2688.745,2502.842,2670.206,2630.946,2473.386,2657.038,2527.975,2822.474,2517.795,2567.64,2642.894,2732.032,2382.514,2833.28,2347.342,2737.396,2782.749,2675.767,2617.939,200.6096,1675.208,1498.774,1440.139,1557.894,1391.084,1415.462,1487.948,1409.155,1483.877,1480.97,1503.618,1405.5,1535.784,1346.527,1581.076,1329.498,1497.084,1555.788,1458.222,1500.596,29.7765,1156.28,1189.971,1062.703,1112.312,1239.862,1057.924,1169.09,1118.82,1338.597,1036.825,1064.022,1237.394,1196.248,1035.987,1252.204,1017.844,1240.312,1226.961,1217.545,1117.343
