"","Accession","Latitude","Longitude","X.1","CLM_grid","avg_soil_file","X","scenario","maturity_days_5","maturity_days_6","maturity_days_7","maturity_days_8","maturity_days_9","maturity_days_10","maturity_days_11","maturity_days_12","maturity_days_13","maturity_days_14","maturity_days_15","maturity_days_16","maturity_days_17","maturity_days_18","maturity_days_19","maturity_days_20","maturity_days_21","water_cum_adj_5","water_cum_adj_6","water_cum_adj_7","water_cum_adj_8","water_cum_adj_9","water_cum_adj_10","water_cum_adj_11","water_cum_adj_12","water_cum_adj_13","water_cum_adj_14","water_cum_adj_15","water_cum_adj_16","water_cum_adj_17","water_cum_adj_18","water_cum_adj_19","water_cum_adj_20","water_cum_adj_21","water_veg_5","water_veg_6","water_veg_7","water_veg_8","water_veg_9","water_veg_10","water_veg_11","water_veg_12","water_veg_13","water_veg_14","water_veg_15","water_veg_16","water_veg_17","water_veg_18","water_veg_19","water_veg_20","water_veg_21","water_repro_adj_5","water_repro_adj_6","water_repro_adj_7","water_repro_adj_8","water_repro_adj_9","water_repro_adj_10","water_repro_adj_11","water_repro_adj_12","water_repro_adj_13","water_repro_adj_14","water_repro_adj_15","water_repro_adj_16","water_repro_adj_17","water_repro_adj_18","water_repro_adj_19","water_repro_adj_20","water_repro_adj_21","tmpavg_cum_adj_5","tmpavg_cum_adj_6","tmpavg_cum_adj_7","tmpavg_cum_adj_8","tmpavg_cum_adj_9","tmpavg_cum_adj_10","tmpavg_cum_adj_11","tmpavg_cum_adj_12","tmpavg_cum_adj_13","tmpavg_cum_adj_14","tmpavg_cum_adj_15","tmpavg_cum_adj_16","tmpavg_cum_adj_17","tmpavg_cum_adj_18","tmpavg_cum_adj_19","tmpavg_cum_adj_20","tmpavg_cum_adj_21","tmpavg_veg_5","tmpavg_veg_6","tmpavg_veg_7","tmpavg_veg_8","tmpavg_veg_9","tmpavg_veg_10","tmpavg_veg_11","tmpavg_veg_12","tmpavg_veg_13","tmpavg_veg_14","tmpavg_veg_15","tmpavg_veg_16","tmpavg_veg_17","tmpavg_veg_18","tmpavg_veg_19","tmpavg_veg_20","tmpavg_veg_21","tmpavg_repro_adj_5","tmpavg_repro_adj_6","tmpavg_repro_adj_7","tmpavg_repro_adj_8","tmpavg_repro_adj_9","tmpavg_repro_adj_10","tmpavg_repro_adj_11","tmpavg_repro_adj_12","tmpavg_repro_adj_13","tmpavg_repro_adj_14","tmpavg_repro_adj_15","tmpavg_repro_adj_16","tmpavg_repro_adj_17","tmpavg_repro_adj_18","tmpavg_repro_adj_19","tmpavg_repro_adj_20","tmpavg_repro_adj_21","cold_cum_adj_5","cold_cum_adj_6","cold_cum_adj_7","cold_cum_adj_8","cold_cum_adj_9","cold_cum_adj_10","cold_cum_adj_11","cold_cum_adj_12","cold_cum_adj_13","cold_cum_adj_14","cold_cum_adj_15","cold_cum_adj_16","cold_cum_adj_17","cold_cum_adj_18","cold_cum_adj_19","cold_cum_adj_20","cold_cum_adj_21","cold_veg_5","cold_veg_6","cold_veg_7","cold_veg_8","cold_veg_9","cold_veg_10","cold_veg_11","cold_veg_12","cold_veg_13","cold_veg_14","cold_veg_15","cold_veg_16","cold_veg_17","cold_veg_18","cold_veg_19","cold_veg_20","cold_veg_21","cold_repro_adj_5","cold_repro_adj_6","cold_repro_adj_7","cold_repro_adj_8","cold_repro_adj_9","cold_repro_adj_10","cold_repro_adj_11","cold_repro_adj_12","cold_repro_adj_13","cold_repro_adj_14","cold_repro_adj_15","cold_repro_adj_16","cold_repro_adj_17","cold_repro_adj_18","cold_repro_adj_19","cold_repro_adj_20","cold_repro_adj_21","solar_cum_adj_5","solar_cum_adj_6","solar_cum_adj_7","solar_cum_adj_8","solar_cum_adj_9","solar_cum_adj_10","solar_cum_adj_11","solar_cum_adj_12","solar_cum_adj_13","solar_cum_adj_14","solar_cum_adj_15","solar_cum_adj_16","solar_cum_adj_17","solar_cum_adj_18","solar_cum_adj_19","solar_cum_adj_20","solar_cum_adj_21","solar_veg_5","solar_veg_6","solar_veg_7","solar_veg_8","solar_veg_9","solar_veg_10","solar_veg_11","solar_veg_12","solar_veg_13","solar_veg_14","solar_veg_15","solar_veg_16","solar_veg_17","solar_veg_18","solar_veg_19","solar_veg_20","solar_veg_21","solar_repro_adj_5","solar_repro_adj_6","solar_repro_adj_7","solar_repro_adj_8","solar_repro_adj_9","solar_repro_adj_10","solar_repro_adj_11","solar_repro_adj_12","solar_repro_adj_13","solar_repro_adj_14","solar_repro_adj_15","solar_repro_adj_16","solar_repro_adj_17","solar_repro_adj_18","solar_repro_adj_19","solar_repro_adj_20","solar_repro_adj_21","canopy_cum_adj_5","canopy_cum_adj_6","canopy_cum_adj_7","canopy_cum_adj_8","canopy_cum_adj_9","canopy_cum_adj_10","canopy_cum_adj_11","canopy_cum_adj_12","canopy_cum_adj_13","canopy_cum_adj_14","canopy_cum_adj_15","canopy_cum_adj_16","canopy_cum_adj_17","canopy_cum_adj_18","canopy_cum_adj_19","canopy_cum_adj_20","canopy_cum_adj_21","canopy_veg_5","canopy_veg_6","canopy_veg_7","canopy_veg_8","canopy_veg_9","canopy_veg_10","canopy_veg_11","canopy_veg_12","canopy_veg_13","canopy_veg_14","canopy_veg_15","canopy_veg_16","canopy_veg_17","canopy_veg_18","canopy_veg_19","canopy_veg_20","canopy_veg_21","canopy_repro_adj_5","canopy_repro_adj_6","canopy_repro_adj_7","canopy_repro_adj_8","canopy_repro_adj_9","canopy_repro_adj_10","canopy_repro_adj_11","canopy_repro_adj_12","canopy_repro_adj_13","canopy_repro_adj_14","canopy_repro_adj_15","canopy_repro_adj_16","canopy_repro_adj_17","canopy_repro_adj_18","canopy_repro_adj_19","canopy_repro_adj_20","canopy_repro_adj_21","abs_lat"
"1","IRGC_10430",23.6,120.653889,1,"23.7Nx120.0E","Rice_v20_sg_avg_193421.soil","out","nw_ur_150_07",163,216,365,365,365,365,358,189,164,145,147,143,138,141,129,143,133,27.79978,0,5427.899789,6284.999595,7273.556233,4808.970182,0,0,81.701067,0,34.271442,129.476697,133.309752,546.239711,0,143.840794,169.682545,27.79978,0,0,0,0,0,0,0,81.701067,0,7.571525,129.476697,133.309752,546.239711,0,143.840794,15.6949,0,0,5427.899789,6284.999595,7273.556233,4808.970182,0,0,0,0,26.699917,0,0,0,0,0,153.987645,2799.44,1600.76,1255.39,1603.28,2594.24,3236.874,3752.81,3319.66,3167.35,3069.28,3067.04,3040.94,3004.42,3041.17,2968.42,3042.31,2989.68,2016.65,1600.76,1175.75,1449.7,2301.51,2698.71,2223.72,2107.18,2052.86,2001.02,1990.69,1993.81,1953.16,1980.24,1909.67,1986.29,1937.49,782.79,0,79.64,153.58,292.73,538.164,1529.09,1212.48,1114.49,1068.26,1076.35,1047.13,1051.26,1060.93,1058.75,1056.02,1052.19,2671.63,1489.28,1056.34,1353.39,2342.04,2905.07,3528.19,3218.61,3043.35,2944.44,2933.39,2887.17,2882.19,2894.66,2858.08,2903.08,2868.31,1929.69,1489.28,984.67,1220.81,2076.96,2438.86,2059.7,2032.74,1967.36,1918.57,1905.04,1885.13,1872.62,1871.83,1831.3,1888.99,1850.93,741.94,0,71.67,132.58,265.08,466.21,1468.49,1185.87,1075.99,1025.87,1028.35,1002.04,1009.57,1022.83,1026.78,1014.09,1017.38,1387.858,429.416,1421.886,1674.225,1647.321,2342.6456,1522.85,1158.938,1455.098,1792.742,2086.434,2340.998,2065.679,2432.672,2040.241,2159.421,2175.868,975.621,429.416,1385.261,1557.737,1496.28,2091.249,1271.893,867.651,980.486,1096.426,1190.89,1514.716,1296.517,1762.61,1438.159,1402.683,1387.559,412.237,0,36.625,116.488,151.041,251.3966,250.957,291.287,474.612,696.316,895.544,826.282,769.162,670.062,602.082,756.738,788.309,779.47482,44.52477483,248.5804477,349.7444995,555.2257846,857.1097547,327.3406934,490.3714283,906.0426195,718.5482483,1245.472895,1403.92176,1232.684603,1147.225978,1251.867206,1381.405953,1265.784043,401.4852863,44.52477483,92.27416374,193.4382155,398.9195006,700.8034707,223.366345,295.018901,538.7505384,337.3194683,557.039785,732.012264,572.9493285,720.5535214,759.216629,752.5149226,590.0538818,377.9895337,0,156.306284,156.306284,156.306284,156.306284,103.9743484,195.3525273,367.2920811,381.22878,688.4331103,671.9094962,659.7352744,426.6724564,492.6505768,628.8910303,675.7301607,23.6
"2","IRGC_117279",23.6,120.653889,7,"23.7Nx120.0E","Rice_v20_sg_avg_193421.soil","out","nw_ur_150_07",163,216,365,365,365,365,358,189,164,145,147,143,138,141,129,143,133,27.79978,0,5427.899789,6284.999595,7273.556233,4808.970182,0,0,81.701067,0,34.271442,129.476697,133.309752,546.239711,0,143.840794,169.682545,27.79978,0,0,0,0,0,0,0,81.701067,0,7.571525,129.476697,133.309752,546.239711,0,143.840794,15.6949,0,0,5427.899789,6284.999595,7273.556233,4808.970182,0,0,0,0,26.699917,0,0,0,0,0,153.987645,2799.44,1600.76,1255.39,1603.28,2594.24,3236.874,3752.81,3319.66,3167.35,3069.28,3067.04,3040.94,3004.42,3041.17,2968.42,3042.31,2989.68,2016.65,1600.76,1175.75,1449.7,2301.51,2698.71,2223.72,2107.18,2052.86,2001.02,1990.69,1993.81,1953.16,1980.24,1909.67,1986.29,1937.49,782.79,0,79.64,153.58,292.73,538.164,1529.09,1212.48,1114.49,1068.26,1076.35,1047.13,1051.26,1060.93,1058.75,1056.02,1052.19,2671.63,1489.28,1056.34,1353.39,2342.04,2905.07,3528.19,3218.61,3043.35,2944.44,2933.39,2887.17,2882.19,2894.66,2858.08,2903.08,2868.31,1929.69,1489.28,984.67,1220.81,2076.96,2438.86,2059.7,2032.74,1967.36,1918.57,1905.04,1885.13,1872.62,1871.83,1831.3,1888.99,1850.93,741.94,0,71.67,132.58,265.08,466.21,1468.49,1185.87,1075.99,1025.87,1028.35,1002.04,1009.57,1022.83,1026.78,1014.09,1017.38,1387.858,429.416,1421.886,1674.225,1647.321,2342.6456,1522.85,1158.938,1455.098,1792.742,2086.434,2340.998,2065.679,2432.672,2040.241,2159.421,2175.868,975.621,429.416,1385.261,1557.737,1496.28,2091.249,1271.893,867.651,980.486,1096.426,1190.89,1514.716,1296.517,1762.61,1438.159,1402.683,1387.559,412.237,0,36.625,116.488,151.041,251.3966,250.957,291.287,474.612,696.316,895.544,826.282,769.162,670.062,602.082,756.738,788.309,779.47482,44.52477483,248.5804477,349.7444995,555.2257846,857.1097547,327.3406934,490.3714283,906.0426195,718.5482483,1245.472895,1403.92176,1232.684603,1147.225978,1251.867206,1381.405953,1265.784043,401.4852863,44.52477483,92.27416374,193.4382155,398.9195006,700.8034707,223.366345,295.018901,538.7505384,337.3194683,557.039785,732.012264,572.9493285,720.5535214,759.216629,752.5149226,590.0538818,377.9895337,0,156.306284,156.306284,156.306284,156.306284,103.9743484,195.3525273,367.2920811,381.22878,688.4331103,671.9094962,659.7352744,426.6724564,492.6505768,628.8910303,675.7301607,23.6
"3","IRGC_12731",34.783889,134.375278,16,"35.1Nx135.0E","Rice_v20_sg_avg_183841.soil","out","nw_ur_150_07",235,365,365,365,365,365,365,365,365,311,157,167,186,157,163,145,144,0,5169.598968,5427.899789,6284.999595,7273.556233,4808.970182,5028.767507,4645.006864,4131.682506,14.482196,0,6.047162,30.078078,21.011204,376.419017,1005.209869,2.118751,0,0,0,0,0,0,0,0,0,14.482196,0,6.047162,30.078078,21.011204,24.68688,593.071716,2.118751,0,5169.598968,5427.899789,6284.999595,7273.556233,4808.970182,5028.767507,4645.006864,4131.682506,0,0,0,0,0,351.732137,412.138153,0,1252.24,530.58,-1030.88,-2331.37,-2139.4,-939.796,-288.805,1437.038,2470.1,2822.03,2852.72,3183.76,3248.17,3106.82,3146.79,3059.39,3054.95,1252.24,22.48,-1110.52,-2484.95,-2432.13,-1477.96,-935.94,386.51,1419.5,2221.04,2045.63,2022.33,1997.96,1999.73,2008.51,1970.46,1953.78,0,508.1,79.64,153.58,292.73,538.164,647.135,1050.528,1050.6,600.99,807.09,1161.43,1250.21,1107.09,1138.28,1088.93,1101.17,1086.04,371.43,-1329.96,-2864.26,-2765.99,-1548.65,-992.3175,584.812,1756.84,2214.57,2587.85,2876.65,2924.22,2838.3,2865.22,2777.69,2828.96,1086.04,-76.7,-1401.63,-2996.84,-3031.07,-2014.86,-1530.85,-302.04,764.15,1701.35,1885.78,1841.91,1828.77,1833.36,1841.82,1783.51,1814.96,0,448.13,71.67,132.58,265.08,466.21,538.5325,886.852,992.69,513.22,702.07,1034.74,1095.45,1004.94,1023.4,994.18,1014,347.114,388.109,933.51,1498.792,2058.34,2281.1786,2807.688,3322.8508,3434.831,3653.838,1593.44,2015.717,2138.326,1997.552,2021.006,2144.596,1755.225,347.114,216.359,896.885,1382.304,1907.299,2029.782,2598.996,3130.342,3169.398,3194.764,1012.906,1255.98,1249.828,1283.851,1210.729,1441.169,1089.812,0,171.75,36.625,116.488,151.041,251.3966,208.692,192.5088,265.433,459.074,580.534,759.737,888.498,713.701,810.277,703.427,665.413,1.023685892,156.3462251,156.4808871,157.2592337,157.0583103,158.3845814,182.2943267,391.932185,675.8418822,842.5605356,973.1132684,1175.061931,1321.605116,1229.139874,1097.897413,1319.940492,1000.137238,1.023685892,0.039941095,0.174603119,0.952949689,0.752026294,2.078297373,25.98804269,235.625901,519.5355982,469.3241364,490.7736838,608.5166157,586.1841246,663.7529414,526.3591625,726.1576052,500.7907325,0,156.306284,156.306284,156.306284,156.306284,156.306284,156.306284,156.306284,156.306284,373.2363992,482.3395846,566.5453151,735.4209909,565.3869328,571.5382507,593.7828867,499.3465051,34.783889
"4","IRGC_14413",-4.69,119.630278,20,"4.7Sx120.0E","Rice_v10_sg_avg_306366.soil","out","nw_ur_150_07",121,170,203,209,202,184,161,146,136,124,123,124,124,124,122,122,119,40.610329,0,1851.380739,3654.177115,7168.286707,2505.945473,9442.275684,8225.593494,36.08093,9.420989,0,0,103.113108,0,0,404.029948,0,40.610329,0,0,131.80229,1614.063113,2.861516,5042.184521,3580.58663,36.08093,9.420989,0,0,95.987476,0,0,167.006113,0,0,0,1851.380739,3522.374825,5554.223594,2503.083957,4400.091163,4645.006864,0,0,0,0,7.125632,0,0,237.023835,0,2935.12,3196,3413.24,3432.19,3386.77,3286.94,3160.48,3088.2,3022.23,2931.19,2931.56,2946.48,2944.61,2927.68,2914.24,2931.69,2898.67,1860.16,2025.07,2173.62,2211.81,2181.23,2108.73,2035.11,1975.32,1943.88,1871.5,1867.74,1882.46,1869.35,1892.32,1863.03,1868.3,1859.51,1074.96,1170.93,1239.62,1220.38,1205.54,1178.21,1125.37,1112.88,1078.35,1059.69,1063.82,1064.02,1075.26,1035.36,1051.21,1063.39,1039.16,2849.2,3087.15,3267.12,3281.67,3226.05,3134.96,2977.2,2940.31,2920.48,2832.65,2830.88,2855.08,2847.41,2839.13,2826.02,2829.64,2801.86,1805.75,1960.39,2091.92,2122.5,2095.15,2027.03,1921.28,1882.95,1880.21,1806.15,1801,1824.53,1803.1,1835.2,1805.62,1803.11,1796,1043.45,1126.76,1175.2,1159.17,1130.9,1107.93,1055.92,1057.36,1040.27,1026.5,1029.88,1030.55,1044.31,1003.93,1020.4,1026.53,1005.86,1474.53,1290.419,1902.497,2133.559,2117.321,2178.109,2386.434,2240.53,1806.01,2070.831,2015.257,1981.33,2010.285,1754.606,1851.573,2240.868,1941.144,1094.161,718.194,1006.042,1233.663,1185.411,1184.711,1468.106,1363.991,1103.418,1380.97,1343.027,1282.862,1426.79,1055.243,1240.887,1455.051,1261.135,380.369,572.225,896.455,899.896,931.91,993.398,918.328,876.539,702.592,689.861,672.23,698.468,583.495,699.363,610.686,785.817,680.009,815.5982434,703.6369237,1246.186606,1474.218323,1444.612519,1014.025888,836.2248137,1275.33517,1137.553661,1331.370084,1290.707741,1240.731267,1301.053908,1182.147836,1159.978013,1323.140558,1239.22846,511.2883124,257.4533484,532.8391109,761.6337014,745.3469353,399.734347,484.5250066,672.6606835,558.0143543,728.3806477,696.366252,636.1272503,800.2600295,573.7280404,627.0307708,664.6696155,656.7612868,304.309931,446.1835753,713.3474948,712.5846216,699.2655834,614.2915409,351.6998071,602.6744862,579.5393066,602.9894367,594.3414892,604.6040169,500.7938782,608.4197954,532.947242,658.470942,582.4671735,4.69
"5","IRGC_14779",34.783889,134.375278,21,"35.1Nx135.0E","Rice_v10_sg_avg_184825.soil","out","nw_ur_150_07",235,365,365,365,365,365,365,365,365,311,157,167,186,157,163,145,144,0,5169.598968,5427.899789,6284.999595,7273.556233,4808.970182,5028.767507,4645.006864,4131.682506,54.865037,0,72.902577,12.505542,23.806989,676.154659,1368.15009,34.430296,0,0,0,0,0,0,0,0,0,54.865037,0,38.847166,12.505542,23.806989,80.256707,835.356704,18.741566,0,5169.598968,5427.899789,6284.999595,7273.556233,4808.970182,5028.767507,4645.006864,4131.682506,0,0,34.055411,0,0,595.897952,532.793386,15.68873,1252.24,530.58,-1030.88,-2331.37,-2139.4,-939.796,-288.805,1437.038,2470.1,2822.03,2852.72,3183.76,3248.17,3106.82,3146.79,3059.39,3054.95,1252.24,22.48,-1110.52,-2484.95,-2432.13,-1477.96,-935.94,386.51,1419.5,2221.04,2045.63,2022.33,1997.96,1999.73,2008.51,1970.46,1953.78,0,508.1,79.64,153.58,292.73,538.164,647.135,1050.528,1050.6,600.99,807.09,1161.43,1250.21,1107.09,1138.28,1088.93,1101.17,1086.04,371.43,-1329.96,-2864.26,-2765.99,-1548.65,-992.3175,584.812,1756.84,2214.57,2587.85,2876.65,2924.22,2838.3,2865.22,2777.69,2828.96,1086.04,-76.7,-1401.63,-2996.84,-3031.07,-2014.86,-1530.85,-302.04,764.15,1701.35,1885.78,1841.91,1828.77,1833.36,1841.82,1783.51,1814.96,0,448.13,71.67,132.58,265.08,466.21,538.5325,886.852,992.69,513.22,702.07,1034.74,1095.45,1004.94,1023.4,994.18,1014,347.114,388.109,933.51,1498.792,2058.34,2281.1786,2807.688,3322.8508,3434.831,3653.838,1593.44,2015.717,2138.326,1997.552,2021.006,2144.596,1755.225,347.114,216.359,896.885,1382.304,1907.299,2029.782,2598.996,3130.342,3169.398,3194.764,1012.906,1255.98,1249.828,1283.851,1210.729,1441.169,1089.812,0,171.75,36.625,116.488,151.041,251.3966,208.692,192.5088,265.433,459.074,580.534,759.737,888.498,713.701,810.277,703.427,665.413,1.024227327,156.3462355,156.480878,157.2593021,157.0576356,158.3841732,182.2931129,391.932407,675.8243202,837.675843,972.9949682,1174.921164,1323.621289,1228.390085,1097.399916,1301.498508,999.9911195,1.024227327,0.039951526,0.174593977,0.95301812,0.75135158,2.077889196,25.9868289,235.626123,519.5180362,467.0815427,490.7136192,608.4671274,587.2949185,663.4069785,526.2466906,718.121068,500.7221052,0,156.306284,156.306284,156.306284,156.306284,156.306284,156.306284,156.306284,156.306284,370.5943003,482.281349,566.4540365,736.3263704,564.9831063,571.1532258,583.3774399,499.2690143,34.783889
"6","IRGC_23364",14.065,121.180833,26,"14.2Nx120.0E","Rice_v10_sg_avg_228555.soil","out","nw_ur_150_07",128,194,214,214,199,180,159,148,127,117,119,120,124,119,117,116,116,3.201073,2629.348883,3512.494486,12730.74424,5532.034721,722.058363,3262.515656,2.074182,550.725079,737.284604,196.811825,503.700199,2778.589756,5.454763,292.234138,575.031032,213.423469,3.201073,1771.585422,1140.167346,7232.394695,5532.034721,198.913639,3262.515656,2.074182,550.725079,737.284604,196.811825,503.700199,2716.206631,5.454763,292.234138,575.031032,213.423469,0,857.763461,2372.32714,5498.349549,0,523.144724,0,0,0,0,0,0,62.383125,0,0,0,0,2973.72,3323.51,3474.03,3443.7,3375.73,3271.71,3155.43,3065.32,2949.91,2893.54,2918.91,2923.34,2957.23,2905.84,2897.93,2894.07,2875.55,1869.24,2137.47,2198.3,2145.38,2132.39,2108.44,2029.78,1979.96,1899.31,1849.01,1860.23,1864.99,1900.12,1878.75,1849.23,1865.23,1845.98,1104.48,1186.04,1275.73,1298.32,1243.34,1163.27,1125.65,1085.36,1050.6,1044.53,1058.68,1058.35,1057.11,1027.09,1048.7,1028.84,1029.57,2909.69,3221.96,3368.37,3325.99,3280.45,3193.12,3084.46,2989.71,2877.66,2830.31,2842.33,2846.01,2853.59,2845.37,2838.51,2816.85,2822.24,1827.67,2073.98,2133.21,2072.22,2078.16,2059.89,1988.34,1929.49,1849.25,1805.81,1806.8,1807.59,1819.36,1838.48,1811.44,1816.23,1811.73,1082.02,1147.98,1235.16,1253.77,1202.29,1133.23,1096.12,1060.22,1028.41,1024.5,1035.53,1038.42,1034.23,1006.89,1027.07,1000.62,1010.51,1076.037,1850.514,2043.207,2428.644,1979.609,1645.768,1884.318,1965.35,1916.991,2080.817,2117.358,2308.041,2342.131,1995.21,1978.064,2147.79,1860.483,756.141,1403.286,1509.705,1762.224,1251.098,1054.659,1156.617,1307.777,1260.299,1385.219,1378.402,1564.06,1750.097,1351.978,1296.64,1282.092,1208.649,319.896,447.228,533.502,666.42,728.511,591.109,727.701,657.573,656.692,695.598,738.956,743.981,592.034,643.232,681.424,865.698,651.834,528.2991924,430.9249371,881.8227883,988.1229635,1.991632264,1010.270694,702.5972891,1109.325787,1239.720065,1229.487591,1289.86387,1380.1569,1107.488191,1288.467289,1210.667672,1291.226168,1133.396731,271.6655024,314.4967128,558.708928,614.7525137,1.263121264,594.549462,255.9393194,587.8592358,688.7990684,676.6915294,678.7562538,744.8590071,740.3648129,746.3562604,652.3785528,560.4382468,603.8568063,256.63369,116.4282243,323.1138603,373.3704498,0.728511,415.7212318,446.6579697,521.4665509,550.920997,552.7960619,611.1076158,635.2978931,367.123378,542.111029,558.2891189,730.7879213,529.5399249,14.065
"7","IRGC_25897",24.25,90,28,"23.7Nx90.0E","Rice_v10_sg_avg_196454.soil","out","nw_ur_150_07",192,216,365,365,336,205,167,155,138,130,123,121,130,120,127,124,132,8028.504007,7114.757731,6169.013187,6284.999595,0,0,0,0,0,0,67.341873,0,2022.797861,94.568475,699.026059,516.723047,1814.604029,1571.902223,7114.757731,741.113398,0,0,0,0,0,0,0,67.341873,0,2022.797861,94.568475,699.026059,516.723047,1536.296208,6456.601784,0,5427.899789,6284.999595,0,0,0,0,0,0,0,0,0,0,0,0,278.307821,3685.24,2162.83,3138.58,3368.16,3883.87,3404.72,3179.52,3116.23,3018.15,2987.02,3075.23,2962.7,3481,3021.69,3296.62,3184.04,3566.31,2366.92,2162.83,3058.94,3251.12,2595.18,2135.46,2045.62,2000.29,1930.77,1920.19,2019.39,1896.05,2423.59,1911.34,2243.62,2108.27,2399.19,1318.32,0,79.64,117.04,1288.69,1269.26,1133.9,1115.94,1087.38,1066.83,1055.84,1066.65,1057.41,1110.35,1053,1075.77,1167.12,3214.8,1965.86,2774.96,2922.58,3402.71,3202.82,3000.92,2948.28,2854.97,2815.24,2837.55,2788.37,3156.35,2853.68,3007.41,2956.04,3194.63,2105.1,1965.86,2703.29,2820.88,2271.67,2012.59,1902.51,1857.22,1801.7,1773.96,1838.49,1778.38,2160.46,1812.1,2007.56,1940.75,2110.4,1109.7,0,71.67,101.7,1131.04,1190.23,1098.41,1091.06,1053.27,1041.28,999.06,1009.99,995.89,1041.58,999.85,1015.29,1084.23,2319.181,1011.585,2065.924,2120.283,2226.974,1151.242,1160.649,1005.727,1157.534,1317.563,1933.635,1710.666,2475.216,1593.679,2276.213,1854.647,2593.315,1470.09,1011.585,2029.299,2027.855,1474.215,746.145,951.957,874.7,922.246,1149.051,1395.95,1155.647,1814.025,934.545,1723.488,1244.866,1833.259,849.091,0,36.625,92.428,752.759,405.097,208.692,131.027,235.288,168.512,537.685,555.019,661.191,659.134,552.725,609.781,760.056,1279.423902,176.9468693,757.8114988,562.0355685,628.5347924,487.7746707,512.7100649,470.5249874,633.2927734,708.2167372,1096.775691,973.3663738,1038.780166,976.355701,1162.995883,1051.005747,1218.653563,657.8209695,176.9468693,601.5052148,560.0330649,388.2866965,202.6690945,344.9308803,365.0833205,421.8810305,559.2745074,633.200428,537.8466221,615.8342555,453.5402085,734.579585,522.0653897,696.1669102,621.6029327,0,156.306284,2.00250356,240.2480959,285.1055762,167.7791846,105.4416669,211.4117429,148.9422298,463.5752626,435.5197517,422.9459103,522.8154925,428.4162977,528.9403575,522.4866526,24.25
"8","IRGC_27129",-2.690556,119.025833,31,"2.8Sx120.0E","Rice_v10_sg_avg_295440.soil","out","nw_ur_150_07",133,200,243,244,233,211,184,163,148,135,136,137,137,138,136,134,132,0,0,388.694627,0,193.834854,1036.856113,2916.177727,2138.116228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.61032,488.711202,0,0,0,0,0,0,0,0,0,0,0,388.694627,0,193.834854,1036.856113,2812.567407,1649.405026,0,0,0,0,0,0,0,0,0,3001.15,3379.97,3646.93,3624.93,3588.6,3443.75,3273.17,3177.08,3062.75,3012.92,3005.35,3015.34,3024,3022.79,3005.34,3013.17,2993.8,1903.57,2164.13,2348.05,2335.08,2300.4,2211.33,2136.09,2054.56,1967.66,1925.31,1926.47,1932.86,1929.99,1952.05,1926.48,1910.17,1921.98,1097.58,1215.84,1298.88,1289.85,1288.2,1232.42,1137.08,1122.52,1095.09,1087.61,1078.88,1082.48,1094.01,1070.74,1078.86,1103,1071.82,2880.95,3214.7,3384.81,3399.16,3334.35,3190.45,3049.67,2999.88,2905.89,2877.09,2867.24,2871.08,2888.33,2892.11,2877.88,2854.01,2870.43,1824.81,2069.79,2219.44,2198.92,2137.67,2077.02,1999.77,1945.19,1852.85,1834.43,1829.68,1834.48,1837.35,1867.55,1840.23,1812.52,1836.09,1056.14,1144.91,1165.37,1200.24,1196.68,1113.43,1049.9,1054.69,1053.04,1042.66,1037.56,1036.6,1050.98,1024.56,1037.65,1041.49,1034.34,1217.843,1180.256,1734.411,1612.626,1800.761,1784.994,1755.322,1529.147,1517.874,1394.217,1553.822,1610.983,1526.781,1401.249,1421.273,1776.855,1357.197,893.109,666.319,879.195,949.391,1138.858,957.566,999.443,919.302,1142.686,974.336,1098.894,1080.927,1046.134,887.929,979.633,1122.172,948.413,324.734,513.937,855.216,663.235,661.903,827.428,755.879,609.845,375.188,419.881,454.928,530.056,480.647,513.32,441.64,654.683,408.784,696.0735074,550.9751569,1256.052211,837.1207565,1013.908561,1085.453401,567.4143267,941.7259028,913.6454893,894.8527275,961.803952,980.2872064,1018.848061,949.8701803,901.4693731,1092.157055,865.0265469,423.3812773,242.5042674,540.1377488,401.2727577,503.2075442,448.5286768,299.2124097,451.0216139,582.3562722,529.0240668,564.9556273,511.4863642,599.5459901,507.5013392,519.1843803,526.7045395,511.9974214,272.6922301,308.4708895,715.914462,435.8479988,510.7010167,636.9247245,268.201917,490.7042889,331.2892171,365.8286607,396.8483247,468.8008422,419.3020704,442.3688411,382.2849928,565.4525155,353.0291255,2.690556
