,Accession,Latitude,Longitude,CLM_grid,avg_soil_file,scenario,maturity_days_5,maturity_days_6,maturity_days_7,maturity_days_8,maturity_days_9,maturity_days_10,maturity_days_11,maturity_days_12,maturity_days_13,maturity_days_14,maturity_days_15,maturity_days_16,maturity_days_17,maturity_days_18,maturity_days_19,veg_days_5,veg_days_6,veg_days_7,veg_days_8,veg_days_9,veg_days_10,veg_days_11,veg_days_12,veg_days_13,veg_days_14,veg_days_15,veg_days_16,veg_days_17,veg_days_18,veg_days_19,repro_days_5,repro_days_6,repro_days_7,repro_days_8,repro_days_9,repro_days_10,repro_days_11,repro_days_12,repro_days_13,repro_days_14,repro_days_15,repro_days_16,repro_days_17,repro_days_18,repro_days_19,water_cum_adj_5,water_cum_adj_6,water_cum_adj_7,water_cum_adj_8,water_cum_adj_9,water_cum_adj_10,water_cum_adj_11,water_cum_adj_12,water_cum_adj_13,water_cum_adj_14,water_cum_adj_15,water_cum_adj_16,water_cum_adj_17,water_cum_adj_18,water_cum_adj_19,water_veg_adj_5,water_veg_adj_6,water_veg_adj_7,water_veg_adj_8,water_veg_adj_9,water_veg_adj_10,water_veg_adj_11,water_veg_adj_12,water_veg_adj_13,water_veg_adj_14,water_veg_adj_15,water_veg_adj_16,water_veg_adj_17,water_veg_adj_18,water_veg_adj_19,water_repro_adj_5,water_repro_adj_6,water_repro_adj_7,water_repro_adj_8,water_repro_adj_9,water_repro_adj_10,water_repro_adj_11,water_repro_adj_12,water_repro_adj_13,water_repro_adj_14,water_repro_adj_15,water_repro_adj_16,water_repro_adj_17,water_repro_adj_18,water_repro_adj_19,tmpavg_cum_adj_5,tmpavg_cum_adj_6,tmpavg_cum_adj_7,tmpavg_cum_adj_8,tmpavg_cum_adj_9,tmpavg_cum_adj_10,tmpavg_cum_adj_11,tmpavg_cum_adj_12,tmpavg_cum_adj_13,tmpavg_cum_adj_14,tmpavg_cum_adj_15,tmpavg_cum_adj_16,tmpavg_cum_adj_17,tmpavg_cum_adj_18,tmpavg_cum_adj_19,tmpavg_veg_adj_5,tmpavg_veg_adj_6,tmpavg_veg_adj_7,tmpavg_veg_adj_8,tmpavg_veg_adj_9,tmpavg_veg_adj_10,tmpavg_veg_adj_11,tmpavg_veg_adj_12,tmpavg_veg_adj_13,tmpavg_veg_adj_14,tmpavg_veg_adj_15,tmpavg_veg_adj_16,tmpavg_veg_adj_17,tmpavg_veg_adj_18,tmpavg_veg_adj_19,tmpavg_repro_adj_5,tmpavg_repro_adj_6,tmpavg_repro_adj_7,tmpavg_repro_adj_8,tmpavg_repro_adj_9,tmpavg_repro_adj_10,tmpavg_repro_adj_11,tmpavg_repro_adj_12,tmpavg_repro_adj_13,tmpavg_repro_adj_14,tmpavg_repro_adj_15,tmpavg_repro_adj_16,tmpavg_repro_adj_17,tmpavg_repro_adj_18,tmpavg_repro_adj_19,cold_cum_adj_5,cold_cum_adj_6,cold_cum_adj_7,cold_cum_adj_8,cold_cum_adj_9,cold_cum_adj_10,cold_cum_adj_11,cold_cum_adj_12,cold_cum_adj_13,cold_cum_adj_14,cold_cum_adj_15,cold_cum_adj_16,cold_cum_adj_17,cold_cum_adj_18,cold_cum_adj_19,cold_veg_adj_5,cold_veg_adj_6,cold_veg_adj_7,cold_veg_adj_8,cold_veg_adj_9,cold_veg_adj_10,cold_veg_adj_11,cold_veg_adj_12,cold_veg_adj_13,cold_veg_adj_14,cold_veg_adj_15,cold_veg_adj_16,cold_veg_adj_17,cold_veg_adj_18,cold_veg_adj_19,cold_repro_adj_5,cold_repro_adj_6,cold_repro_adj_7,cold_repro_adj_8,cold_repro_adj_9,cold_repro_adj_10,cold_repro_adj_11,cold_repro_adj_12,cold_repro_adj_13,cold_repro_adj_14,cold_repro_adj_15,cold_repro_adj_16,cold_repro_adj_17,cold_repro_adj_18,cold_repro_adj_19,solar_cum_adj_5,solar_cum_adj_6,solar_cum_adj_7,solar_cum_adj_8,solar_cum_adj_9,solar_cum_adj_10,solar_cum_adj_11,solar_cum_adj_12,solar_cum_adj_13,solar_cum_adj_14,solar_cum_adj_15,solar_cum_adj_16,solar_cum_adj_17,solar_cum_adj_18,solar_cum_adj_19,solar_veg_adj_5,solar_veg_adj_6,solar_veg_adj_7,solar_veg_adj_8,solar_veg_adj_9,solar_veg_adj_10,solar_veg_adj_11,solar_veg_adj_12,solar_veg_adj_13,solar_veg_adj_14,solar_veg_adj_15,solar_veg_adj_16,solar_veg_adj_17,solar_veg_adj_18,solar_veg_adj_19,solar_repro_adj_5,solar_repro_adj_6,solar_repro_adj_7,solar_repro_adj_8,solar_repro_adj_9,solar_repro_adj_10,solar_repro_adj_11,solar_repro_adj_12,solar_repro_adj_13,solar_repro_adj_14,solar_repro_adj_15,solar_repro_adj_16,solar_repro_adj_17,solar_repro_adj_18,solar_repro_adj_19
543,HOR8113,39.25,29.5,38.8Nx30.0E,Wheat_v10_sg_avg_121481.soil,nw_targets_03,51,340,365,304,307,296,292,295,288,296,332,215,308,255,240,0,117,217,213,113,185,122,198,180,187,262,140,234,198,173,0,64,30,46,42,47,50,61,73,73,53,41,60,44,47,0,3269.242161,2802.645491,2900.021711,5437.033622,6302.324886,5965.960555,7262.191127,7717.942819,7841.282043,9024.793756,3035.51767,5019.40043,1763.449143,2014.964872,0,146.022134,2286.31325,79.928257,1975.079346,2150.086712,1458.733527,1842.394078,1335.874941,1444.484346,4406.785697,809.79379,177.21426,5.756321,0,0,3123.220027,516.332241,2820.093454,3461.954276,4152.238174,4507.227028,5419.797049,6382.067878,6396.797697,4618.008059,2225.72388,4842.18617,1757.692822,2014.964872,0,2186.18,1972.49,2075.08,2500.47,2951.45,2867.01,3595.21,3847.54,3917.24,4246.32,2127.45,3743.71,2532.09,2395.22,0,1441.73,1588.4,1347.64,1640.76,1841.56,1628.53,1951.23,1771.87,1861.77,2897.94,1321.36,2144.78,1590.33,1389.7,0,744.45,384.09,727.44,859.71,1109.89,1238.48,1643.98,2075.67,2055.47,1348.38,806.09,1598.93,941.76,1005.52,0,1741.01,1453.59,1474.26,2044.04,2331.15,2327.07,2889.96,3152.37,3191.12,3385.18,1658.65,2978.14,1905.4,1802.5,0,1189.46,1166.39,902.81,1327.57,1408.99,1283.88,1474.77,1360.86,1417.22,2223.96,968.11,1617.97,1110.79,982.07,0,551.55,287.2,571.45,716.47,922.16,1043.19,1415.19,1791.51,1773.9,1161.22,690.54,1360.17,794.61,820.43,0,2415.68,2451.069,3067.418,2889.894,3614.076,3435.062,4290.98,4397.957,4662.752,5309.123,2838.988,4542.064,3415.888,3110.18,0,1561.151,1957.169,2235.429,1982.896,2530.191,2186.557,2794.602,2445.115,2624.016,4019.238,1846.68,2753.873,2243.606,1792.893,0,854.529,493.9,831.989,906.998,1083.885,1248.505,1496.378,1952.842,2038.736,1289.885,992.308,1788.191,1172.282,1317.287
544,FT226,31.78,35.22,31.3Nx35.0E,Wheat_v10_sg_avg_128063.soil,nw_targets_03,1,208,210,210,214,213,192,197,186,192,206,159,185,180,185,0,97,94,114,115,125,121,119,110,112,117,97,113,111,108,0,40,41,41,50,53,45,60,57,62,69,48,54,55,62,0,10991.16489,12202.10499,12137.27359,15193.05725,15702.08466,14669.80791,15943.76234,15307.82209,14994.40002,16551.64711,13567.10059,16276.29944,15986.45952,15824.78413,0,7359.620531,8446.949857,8354.152553,10461.06211,10659.1033,10357.55921,10143.00342,9740.646848,8897.562713,9722.130771,8846.695618,10927.51189,10535.48525,10007.03912,0,3631.544356,3755.15513,3783.121035,4731.995142,5042.98136,4312.248695,5800.758918,5567.175238,6096.837311,6829.516338,4720.404973,5348.787549,5450.974273,5817.745014,0,2287.05,2285.77,2436.52,2898.13,3059.4,2697.02,3151.87,3010.5,3281.39,3411.69,2711.97,3115.46,3030.63,3296.07,0,1464.76,1426.78,1563.33,1646.85,1711.71,1644.8,1572.79,1516.68,1614.72,1494.3,1539.1,1730.08,1608.89,1681.05,0,822.29,858.99,873.19,1251.28,1347.69,1052.22,1579.08,1493.82,1666.67,1917.39,1172.87,1385.38,1421.74,1615.02,0,1970.24,1935.41,2056.37,2404.97,2532.39,2226.59,2629.36,2499.95,2762.99,2877.21,2267.04,2584.69,2550.27,2766.23,0,1270.76,1211.59,1320.49,1372.41,1413.28,1351.89,1286.22,1256,1352.78,1252.12,1272.69,1403.91,1345.73,1379.31,0,699.48,723.82,735.88,1032.56,1119.11,874.7,1343.14,1243.95,1410.21,1625.09,994.35,1180.78,1204.54,1386.92,0,2175.295,2499.355,2696.351,3010.266,3485.496,3276.567,3646.825,3436.361,3779.189,4160.757,3211.46,3890.408,3693.677,3890.715,0,1381.252,1587.571,1736.562,1814.089,2134.087,2054.051,2078.247,1875.212,1981.568,2129.266,1880.918,2285.949,2111.124,2089.345,0,794.043,911.784,959.789,1196.177,1351.409,1222.516,1568.578,1561.149,1797.621,2031.491,1330.542,1604.459,1582.553,1801.37
545,HOR10152,26.23,14.88,25.6Nx15.0E,Wheat_v10_sg_avg_128935.soil,nw_targets_03,1,202,202,211,187,224,261,227,268,224,277,217,240,209,222,0,97,95,95,108,117,123,111,122,111,131,99,115,110,108,0,41,47,62,53,73,99,95,128,98,121,100,104,79,93,0,12134.49893,12251.76508,14561.06278,14452.18611,17211.35914,20665.40234,18937.59469,23777.18434,19784.18135,23935.90855,18702.26348,19686.15032,17405.17496,19196.05299,0,8583.33,8882.059433,9094.421461,10046.05279,11059.37365,11434.46892,10706.72323,11812.129,10617.46803,12618.1024,9527.623039,10299.20904,10309.10182,10451.48573,0,3551.168926,3369.705649,5466.641318,4406.133321,6151.985494,9230.933421,8230.871463,11965.05534,9166.713323,11317.80615,9174.640438,9386.941278,7096.073143,8744.56726,0,2650.88,2718.99,3306.66,2924.7,4059.4,5241.76,4631.56,6123.68,4718.42,6241.19,4995.13,5056.79,4088.86,4603.86,0,1705.95,1581.03,1620.21,1573.78,1984.69,2242.54,1764.6,2051.42,1751.07,2409.12,1933.44,1868.96,1803.84,1815.8,0,944.93,1137.96,1686.45,1350.92,2074.71,2999.22,2866.96,4072.26,2967.35,3832.07,3061.69,3187.83,2285.02,2788.06,0,2269.05,2284.48,2768.11,2377.63,3411.6,4479.27,3892.24,5209.54,3959.14,5313.49,4209.88,4312.23,3441.56,3875.83,0,1425.54,1284.72,1299.97,1197.79,1555.52,1799,1350.03,1587.4,1354.99,1928.54,1500.03,1463.65,1422.49,1412.49,0,843.51,999.76,1468.14,1179.84,1856.08,2680.27,2542.21,3622.14,2604.15,3384.95,2709.85,2848.58,2019.07,2463.34,0,2373.005,2622.868,3107.542,2984.619,3985.951,4994.754,4698.123,6024.579,5169.274,6276.211,5022.615,5537.268,4502.707,5253.876,0,1580.2,1647.518,1779.293,1879.919,2263.998,2635.201,2187.895,2627.721,2380.624,3035.428,2248.707,2586.773,2407.634,2589.9,0,792.805,975.35,1328.249,1104.7,1721.953,2359.553,2510.228,3396.858,2788.65,3240.783,2773.908,2950.495,2095.073,2663.976
546,HOR8827,49.63,20.6,50.2Nx20.0E,Wheat_v10_sg_avg_044567.soil,nw_targets_03,116,365,365,365,365,365,364,351,311,327,309,297,289,300,312,103,249,216,315,326,316,310,299,259,272,247,246,233,247,260,0,0,0,24,14,31,44,42,41,45,51,40,44,40,41,0,14563.34502,17230.39028,2468.378458,5929.34447,1714.190842,4327.202547,2899.58416,29.34148,2626.379449,131.577625,30.49902,801.142583,0,2.315717,0,8968.463163,11655.71037,1602.413008,73.294035,1065.921675,1826.503053,349.97534,0,214.839317,70.551732,21.773803,43.128856,0,0,0,5594.881857,5574.679909,865.96545,5856.050435,648.269167,2500.699494,2549.60882,29.34148,2411.540132,61.025893,8.725217,758.013727,0,2.315717,38.95,1085.378,1078.4435,615.11,411.77,1646.03,2098.37,2608.05,1852.59,2608.79,2111.99,2579.85,2253.47,2228.87,2486.76,38.95,838.21,880.58,373.8,291.31,1206.87,1333.7,1744.7,1034.03,1653.31,1233.26,1823.11,1413.1,1495.79,1712.25,0,247.168,197.8635,241.31,120.46,439.16,764.67,863.35,818.56,955.48,878.73,756.74,840.37,733.08,774.51,-91.19,598.1495,555.638,-139.89,-280.28,939.78,1366.93,1845.91,1175.42,1859.57,1465.15,1949.43,1631.89,1635.98,1869.08,-91.19,393.93,430,-317.83,-385.45,570.55,761.31,1116.75,472.23,1058.36,732.19,1282.4,903.85,997.8,1201.6,0,204.2195,125.638,177.94,105.17,369.23,605.62,729.16,703.19,801.21,732.96,667.03,728.04,638.18,667.48,168.351,1809.5656,1756.34685,2709.503,2100.95,2762.059,2998.418,3340.779,2896.502,3325.056,3047.28,2622.133,2752.949,2528.568,2838.855,168.351,1632.66,1580.681,2510.722,2061.547,2428.363,2290.402,2530.357,2002.644,2298.545,2055.287,1844.939,1824.328,1657.641,1971.003,0,176.9056,175.66585,198.781,39.403,333.696,708.016,810.422,893.858,1026.511,991.993,777.194,928.621,870.927,867.852
547,HOR1463,35.91,71.31,35.1Nx72.5E,Wheat_v10_sg_avg_184210.soil,nw_targets_03,1,365,365,365,365,365,365,365,314,355,365,346,332,269,365,0,63,78,169,244,92,93,90,102,93,96,97,95,90,186,0,0,0,0,46,40,51,47,47,62,56,47,44,48,41,0,5596.98013,5685.311901,6370.796023,6081.111326,5443.217068,6598.936883,6106.453304,6863.882296,7764.453136,7329.727248,6450.44534,6077.577975,6701.619862,6109.251294,0,2.098273,110.631992,782.951078,2824.708093,2611.591104,2843.997584,2833.033711,3002.153748,2962.790582,3026.436435,2843.325119,2441.358776,2745.752517,2740.46242,0,5594.881857,5574.679909,5587.844945,3256.403233,2831.625964,3754.939299,3273.419593,3861.728548,4801.662554,4303.290813,3607.120221,3636.219199,3955.867345,3368.788874,0,814.518,991.7335,392.339,486.7,1799.65,2086.16,2197.91,2368.73,2397.25,2368.42,2331.43,2283.56,2335.51,1988.86,0,567.35,793.87,110.94,90.84,1401.2,1494.81,1524.34,1602.57,1612.84,1611.93,1594.71,1537.79,1547.01,1306.29,0,247.168,197.8635,281.399,395.86,398.45,591.35,673.57,766.16,784.41,756.49,736.72,745.77,788.5,682.57,0,593.8295,678.438,-167.782,-305.58,1343.33,1533.11,1681.39,1758.17,1802,1736.2,1777.14,1735.83,1795.44,1118.76,0,389.61,552.8,-361.5,-553.93,1074.04,1135.37,1189.73,1206.99,1265.46,1218.19,1226.65,1189.3,1212.95,608.12,0,204.2195,125.638,193.718,248.35,269.29,397.74,491.66,551.18,536.54,518.01,550.49,546.53,582.49,510.64,0,1397.0706,1777.17885,2712.01095,4867.745,3204.609,3541.618,3635.659,4149.874,4082.009,4288.958,3853.187,4089.211,4092.474,5262.247,0,1220.165,1601.513,2504.809,4029.107,2376.589,2419.126,2529.497,2902.769,2619.811,2949.99,2791.67,2857.456,2760.645,4167.908,0,176.9056,175.66585,207.20195,838.638,828.02,1122.492,1106.162,1247.105,1462.198,1338.968,1061.517,1231.755,1331.829,1094.339
548,HOR6360,7.47,36.88,6.6Nx37.5E,Wheat_v10_sg_avg_134583.soil,nw_targets_03,1,125,129,232,140,12,240,122,135,131,94,164,115,139,129,0,78,78,156,77,0,154,74,78,74,76,73,80,80,75,0,37,41,60,53,9,70,39,48,47,9,82,25,50,44,0,3577.288928,1567.122945,1798.918909,2800.316946,566.973616,2094.904063,1564.387163,2672.685011,1762.329356,1568.491588,4577.92408,3249.108187,4016.287383,1696.279232,0,3577.288928,1567.122945,1274.179265,68.86848,0,789.90322,0,252.15404,0,1087.748195,0,1435.420371,1228.615043,0,0,0,0,524.739644,2731.448466,566.973616,1305.000843,1564.387163,2420.530971,1762.329356,480.743393,4577.92408,1813.687816,2787.67234,1696.279232,0,2276.11,2315.79,4009.7,2335.91,175.21,4467.94,2241.09,2534.19,2419.46,1777.09,3287.12,2175.15,2833.81,2420.87,0,1609.16,1627.95,2985.67,1369.53,0,3129.5,1458.63,1531.85,1464.69,1578.02,1454.26,1620.91,1689.79,1503.32,0,666.95,687.84,1024.03,966.38,175.21,1338.44,782.46,1002.34,954.77,199.07,1832.86,554.24,1144.02,917.55,0,2028.02,2054.95,3532.13,1995.05,139.53,3934.79,1917.96,2117.71,2083.71,1573.15,2913.4,1838.71,2429.56,2088.26,0,1412.66,1419.96,2619.48,1201.16,0,2762.09,1307.19,1324,1317.3,1409,1333.03,1388.24,1458.14,1347.15,0,615.36,634.99,912.65,793.89,139.53,1172.7,610.77,793.71,766.41,164.15,1580.37,450.47,971.42,741.11,0,1684.328,1692.708,2998.596,1863.234,157.859,3484.392,1878.9,2370.494,2195.761,1460.509,2639.675,2013.993,2546.633,2135.752,0,1246.749,1355.122,2302.35,1025.582,0,2447.838,1064.345,1381.67,1185.74,1270.207,994.118,1484.481,1492.439,1207.508,0,437.579,337.586,696.246,837.652,157.859,1036.554,814.555,988.824,1010.021,190.302,1645.557,529.512,1054.194,928.244
549,BCC126,31.37,-5.79,31.3Nx5.0W,Wheat_v10_sg_avg_127985.soil,nw_targets_03,116,308,324,311,307,290,279,239,111,365,223,139,235,203,84,108,250,270,258,255,233,214,174,62,197,164,73,172,128,5,0,48,44,42,41,47,54,54,46,119,49,56,46,65,75,0,194.029447,1221.878643,2060.559704,5111.384706,5732.316665,3830.034961,10218.76117,8552.878966,26622.41856,14774.34139,9276.008231,21419.45514,16265.58868,7953.823918,0,0,150.92778,35.650552,3116.804317,2355.125739,1712.265845,7056.759011,4487.523669,15600.4121,10318.34698,4056.900027,16844.09079,10167.01215,494.406453,0,194.029447,1070.950863,2024.909152,1994.580389,3377.190926,2117.769116,3162.002157,4065.355297,11022.00646,4455.994407,5219.108204,4575.364347,6098.576527,7459.417465,783.7,2376.19,2571.56,2591.65,2702.01,2838.91,2840.31,2457.94,1130.7,6728.01,2850.74,1656.04,2945.5,2515.52,799.51,783.7,1668.68,1781.24,1881.29,1856.6,1966.95,1837.13,1703.47,350.94,2917.17,2142.56,938.4,2205.64,1739.85,26.01,0,707.51,790.32,710.36,845.41,871.96,1003.18,754.47,779.76,3810.84,708.18,717.64,739.86,775.67,773.5,689.7,1990.91,2087.04,2116.2,2139.09,2305.06,2275.77,1956.74,872.46,5765.36,2244.67,1331.82,2342.73,1994.58,564.86,689.7,1389.11,1430.15,1532.62,1429.85,1584.95,1445.91,1355.57,226.56,2349.71,1683.13,751.68,1758.04,1402.15,14.81,0,601.8,656.89,583.58,709.24,720.11,829.86,601.17,645.9,3415.65,561.54,580.14,584.69,592.43,550.05,472.427,2211.276,2888.989,2900.811,3388.496,3257.608,3426.303,2945.988,1607.946,6739.635,3524.21,1697.892,3862.065,3025.285,1362.776,472.427,1446.554,2013.054,1999.486,2434.3,2156.09,2194.043,1851.274,729.537,3695.936,2554.537,1018.27,2714.9,1895.128,60.57,0,764.722,875.935,901.325,954.196,1101.518,1232.26,1094.714,878.409,3043.699,969.673,679.622,1147.165,1130.157,1302.206
550,BCC003,34.63,65.75,35.1Nx65.0E,Wheat_v10_sg_avg_184033.soil,nw_targets_03,1,293,292,273,257,255,254,259,268,252,313,244,265,248,252,0,86,93,99,89,84,84,106,112,110,118,128,107,110,121,0,63,63,51,42,44,48,45,49,58,56,68,66,60,60,0,13857.94535,15213.92529,12901.40159,13095.87767,10625.20702,10023.27553,11233.64527,13942.99517,15543.90228,13641.88232,16579.56899,15327.36314,13907.75805,16020.35091,0,7565.11583,8920.749627,7804.528097,8897.900935,6226.781772,5225.020852,6734.675157,9043.648378,9744.47906,8042.310499,9779.975318,8727.662719,7907.963466,10020.49307,0,6292.829517,6293.175661,5096.87349,4197.97673,4398.425247,4798.254674,4498.970114,4899.346793,5799.423222,5599.571817,6799.593668,6599.700424,5999.794582,5999.857841,0,2157.24,2235.09,2267,2384.28,2719.16,2964.63,3413.98,3973.23,3611.37,3744.69,3925.15,4183.98,3772.96,3826.32,0,1409.97,1470.24,1489.18,1543.59,1790.71,1807.74,2360.61,2821.78,2100.5,2298.1,2031.31,2356.03,2153.78,2226.46,0,747.27,764.85,777.82,840.69,928.45,1156.89,1053.37,1151.45,1510.87,1446.59,1893.84,1827.95,1619.18,1599.86,0,1692.6,1731.02,1717.03,1934.01,2293.83,2519.31,2910.24,3397.39,3033.43,3169.43,3238.36,3560.07,3206.17,3172.19,0,1159.47,1203.79,1164.65,1248.49,1523.24,1546.21,2022.2,2440.36,1745.44,1941.07,1604.07,1981.78,1792.18,1797.48,0,533.13,527.23,552.38,685.52,770.59,973.1,888.04,957.03,1287.99,1228.36,1634.29,1578.29,1413.99,1374.71,0,2932.015,2821.075,3331.792,3218.51,3260.305,3503.059,3961.689,4445.455,4450.806,4592.99,4962.779,4844.335,4738.766,4953.693,0,1823.276,1690.863,2224.747,2221.792,2162.184,2240.291,2786.437,3166.553,2769.105,3026.274,2902.158,2958.287,2946.713,3216.667,0,1108.739,1130.212,1107.045,996.718,1098.121,1262.768,1175.252,1278.902,1681.701,1566.716,2060.621,1886.048,1792.053,1737.026
551,BCC167,22.67,57.33,21.8Nx57.5E,Wheat_v10_sg_avg_129526.soil,nw_targets_03,1,141,255,106,94,157,359,50,262,365,119,183,153,163,175,0,86,182,46,53,88,175,8,80,174,66,121,98,104,121,0,42,40,50,38,53,144,39,163,161,40,47,35,38,41,0,7789.491837,9456.28344,6796.390955,6114.9408,6867.068789,23819.94563,2576.518558,16676.38072,28885.27197,8131.23027,9251.861551,5583.91938,7617.152713,7274.606012,0,5668.640986,8343.27917,3047.353637,3987.583367,4195.312,11837.19504,710.990449,4714.099196,15724.95505,4253.728941,4742.398173,2800.005579,5001.886957,3753.426724,0,2120.850851,1113.00427,3749.037318,2127.357433,2671.756789,11982.75059,1865.528109,11962.28152,13160.31692,3877.501329,4509.463378,2783.913801,2615.265756,3521.179288,0,2377.9,4289.94,1428.11,1389.35,2906.08,8333.93,822.63,7057.43,9719.42,2163.22,3958.77,3209.52,3502.6,3763.94,0,1431.81,3414.02,742.79,682.94,1540.75,3589.23,132.98,1619.35,4046.05,1430.57,2896.58,2539.93,2747.19,2939.33,0,946.09,875.92,685.32,706.41,1365.33,4744.7,689.65,5438.08,5673.37,732.65,1062.19,669.59,755.41,824.61,0,2083.81,3782.86,1207.66,1170.45,2539.87,7446.01,721.81,6278.49,8647.22,1899.93,3554.7,2857.83,3161.16,3349.03,0,1239.65,2998.68,639.48,551.99,1322.18,3182.33,113.47,1419.9,3565.15,1273.64,2628.46,2281.08,2489.98,2651.91,0,844.16,784.18,568.18,618.46,1217.69,4263.68,608.34,4858.59,5082.07,626.29,926.24,576.75,671.18,697.12,0,1914.193,3250.084,1308.631,1349.477,2510.492,6139.28,643.339,5220.744,7417.712,1877.389,3115.274,2571.23,2627.039,3038.785,0,1176.018,2551.37,625.564,752.78,1427.885,2843.661,125.22,1383.149,3439.034,1158.844,2142.989,1916.908,2013.633,2185.167,0,738.175,698.714,683.067,596.697,1082.607,3295.619,518.119,3837.595,3978.678,718.545,972.285,654.322,613.406,853.618
552,BCC182,36.3,73.37,36.9Nx72.5E,Wheat_v10_sg_avg_183088.soil,nw_targets_03,116,365,365,365,365,365,365,365,278,279,364,273,276,339,365,0,24,48,54,111,118,210,107,98,99,119,100,106,102,105,0,0,0,0,0,0,0,12,32,26,9,15,21,19,14,0,14563.34502,17230.39028,15404.10162,6758.290165,8332.124017,13285.66196,3747.556905,5255.678299,4234.4406,4194.908537,3633.44278,4363.105804,4018.473223,3329.383229,0,8968.463163,11655.71037,9816.256674,902.23973,2218.37225,4087.473768,3019.161095,2954.593755,2678.265157,3664.643279,2586.51398,2781.641958,2658.837438,2639.42778,0,5594.881857,5574.679909,5587.844945,5856.050435,6113.751767,9198.188192,728.39581,2301.084544,1556.175443,530.265258,1046.9288,1581.463846,1359.635785,689.955449,0,359.328,521.1435,746.269,1335.553,1518.9,1175.663,1519.61,1712.67,1606.3,1506.18,1548.48,1620.53,1564.56,1545.75,0,112.16,323.28,464.87,953.56,1157.46,586.35,1424.13,1414.13,1426.54,1452.81,1409.84,1414.01,1406.69,1417.62,0,247.168,197.8635,281.399,381.993,361.44,589.313,95.48,298.54,179.76,53.37,138.64,206.52,157.87,128.13,0,265.6795,318.748,514.108,944.914,1129.305,502.336,1195.86,1339.08,1274.27,1154.81,1248.83,1274.54,1229.69,1219.63,0,61.46,193.11,320.39,647.43,839.54,44.61,1129.38,1137.82,1161.28,1120.61,1149.71,1134.69,1128.05,1128.14,0,204.2195,125.638,193.718,297.484,289.765,457.726,66.48,201.26,112.99,34.2,99.12,139.85,101.64,91.49,0,597.4826,1258.84285,1425.22695,2819.09985,3184.73575,4421.5608,3204.039,3734.95,3451.214,3643.976,3307.568,3793.166,3695.119,3439.221,0,420.577,1083.177,1218.025,2563.243,2840.409,3987.038,2951.014,2958.809,2894.55,3494.499,2949.009,3285.117,3212.695,3177.389,0,176.9056,175.66585,207.20195,255.85685,344.32675,434.5228,253.025,776.141,556.664,149.477,358.559,508.049,482.424,261.832
553,BCC197,36.12,36.46,36.9Nx37.5E,Wheat_v10_sg_avg_122917.soil,nw_targets_03,28,276,248,295,317,333,301,305,301,305,353,219,311,299,276,0,96,99,96,115,140,148,196,170,136,271,136,167,144,141,0,42,44,45,56,47,91,66,93,110,54,54,119,132,125,0,6825.192794,8374.189271,8490.173958,11801.62925,14344.83429,15188.65264,16610.42837,17244.73125,17339.43895,16004.27092,10094.70594,20564.13164,18100.13994,17283.47161,0,2643.560595,3977.197654,3994.503599,6203.038191,9645.192608,6088.700134,10010.42837,7944.731253,6339.43895,10604.27092,4979.103477,8751.858189,4949.013101,4783.471609,0,4181.632199,4396.991617,4495.670359,5598.591057,4699.64168,9099.952503,6600,9300,11000,5400,5115.602466,11812.27345,13151.12684,12500,0,2470.82,2575.95,2798.14,3949.54,4562.54,4909.07,5538.89,5835.17,5733.45,5934.92,2831.28,5704.19,5913.02,5681.76,0,1505.46,1551.16,1714.06,2474.78,3469.49,2180.94,3754.77,2988.8,2282.6,4569.87,1443.5,1883.78,1632,1661.21,0,965.36,1024.79,1084.08,1474.76,1093.05,2728.13,1784.12,2846.37,3450.85,1365.05,1387.78,3820.41,4281.02,4020.55,0,2111.88,2233.15,2426.13,3442.01,3984.38,4242.5,4804.5,5090.19,5012.47,5041.4,2315.2,4879.79,5110.23,4895.55,0,1279.3,1338.98,1476.12,2144.9,3029.56,1815.8,3234.33,2538.05,1920.16,3850.76,1102.88,1449.99,1277.45,1288.57,0,832.58,894.17,950.01,1297.11,954.82,2426.7,1570.17,2552.14,3092.31,1190.64,1212.32,3429.8,3832.78,3606.98,0,2467.83,2600.134,2736.419,3452.619,4175.695,4743.973,5271.677,5545.284,5547.697,6192.229,3564.419,5928.072,6007.694,5958.747,0,1625.192,1694.604,1795.975,2279.841,3284.228,2585.695,3955.549,3405.624,2753.003,5095.73,2053.015,2725.817,2433.024,2483.406,0,842.638,905.53,940.444,1172.778,891.467,2158.278,1316.128,2139.66,2794.694,1096.499,1511.404,3202.255,3574.67,3475.341
