,Accession,Latitude,Longitude,CLM_grid,avg_soil_file,scenario,maturity_days_5,maturity_days_6,maturity_days_7,maturity_days_8,maturity_days_9,maturity_days_10,maturity_days_11,maturity_days_12,maturity_days_13,maturity_days_14,maturity_days_15,maturity_days_16,maturity_days_17,maturity_days_18,maturity_days_19,maturity_days_20,maturity_days_21,veg_days_5,veg_days_6,veg_days_7,veg_days_8,veg_days_9,veg_days_10,veg_days_11,veg_days_12,veg_days_13,veg_days_14,veg_days_15,veg_days_16,veg_days_17,veg_days_18,veg_days_19,veg_days_20,veg_days_21,repro_days_5,repro_days_6,repro_days_7,repro_days_8,repro_days_9,repro_days_10,repro_days_11,repro_days_12,repro_days_13,repro_days_14,repro_days_15,repro_days_16,repro_days_17,repro_days_18,repro_days_19,repro_days_20,repro_days_21,water_cum_adj_5,water_cum_adj_6,water_cum_adj_7,water_cum_adj_8,water_cum_adj_9,water_cum_adj_10,water_cum_adj_11,water_cum_adj_12,water_cum_adj_13,water_cum_adj_14,water_cum_adj_15,water_cum_adj_16,water_cum_adj_17,water_cum_adj_18,water_cum_adj_19,water_cum_adj_20,water_cum_adj_21,water_veg_adj_5,water_veg_adj_6,water_veg_adj_7,water_veg_adj_8,water_veg_adj_9,water_veg_adj_10,water_veg_adj_11,water_veg_adj_12,water_veg_adj_13,water_veg_adj_14,water_veg_adj_15,water_veg_adj_16,water_veg_adj_17,water_veg_adj_18,water_veg_adj_19,water_veg_adj_20,water_veg_adj_21,water_repro_adj_5,water_repro_adj_6,water_repro_adj_7,water_repro_adj_8,water_repro_adj_9,water_repro_adj_10,water_repro_adj_11,water_repro_adj_12,water_repro_adj_13,water_repro_adj_14,water_repro_adj_15,water_repro_adj_16,water_repro_adj_17,water_repro_adj_18,water_repro_adj_19,water_repro_adj_20,water_repro_adj_21,tmpavg_cum_adj_5,tmpavg_cum_adj_6,tmpavg_cum_adj_7,tmpavg_cum_adj_8,tmpavg_cum_adj_9,tmpavg_cum_adj_10,tmpavg_cum_adj_11,tmpavg_cum_adj_12,tmpavg_cum_adj_13,tmpavg_cum_adj_14,tmpavg_cum_adj_15,tmpavg_cum_adj_16,tmpavg_cum_adj_17,tmpavg_cum_adj_18,tmpavg_cum_adj_19,tmpavg_cum_adj_20,tmpavg_cum_adj_21,tmpavg_veg_adj_5,tmpavg_veg_adj_6,tmpavg_veg_adj_7,tmpavg_veg_adj_8,tmpavg_veg_adj_9,tmpavg_veg_adj_10,tmpavg_veg_adj_11,tmpavg_veg_adj_12,tmpavg_veg_adj_13,tmpavg_veg_adj_14,tmpavg_veg_adj_15,tmpavg_veg_adj_16,tmpavg_veg_adj_17,tmpavg_veg_adj_18,tmpavg_veg_adj_19,tmpavg_veg_adj_20,tmpavg_veg_adj_21,tmpavg_repro_adj_5,tmpavg_repro_adj_6,tmpavg_repro_adj_7,tmpavg_repro_adj_8,tmpavg_repro_adj_9,tmpavg_repro_adj_10,tmpavg_repro_adj_11,tmpavg_repro_adj_12,tmpavg_repro_adj_13,tmpavg_repro_adj_14,tmpavg_repro_adj_15,tmpavg_repro_adj_16,tmpavg_repro_adj_17,tmpavg_repro_adj_18,tmpavg_repro_adj_19,tmpavg_repro_adj_20,tmpavg_repro_adj_21,cold_cum_adj_5,cold_cum_adj_6,cold_cum_adj_7,cold_cum_adj_8,cold_cum_adj_9,cold_cum_adj_10,cold_cum_adj_11,cold_cum_adj_12,cold_cum_adj_13,cold_cum_adj_14,cold_cum_adj_15,cold_cum_adj_16,cold_cum_adj_17,cold_cum_adj_18,cold_cum_adj_19,cold_cum_adj_20,cold_cum_adj_21,cold_veg_adj_5,cold_veg_adj_6,cold_veg_adj_7,cold_veg_adj_8,cold_veg_adj_9,cold_veg_adj_10,cold_veg_adj_11,cold_veg_adj_12,cold_veg_adj_13,cold_veg_adj_14,cold_veg_adj_15,cold_veg_adj_16,cold_veg_adj_17,cold_veg_adj_18,cold_veg_adj_19,cold_veg_adj_20,cold_veg_adj_21,cold_repro_adj_5,cold_repro_adj_6,cold_repro_adj_7,cold_repro_adj_8,cold_repro_adj_9,cold_repro_adj_10,cold_repro_adj_11,cold_repro_adj_12,cold_repro_adj_13,cold_repro_adj_14,cold_repro_adj_15,cold_repro_adj_16,cold_repro_adj_17,cold_repro_adj_18,cold_repro_adj_19,cold_repro_adj_20,cold_repro_adj_21,solar_cum_adj_5,solar_cum_adj_6,solar_cum_adj_7,solar_cum_adj_8,solar_cum_adj_9,solar_cum_adj_10,solar_cum_adj_11,solar_cum_adj_12,solar_cum_adj_13,solar_cum_adj_14,solar_cum_adj_15,solar_cum_adj_16,solar_cum_adj_17,solar_cum_adj_18,solar_cum_adj_19,solar_cum_adj_20,solar_cum_adj_21,solar_veg_adj_5,solar_veg_adj_6,solar_veg_adj_7,solar_veg_adj_8,solar_veg_adj_9,solar_veg_adj_10,solar_veg_adj_11,solar_veg_adj_12,solar_veg_adj_13,solar_veg_adj_14,solar_veg_adj_15,solar_veg_adj_16,solar_veg_adj_17,solar_veg_adj_18,solar_veg_adj_19,solar_veg_adj_20,solar_veg_adj_21,solar_repro_adj_5,solar_repro_adj_6,solar_repro_adj_7,solar_repro_adj_8,solar_repro_adj_9,solar_repro_adj_10,solar_repro_adj_11,solar_repro_adj_12,solar_repro_adj_13,solar_repro_adj_14,solar_repro_adj_15,solar_repro_adj_16,solar_repro_adj_17,solar_repro_adj_18,solar_repro_adj_19,solar_repro_adj_20,solar_repro_adj_21
1,FT218,31.77,35.11,31.3Nx35.0E,Wheat_v10_sg_avg_128063.soil,nw_ur_150_07,19,365,365,362,297,260,249,226,214,201,202,188,178,171,165,172,181,0,228,178,141,111,112,99,103,123,126,114,115,111,105,102,104,110,0,0,0,58,43,38,43,45,49,56,64,53,49,49,44,53,55,NA,10340.78046,11428.05957,8138.969475,9533.615739,9000.442782,13071.18268,10658.23253,15105.90399,14302.23963,16940.05084,16610.37473,15483.66366,15092.0593,14013.75914,15479.04977,15221.19198,2819.616666,4982.705535,6713.39622,6490.424803,5240.582928,5205.965316,8772.951422,6159.527879,10206.96904,8703.109843,10540.85661,11310.91923,10584.05059,10192.3509,9791.822967,10289.63602,9721.275351,NA,5358.074928,4714.663347,1648.544672,4293.032811,3794.477466,4298.231256,4498.704655,4898.934947,5599.129786,6399.194228,5299.455496,4899.613067,4899.708404,4221.936171,5189.413753,5499.916626,203.926,1652.4035,1664.328,1914.48,2129.81,2306.56,2451.28,2608.6,2878.92,3044.54,3317.96,3048.68,2710.72,2712.38,2501.97,2856.34,2908.52,78.6145,1513.36,1494.13,1518.91,1440.95,1490.87,1509.26,1555.16,1698.58,1583.62,1568.8,1718.21,1540.35,1527.33,1513.4,1515.37,1485.27,203.926,139.0435,170.198,395.57,688.86,815.69,942.02,1053.44,1180.34,1460.92,1749.16,1330.47,1170.37,1185.05,988.57,1340.97,1423.25,194.965,1512.461,1560.946,1732.98,1811.16,1982.4,2025.52,2133.62,2351.81,2543.39,2773.59,2544.51,2221.83,2234.14,2047.26,2366.27,2410.14,62.005,1381.27,1399.83,1365.12,1229.79,1246.85,1256.05,1272.52,1395.36,1328.92,1299.33,1412.27,1256.14,1233.07,1215.7,1223.26,1211.36,194.965,131.191,161.116,367.86,581.37,735.55,769.47,861.1,956.45,1214.47,1474.26,1132.24,965.69,1001.07,831.56,1143.01,1198.78,8.0941,873.7946,994.0546,1611.255,2125.182,2162.505,2681.823,3095.99,3502.355,3602.122,4124.44,3944.519,3692.3,3517.326,3239.252,3580.721,3855.472,12.293,842.038,923.71,1373.779,1488.555,1669.93,1765.129,1999.728,2182.367,1971.303,2221.082,2348.197,2222.144,2078.487,1998.614,2039.134,2197.596,8.0941,31.7566,70.3446,237.476,636.627,492.575,916.694,1096.262,1319.988,1630.819,1903.358,1596.322,1470.156,1438.839,1240.638,1541.587,1657.876
2,FT462,37.78,39.78,36.9Nx40.0E,Wheat_v10_sg_avg_122600.soil,nw_ur_150_07,116,365,365,365,281,268,282,316,350,299,365,234,333,317,290,313,283,0,181,180,114,90,96,95,141,177,200,219,127,174,170,143,156,167,0,0,0,12,42,37,56,48,47,94,62,98,74,117,112,118,112,NA,5358.074928,4714.663347,1609.574062,8566.482017,6388.164493,11066.64735,16208.66734,16418.90802,17391.48916,21197.76379,17855.56625,21308.19995,19628.19395,17204.3662,17717.432,18455.97098,2819.616666,0,0,1379.736284,5543.149115,3457.475741,5715.053867,11538.45418,11809.47844,7998.828581,15291.60768,8225.049414,13911.95033,7935.807495,6460.0682,6408.626415,7284.025769,NA,5358.074928,4714.663347,229.837778,3023.332902,2930.688752,5351.593481,4670.213158,4609.429581,9392.660582,5906.15611,9630.516839,7396.249624,11692.38645,10744.298,11308.80558,11171.94521,203.926,256.9135,392.808,1526.04,2141.81,2619.02,3436.16,4574.55,5515.19,6074.11,6366.95,4199.81,5678.18,5639.84,5047.76,5456.07,5732.44,78.6145,117.87,222.61,1438.4,1450.77,1849.55,1987.5,3473.23,4668.62,3160.09,4639.42,1204.79,3612.82,1909.28,1539.62,1689.25,2158.36,203.926,139.0435,170.198,87.64,691.04,769.47,1448.66,1101.32,846.57,2914.02,1727.53,2995.02,2065.36,3730.56,3508.14,3766.82,3574.08,194.965,118.821,179.336,1336.81,1859.5,2317.95,3007.49,3963.46,4787.03,5226.78,5447.47,3438.84,4849.63,4748.14,4236.1,4579.88,4855.7,62.005,-12.37,18.22,1257.82,1264.52,1626.44,1718.68,3002.62,4080.81,2666.47,3920.62,831.5,3032.6,1454.32,1153.01,1277.14,1696.46,194.965,131.191,161.116,78.99,594.98,691.51,1288.81,960.84,706.22,2560.31,1526.85,2607.34,1817.03,3293.82,3083.09,3302.74,3159.24,8.0941,409.9326,1015.1676,1107.301,1821.145,2129.27,3002.593,3929.498,4666.849,5620.063,5884.469,5011.958,5908.517,6147.287,5494.992,5723.398,6092.727,12.293,378.176,944.823,1076.978,1269.134,1651.713,1959.526,3113.733,4031.082,3442.193,4630.468,2136.796,4275.169,2911.193,2353.276,2418.191,3122.536,8.0941,31.7566,70.3446,30.323,552.011,477.557,1043.067,815.765,635.767,2177.87,1254.001,2875.162,1633.348,3236.094,3141.716,3305.207,2970.191
3,FT473,37.66,37.79,36.9Nx37.5E,Wheat_v10_sg_avg_122917.soil,nw_ur_150_07,116,365,365,365,317,266,298,301,330,322,363,268,286,329,249,305,271,0,92,142,133,92,97,88,113,171,198,253,189,159,200,134,166,154,0,0,0,0,65,37,53,62,44,95,99,62,105,112,78,104,114,NA,5358.074928,4714.663347,6125.051425,5834.818875,5340.240283,9664.970066,12788.08683,14804.6247,16511.2846,19547.59744,15740.15218,18971.65566,15611.94674,10592.90962,16599.19362,15765.4913,2819.616666,0,0,150.120604,2812.00399,2635.277282,4660.681278,6652.992281,10412.7542,7015.751561,9809.242189,9757.918699,8580.779933,4416.506058,3326.396515,6817.22834,4372.558459,NA,5358.074928,4714.663347,5974.930821,3022.814885,2704.963001,5004.288788,6135.094549,4391.870496,9495.533042,9738.355255,5982.233484,10390.87573,11195.44068,7266.513107,9781.965283,11392.93284,203.926,767.2235,1199.648,1532.024,2166.24,2466.41,2972.35,4033.46,5172.86,5760.04,6395.49,3354.06,4459.34,5490.1,3535.79,5052.66,5335.89,78.6145,628.18,1029.45,1445.7,1410.58,1722.16,1638.02,2372.57,4224.74,2831.91,3384.08,1718.65,1225.01,1985.04,1318.05,1828.69,1749.96,203.926,139.0435,170.198,86.324,755.66,744.25,1334.33,1660.89,948.12,2928.13,3011.41,1635.41,3234.33,3505.06,2217.74,3223.97,3585.93,194.965,709.681,1060.266,1370.957,1866.07,2176.86,2567.9,3489.56,4516.86,4979.05,5406.57,2649.54,3693.53,4621.21,2924.47,4256.61,4585.68,62.005,578.49,899.15,1293.02,1228.99,1493.35,1404.11,2041.35,3705.37,2381.73,2695.42,1218.13,823.88,1489.28,967.86,1382.76,1368.39,194.965,131.191,161.116,77.937,637.08,683.51,1163.79,1448.21,811.49,2597.32,2711.15,1431.41,2869.65,3131.93,1956.61,2873.85,3217.29,8.0941,293.8346,871.8976,995.6298,1889.841,2052.934,2875.422,3693.937,4530.917,5528.054,6548.421,4492.977,5441.571,6188.225,4334.366,5505.792,5775.102,12.293,262.078,801.553,965.458,1257.142,1651.318,1831.322,2461.992,3789.706,3253.71,4190.873,2674.225,2397.278,3029.564,2084.703,2540.369,2645.179,8.0941,31.7566,70.3446,30.1718,632.699,401.616,1044.1,1231.945,741.211,2274.344,2357.548,1818.752,3044.293,3158.661,2249.663,2965.423,3129.923
4,FT730,37.33,37.27,36.9Nx37.5E,Wheat_v10_sg_avg_122917.soil,nw_ur_150_07,116,365,365,365,317,266,298,301,330,322,363,268,286,329,249,305,271,0,92,142,133,92,97,88,113,171,198,253,189,159,200,134,166,154,0,0,0,0,65,37,53,62,44,95,99,62,105,112,78,104,114,NA,5358.074928,4714.663347,6125.051425,5834.818875,5340.240283,9664.970066,12788.08683,14804.6247,16511.2846,19547.59744,15740.15218,18971.65566,15611.94674,10592.90962,16599.19362,15765.4913,2819.616666,0,0,150.120604,2812.00399,2635.277282,4660.681278,6652.992281,10412.7542,7015.751561,9809.242189,9757.918699,8580.779933,4416.506058,3326.396515,6817.22834,4372.558459,NA,5358.074928,4714.663347,5974.930821,3022.814885,2704.963001,5004.288788,6135.094549,4391.870496,9495.533042,9738.355255,5982.233484,10390.87573,11195.44068,7266.513107,9781.965283,11392.93284,203.926,767.2235,1199.648,1532.024,2166.24,2466.41,2972.35,4033.46,5172.86,5760.04,6395.49,3354.06,4459.34,5490.1,3535.79,5052.66,5335.89,78.6145,628.18,1029.45,1445.7,1410.58,1722.16,1638.02,2372.57,4224.74,2831.91,3384.08,1718.65,1225.01,1985.04,1318.05,1828.69,1749.96,203.926,139.0435,170.198,86.324,755.66,744.25,1334.33,1660.89,948.12,2928.13,3011.41,1635.41,3234.33,3505.06,2217.74,3223.97,3585.93,194.965,709.681,1060.266,1370.957,1866.07,2176.86,2567.9,3489.56,4516.86,4979.05,5406.57,2649.54,3693.53,4621.21,2924.47,4256.61,4585.68,62.005,578.49,899.15,1293.02,1228.99,1493.35,1404.11,2041.35,3705.37,2381.73,2695.42,1218.13,823.88,1489.28,967.86,1382.76,1368.39,194.965,131.191,161.116,77.937,637.08,683.51,1163.79,1448.21,811.49,2597.32,2711.15,1431.41,2869.65,3131.93,1956.61,2873.85,3217.29,8.0941,293.8346,871.8976,995.6298,1889.841,2052.934,2875.422,3693.937,4530.917,5528.054,6548.421,4492.977,5441.571,6188.225,4334.366,5505.792,5775.102,12.293,262.078,801.553,965.458,1257.142,1651.318,1831.322,2461.992,3789.706,3253.71,4190.873,2674.225,2397.278,3029.564,2084.703,2540.369,2645.179,8.0941,31.7566,70.3446,30.1718,632.699,401.616,1044.1,1231.945,741.211,2274.344,2357.548,1818.752,3044.293,3158.661,2249.663,2965.423,3129.923
5,HOR4724,40.18,44.52,40.7Nx45.0E,Wheat_v10_sg_avg_117275.soil,nw_ur_150_07,116,365,365,365,365,365,359,346,334,355,348,328,331,342,363,342,356,0,0,0,23,63,202,234,95,98,172,289,193,125,109,206,207,125,0,0,0,0,0,0,62,47,49,51,45,49,46,53,47,50,55,NA,5358.074928,4714.663347,5974.930821,4972.575337,6342.688867,6920.582023,7922.177584,8311.826686,8991.056745,6411.990761,8282.820295,7160.200941,6542.474701,6766.003862,6494.765921,6566.422422,2819.616666,10506.56427,16784.96747,0,0,1275.552257,3489.362746,4075.988522,4324.391471,4453.050833,2539.572421,3812.286471,3245.04293,3429.004755,2932.758755,2259.67209,3074.989883,NA,5358.074928,4714.663347,5974.930821,4972.575337,5067.13661,3431.219277,3846.189062,3987.435215,4538.005912,3872.41834,4470.533824,3915.158011,3113.469946,3833.245107,4235.093831,3491.432539,203.926,139.0435,170.198,195.364,789.09,813.2685,803.35,2710.75,3025.9,3498.22,2479.5,2346.12,2766.3,2759.64,2797.82,2735.18,2891.42,78.6145,145.11,167.1205,109.04,559.13,663.4,62.94,1876.84,2105.5,2416.58,1523.41,1254.49,1858.94,1952.16,1892.53,1614.67,1962.64,203.926,139.0435,170.198,86.324,229.96,149.8685,740.41,833.91,920.4,1081.64,956.09,1091.63,907.36,807.48,905.29,1120.51,928.78,194.965,131.191,161.116,166.037,514.79,368.9145,-14.68,2061.8,2354.94,2659.62,1551.94,1552.01,2124.2,2101.83,2030.73,1943.92,2194.58,62.005,192.89,146.706,88.1,397,243.54,-569.48,1431.24,1639.67,1804.52,789.14,677.77,1407.38,1492.06,1326.28,1062.27,1482.05,194.965,131.191,161.116,77.937,117.79,125.3745,554.8,630.56,715.27,855.1,762.8,874.24,716.82,609.77,704.45,881.65,712.53,8.0941,31.7566,70.3446,107.3878,975.0974,1647.613,3237.945,2914.462,3408.092,4238.307,5226.257,4626.471,4196.954,3934.195,4493.453,4644.307,4170.707,12.293,79.58,157.4794,77.216,727.743,1564.219,2613.355,2196.557,2446.911,3186.66,4057.488,3377.13,3130.601,2923.4,3407.289,3407.611,3095.271,8.0941,31.7566,70.3446,30.1718,247.3544,83.394,624.59,717.905,961.181,1051.647,1168.769,1249.341,1066.353,1010.795,1086.164,1236.696,1075.436
6,HOR3950,47.01,13.17,46.4Nx12.5E,Wheat_v10_sg_avg_089210.soil,nw_ur_150_07,115,365,365,365,365,365,365,365,365,335,360,359,323,363,356,320,330,0,0,42,63,89,198,333,329,336,282,306,305,268,309,302,263,277,0,0,0,0,0,0,3,22,21,40,42,42,43,41,43,43,42,NA,5358.074928,4714.663347,5974.930821,4972.575337,5067.13661,0,0,837.719312,0,1572.815112,286.657589,11.010019,535.718382,1208.861885,0.662915,51.598778,2819.616666,10506.56427,0,0,0,0,0,0,785.922245,0,713.921187,11.746496,0.42041,27.485368,76.089836,0,3.5991,NA,5358.074928,4714.663347,5974.930821,4972.575337,5067.13661,0,0,51.797067,0,858.893925,274.911093,10.589609,508.233014,1132.772049,0.662915,47.999678,203.926,139.0435,381.098,567.094,1021.84,919.7785,764.5,1089.22,1877.19,2075.9,2620.57,2979.91,2179.96,2365.15,2783.98,1926.25,2536.96,78.6145,145.11,210.9,480.77,791.88,769.91,733.82,820.03,1539.4,1217.68,1764.81,2211.51,1407.71,1576.38,1921.07,1174.64,1710.61,203.926,139.0435,170.198,86.324,229.96,149.8685,30.68,269.19,337.79,858.22,855.76,768.4,772.25,788.77,862.91,751.61,826.35,194.965,131.191,353.056,495.127,804.63,651.5845,252.62,526.69,1173.38,1365.18,1788.04,2177.11,1427.54,1585.67,1908.46,1211.84,1744.44,62.005,192.89,191.94,417.19,686.84,526.21,226.95,280.91,884.08,613.96,1057.63,1533.19,776.73,931.06,1195.83,590.53,1055.37,194.965,131.191,161.116,77.937,117.79,125.3745,25.67,245.78,289.3,751.22,730.41,643.92,650.81,654.61,712.63,621.31,689.07,8.0941,31.7566,141.6226,341.5228,769.1954,827.312,1705.882,1887.451,3068.115,3156.687,4110.421,4220.151,3730.157,4099.101,4390.05,3528.591,3985.678,12.293,79.58,71.278,311.351,521.841,743.918,1684.841,1747.11,2792.33,2419.497,3313.991,3335.894,2753.247,3278.655,3371.034,2495.589,2974.31,8.0941,31.7566,70.3446,30.1718,247.3544,83.394,21.041,140.341,275.785,737.19,796.43,884.257,976.91,820.446,1019.016,1033.002,1011.368
7,HOR1707,35.91,71.52,35.1Nx72.5E,Wheat_v10_sg_avg_184210.soil,nw_ur_150_07,1,365,365,365,365,365,365,365,365,352,365,317,347,351,288,299,355,0,0,0,0,18,61,124,99,93,88,98,95,89,91,90,93,91,0,0,0,0,0,0,0,44,60,50,47,44,50,56,60,60,42,NA,5358.074928,4714.663347,5974.930821,4972.575337,5067.13661,8123.453682,5443.84239,6701.060337,6074.704314,6217.410727,6888.040896,6824.693894,6946.65498,7002.611231,7631.328497,5987.782009,2819.616666,10506.56427,16784.96747,18400.02098,0,0,2679.507195,2674.747338,2710.938426,2319.93328,2911.444912,3242.013542,2854.117213,2396.338711,2674.356662,2794.70707,2660.748536,NA,5358.074928,4714.663347,5974.930821,4972.575337,5067.13661,5443.946487,2769.095052,3990.121911,3754.771034,3305.965815,3646.027354,3970.576681,4550.316269,4328.254569,4836.621427,3327.033473,203.926,139.0435,170.198,86.324,299.65,633.9385,1567.284,1786.08,2152.37,2319.99,2174.25,2274.94,2125.06,2187.4,2239.12,2317.02,2086.22,78.6145,145.11,167.1205,112.608,69.69,484.07,1290.58,1397.55,1487.38,1561.95,1531.98,1523.52,1489.43,1440.24,1522.22,1542.21,1496.33,203.926,139.0435,170.198,86.324,229.96,149.8685,276.704,388.53,664.99,758.04,642.27,751.42,635.63,747.16,716.9,774.81,589.89,194.965,131.191,161.116,77.937,157.49,470.9545,1173.832,1356.46,1610.87,1810.18,1633.63,1702.76,1562,1629.64,1659.93,1670.82,1531.85,62.005,192.89,146.706,278.997,39.7,345.58,936.98,1073.9,1140.38,1245.17,1159.3,1134.26,1139.72,1123.41,1178.46,1164.88,1135.05,194.965,131.191,161.116,77.937,117.79,125.3745,236.852,282.56,470.49,565.01,474.33,568.5,422.28,506.23,481.47,505.94,396.8,8.0941,31.7566,70.3446,30.1718,372.2254,878.677,2172.6658,2651.92,3700.871,3480.471,4047.508,4237.125,4085.62,4249.34,4288.204,4476.034,3918,12.293,79.58,157.4794,269.42755,124.871,795.283,1966.734,2046.698,2496.997,2307.149,2959.591,3031.294,2821.313,2733.477,2792.962,2937.065,2841.479,8.0941,31.7566,70.3446,30.1718,247.3544,83.394,205.9318,605.222,1203.874,1173.322,1087.917,1205.831,1264.307,1515.863,1495.242,1538.969,1076.521
8,HOR8658,31.19,29.9,31.3Nx30.0E,Wheat_v10_sg_avg_128198.soil,nw_ur_150_07,1,341,365,300,258,246,225,206,182,173,169,160,148,150,150,145,157,0,181,149,141,114,122,119,134,121,116,107,101,95,96,94,90,100,0,101,74,60,43,41,40,40,41,44,46,45,42,43,43,43,43,NA,13528.91849,12284.7181,15379.79194,10352.44772,12626.25415,14249.42504,14105.99982,15608.93182,13588.41577,14504.88658,13949.84284,13348.31033,13781.72038,13485.20116,13175.9619,12998.43822,2819.616666,8483.240496,7628.762509,9486.584217,6052.447719,8526.254147,10249.42504,10105.99982,11508.93182,9188.415769,9904.886578,9449.842839,9148.310331,9481.720378,9185.201161,9000,8698.438217,NA,5045.677989,4655.955591,5893.207724,4300,4100,4000,4000,4100,4400,4600,4500,4200,4300,4300,4175.961895,4300,203.926,2436.41,2191.01,2249.31,2120.99,2255.77,2246.26,2345.68,2340.25,2446.47,2599.45,2562.53,2304.25,2400.27,2408.82,2323.81,2369.34,78.6145,1625.22,1541.41,1519.38,1444.65,1459.99,1483.2,1516.79,1496.62,1458.28,1542.65,1511.04,1457.83,1461.42,1480.44,1400.8,1437.18,203.926,811.19,649.6,729.93,676.34,795.78,763.06,828.89,843.63,988.19,1056.8,1051.49,846.42,938.85,928.38,923.01,932.16,194.965,2288.8,2078.47,2095.1,1901.1,1962.55,1947.64,2005.48,2013.86,2137.94,2248.67,2225.26,2026.67,2064.86,2057.39,2027.72,2060.37,62.005,1530.77,1466.43,1418.49,1294.08,1298.5,1298.44,1303.5,1308.67,1308.47,1350.74,1334.72,1307.15,1275.95,1273.32,1233.45,1259.42,194.965,758.03,612.04,676.61,607.02,664.05,649.2,701.98,705.19,829.47,897.93,890.54,719.52,788.91,784.07,794.27,800.95,8.0941,807.213,985.268,1669.052,2110.462,2281.391,2546.316,2855.783,2839.803,2755.826,3111.595,2970.087,2703.443,2815.16,2804.383,2737.176,2986.367,12.293,546.091,682.74,1072.526,1425.356,1484.308,1665.257,1872.3,1776.608,1589.551,1807.34,1694.772,1562.006,1671.895,1638.901,1631.923,1754.792,8.0941,261.122,302.528,596.526,685.106,797.083,881.059,983.483,1063.195,1166.275,1304.255,1275.315,1141.437,1143.265,1165.482,1105.253,1231.575
9,HOR9919,45.43,6.31,44.5Nx7.5E,Wheat_v10_sg_avg_098459.soil,nw_ur_150_07,116,365,365,365,365,365,365,339,345,328,298,290,263,317,297,279,285,72,322,296,332,345,329,314,287,295,273,245,236,202,267,243,224,235,0,0,0,0,0,16,31,39,39,45,42,45,48,40,43,44,40,NA,5358.074928,4714.663347,5974.930821,5164.887138,806.150631,1094.530223,2896.268929,3496.667328,2699.467463,74.897471,0,10.693926,79.861807,24.834215,0,54.711676,0,0,0,0,192.311801,595.016996,385.660986,1466.509418,1183.600566,346.563633,0,0,0,0,0,0,0,NA,5358.074928,4714.663347,5974.930821,4972.575337,211.133635,708.869237,1429.759511,2313.066762,2352.90383,74.897471,0,10.693926,79.861807,24.834215,0,54.711676,351.196,1068.9435,1287.108,1297.704,1679.32,1750.25,2141.22,2471.3,2882.08,2990.13,2263.67,2543.28,1991,2639.21,2521.2,2234.52,2596.34,147.27,929.9,1116.91,1211.38,1449.36,1563.46,1693.7,1795.8,2087.96,1925.84,1517.31,1824.46,1268.29,1810.57,1742.38,1522.1,1872.33,203.926,139.0435,170.198,86.324,229.96,186.79,447.52,675.5,794.12,1064.29,746.36,718.82,722.71,828.64,778.82,712.42,724.01,287.175,818.171,1056.056,990.187,1223.74,1393.81,1738.19,2068.06,2331.26,2379.08,1704.83,2024.14,1511.73,2065.54,1935.63,1718.32,1992.22,92.21,686.98,894.94,912.25,1105.95,1219.74,1333.49,1440.69,1633.69,1435.06,1070.91,1408.99,911.4,1347.29,1273.03,1115.18,1365.99,194.965,131.191,161.116,77.937,117.79,174.07,404.7,627.37,697.57,944.02,633.92,615.15,600.33,718.25,662.6,603.14,626.23,20.3871,497.5596,665.9036,1135.3728,1748.0934,1582.701,1970.041,2130.981,3214.395,3704.011,3223.887,3214.467,2752.577,3840.633,3400.253,3062.166,3282.934,12.293,465.803,595.559,1105.201,1500.739,1493.878,1689.001,1771.617,2529.879,2657.132,2250.255,2176.517,1635.951,2837.154,2377.512,2047.488,2403.196,8.0941,31.7566,70.3446,30.1718,247.3544,88.823,281.04,359.364,684.516,1046.879,973.632,1037.95,1116.626,1003.479,1022.741,1014.678,879.738
