,Accession,Latitude,Longitude,CLM_grid,avg_soil_file,maturity_days_1,maturity_days_2,maturity_days_3,maturity_days_4,maturity_days_5,maturity_days_6,maturity_days_7,maturity_days_8,maturity_days_9,maturity_days_10,maturity_days_11,maturity_days_12,maturity_days_13,maturity_days_14,maturity_days_15,maturity_days_16,maturity_days_17,maturity_days_18,maturity_days_19,maturity_days_20,maturity_days_21,water_cum_adj_1,water_cum_adj_2,water_cum_adj_3,water_cum_adj_4,water_cum_adj_5,water_cum_adj_6,water_cum_adj_7,water_cum_adj_8,water_cum_adj_9,water_cum_adj_10,water_cum_adj_11,water_cum_adj_12,water_cum_adj_13,water_cum_adj_14,water_cum_adj_15,water_cum_adj_16,water_cum_adj_17,water_cum_adj_18,water_cum_adj_19,water_cum_adj_20,water_cum_adj_21,water_veg_1,water_veg_2,water_veg_3,water_veg_4,water_veg_5,water_veg_6,water_veg_7,water_veg_8,water_veg_9,water_veg_10,water_veg_11,water_veg_12,water_veg_13,water_veg_14,water_veg_15,water_veg_16,water_veg_17,water_veg_18,water_veg_19,water_veg_20,water_veg_21,water_repro_adj_1,water_repro_adj_2,water_repro_adj_3,water_repro_adj_4,water_repro_adj_5,water_repro_adj_6,water_repro_adj_7,water_repro_adj_8,water_repro_adj_9,water_repro_adj_10,water_repro_adj_11,water_repro_adj_12,water_repro_adj_13,water_repro_adj_14,water_repro_adj_15,water_repro_adj_16,water_repro_adj_17,water_repro_adj_18,water_repro_adj_19,water_repro_adj_20,water_repro_adj_21,tmpavg_cum_adj_1,tmpavg_cum_adj_2,tmpavg_cum_adj_3,tmpavg_cum_adj_4,tmpavg_cum_adj_5,tmpavg_cum_adj_6,tmpavg_cum_adj_7,tmpavg_cum_adj_8,tmpavg_cum_adj_9,tmpavg_cum_adj_10,tmpavg_cum_adj_11,tmpavg_cum_adj_12,tmpavg_cum_adj_13,tmpavg_cum_adj_14,tmpavg_cum_adj_15,tmpavg_cum_adj_16,tmpavg_cum_adj_17,tmpavg_cum_adj_18,tmpavg_cum_adj_19,tmpavg_cum_adj_20,tmpavg_cum_adj_21,tmpavg_veg_1,tmpavg_veg_2,tmpavg_veg_3,tmpavg_veg_4,tmpavg_veg_5,tmpavg_veg_6,tmpavg_veg_7,tmpavg_veg_8,tmpavg_veg_9,tmpavg_veg_10,tmpavg_veg_11,tmpavg_veg_12,tmpavg_veg_13,tmpavg_veg_14,tmpavg_veg_15,tmpavg_veg_16,tmpavg_veg_17,tmpavg_veg_18,tmpavg_veg_19,tmpavg_veg_20,tmpavg_veg_21,tmpavg_repro_adj_1,tmpavg_repro_adj_2,tmpavg_repro_adj_3,tmpavg_repro_adj_4,tmpavg_repro_adj_5,tmpavg_repro_adj_6,tmpavg_repro_adj_7,tmpavg_repro_adj_8,tmpavg_repro_adj_9,tmpavg_repro_adj_10,tmpavg_repro_adj_11,tmpavg_repro_adj_12,tmpavg_repro_adj_13,tmpavg_repro_adj_14,tmpavg_repro_adj_15,tmpavg_repro_adj_16,tmpavg_repro_adj_17,tmpavg_repro_adj_18,tmpavg_repro_adj_19,tmpavg_repro_adj_20,tmpavg_repro_adj_21,cold_cum_adj_1,cold_cum_adj_2,cold_cum_adj_3,cold_cum_adj_4,cold_cum_adj_5,cold_cum_adj_6,cold_cum_adj_7,cold_cum_adj_8,cold_cum_adj_9,cold_cum_adj_10,cold_cum_adj_11,cold_cum_adj_12,cold_cum_adj_13,cold_cum_adj_14,cold_cum_adj_15,cold_cum_adj_16,cold_cum_adj_17,cold_cum_adj_18,cold_cum_adj_19,cold_cum_adj_20,cold_cum_adj_21,cold_veg_1,cold_veg_2,cold_veg_3,cold_veg_4,cold_veg_5,cold_veg_6,cold_veg_7,cold_veg_8,cold_veg_9,cold_veg_10,cold_veg_11,cold_veg_12,cold_veg_13,cold_veg_14,cold_veg_15,cold_veg_16,cold_veg_17,cold_veg_18,cold_veg_19,cold_veg_20,cold_veg_21,cold_repro_adj_1,cold_repro_adj_2,cold_repro_adj_3,cold_repro_adj_4,cold_repro_adj_5,cold_repro_adj_6,cold_repro_adj_7,cold_repro_adj_8,cold_repro_adj_9,cold_repro_adj_10,cold_repro_adj_11,cold_repro_adj_12,cold_repro_adj_13,cold_repro_adj_14,cold_repro_adj_15,cold_repro_adj_16,cold_repro_adj_17,cold_repro_adj_18,cold_repro_adj_19,cold_repro_adj_20,cold_repro_adj_21,solar_cum_adj_1,solar_cum_adj_2,solar_cum_adj_3,solar_cum_adj_4,solar_cum_adj_5,solar_cum_adj_6,solar_cum_adj_7,solar_cum_adj_8,solar_cum_adj_9,solar_cum_adj_10,solar_cum_adj_11,solar_cum_adj_12,solar_cum_adj_13,solar_cum_adj_14,solar_cum_adj_15,solar_cum_adj_16,solar_cum_adj_17,solar_cum_adj_18,solar_cum_adj_19,solar_cum_adj_20,solar_cum_adj_21,solar_veg_1,solar_veg_2,solar_veg_3,solar_veg_4,solar_veg_5,solar_veg_6,solar_veg_7,solar_veg_8,solar_veg_9,solar_veg_10,solar_veg_11,solar_veg_12,solar_veg_13,solar_veg_14,solar_veg_15,solar_veg_16,solar_veg_17,solar_veg_18,solar_veg_19,solar_veg_20,solar_veg_21,solar_repro_adj_1,solar_repro_adj_2,solar_repro_adj_3,solar_repro_adj_4,solar_repro_adj_5,solar_repro_adj_6,solar_repro_adj_7,solar_repro_adj_8,solar_repro_adj_9,solar_repro_adj_10,solar_repro_adj_11,solar_repro_adj_12,solar_repro_adj_13,solar_repro_adj_14,solar_repro_adj_15,solar_repro_adj_16,solar_repro_adj_17,solar_repro_adj_18,solar_repro_adj_19,solar_repro_adj_20,solar_repro_adj_21,canopy_cum_adj_1,canopy_cum_adj_2,canopy_cum_adj_3,canopy_cum_adj_4,canopy_cum_adj_5,canopy_cum_adj_6,canopy_cum_adj_7,canopy_cum_adj_8,canopy_cum_adj_9,canopy_cum_adj_10,canopy_cum_adj_11,canopy_cum_adj_12,canopy_cum_adj_13,canopy_cum_adj_14,canopy_cum_adj_15,canopy_cum_adj_16,canopy_cum_adj_17,canopy_cum_adj_18,canopy_cum_adj_19,canopy_cum_adj_20,canopy_cum_adj_21,canopy_veg_1,canopy_veg_2,canopy_veg_3,canopy_veg_4,canopy_veg_5,canopy_veg_6,canopy_veg_7,canopy_veg_8,canopy_veg_9,canopy_veg_10,canopy_veg_11,canopy_veg_12,canopy_veg_13,canopy_veg_14,canopy_veg_15,canopy_veg_16,canopy_veg_17,canopy_veg_18,canopy_veg_19,canopy_veg_20,canopy_veg_21,canopy_repro_adj_1,canopy_repro_adj_2,canopy_repro_adj_3,canopy_repro_adj_4,canopy_repro_adj_5,canopy_repro_adj_6,canopy_repro_adj_7,canopy_repro_adj_8,canopy_repro_adj_9,canopy_repro_adj_10,canopy_repro_adj_11,canopy_repro_adj_12,canopy_repro_adj_13,canopy_repro_adj_14,canopy_repro_adj_15,canopy_repro_adj_16,canopy_repro_adj_17,canopy_repro_adj_18,canopy_repro_adj_19,canopy_repro_adj_20,canopy_repro_adj_21,abs_lat
1,IRGC_10430,23.6,120.653889,23.7Nx120.0E,Rice_v20_sg_avg_193421.soil,131,129,129,125,130,134,125,130,130,126,127,121,131,129,125,130,125,129,127,127,128,476.75588,1236.995805,1950.059327,26.600559,480.65048,441.758146,1041.501324,0.75156,1086.3168,1394.013931,1172.083336,420.731378,60.946707,21.720807,254.477846,199.709963,1776.252156,391.188193,543.698364,235.360218,625.209653,476.75588,241.077368,382.285937,26.600559,466.021433,441.758146,413.69075,0.75156,964.086065,1121.01357,1090.396196,4.668898,0,21.720807,251.498696,199.709963,60.953518,391.188193,63.241032,0,161.090416,0,995.918437,1567.77339,0,14.629047,0,627.810574,0,122.230735,273.000361,81.68714,416.06248,60.946707,0,2.97915,0,1715.298638,0,480.457332,235.360218,464.119237,2992.02,2981.4,3025.65,2940.11,2956.43,2981.42,2948.87,2980.91,2964.02,2954.03,2970.87,2928.71,2968.49,2986.3,2924.82,2973.83,2972.85,2976.81,2958.02,2958.92,2954.2,1919.09,1917.53,1933.17,1897.1,1910.17,1935.12,1887.1,1927.91,1932.31,1909.09,1921.8,1893.97,1909.89,1941.53,1886.25,1923.45,1915.81,1910.85,1902.9,1896.61,1911.95,1072.93,1063.87,1092.48,1043.01,1046.26,1046.3,1061.77,1053,1031.71,1044.94,1049.07,1034.74,1058.6,1044.77,1038.57,1050.38,1057.04,1065.96,1055.12,1062.31,1042.25,2868.02,2843.25,2873.74,2829.13,2827.36,2849.82,2820.69,2860.82,2818.72,2828.43,2843.68,2816.31,2856.14,2866.95,2807.44,2857.1,2849.77,2854.03,2836.43,2835.01,2831.11,1822.05,1825.71,1832.13,1814.19,1821.09,1844.49,1804.79,1846.93,1826.52,1817.92,1820.88,1822.16,1826.65,1857.24,1799.32,1841.56,1829.56,1820.32,1824.08,1807.22,1819.51,1045.97,1017.54,1041.61,1014.94,1006.27,1005.33,1015.9,1013.89,992.2,1010.51,1022.8,994.15,1029.49,1009.71,1008.12,1015.54,1020.21,1033.71,1012.35,1027.79,1011.6,2081.222,2494.308,2493.458,1984.96,2270.447,2069.032,2367.04,2034.664,2316.136,2439.557,2121.3,1960.107,2066.822,2130.96,2086.636,2035.005,2455.796,2340.95,2145.398,2179.782,2190.059,1539.206,1577.621,1639.69,1378.992,1474.904,1334.91,1418.045,1280.288,1611.994,1634.578,1637.95,1227.195,1402.2,1408.608,1456.503,1391.75,1517.418,1577.334,1273.741,1388.536,1473.708,542.016,916.687,853.768,605.968,795.543,734.122,948.995,754.376,704.142,804.979,483.35,732.912,664.622,722.352,630.133,643.255,938.378,763.616,871.657,791.246,716.351,1176.66743,1442.95391,1551.308554,1284.195813,1464.992045,947.5154663,1160.777325,1239.922907,913.9465891,1556.458702,1216.811598,1267.374002,1348.961131,1357.259063,1201.520027,1172.111437,1633.541935,1384.13613,1356.364233,1411.265735,1413.627151,741.3243354,722.6971681,822.6134824,766.9468304,791.3255727,508.0381649,554.2250218,592.1223622,547.2391945,906.3660449,832.0489551,647.4044961,762.8055872,731.8962559,686.9390576,630.1867662,826.3986853,756.7105981,631.5153026,719.9165484,777.0734316,435.343095,720.256742,728.6950713,517.2489829,673.6664719,439.4773014,606.5523035,647.8005444,366.7073946,650.0926567,384.7626429,619.9695057,586.1555438,625.3628072,514.5809694,541.9246706,807.1432495,627.4255316,724.8489302,691.349187,636.5537194,23.6
7,IRGC_117279,23.6,120.653889,23.7Nx120.0E,Rice_v20_sg_avg_193421.soil,131,129,129,125,130,134,125,130,130,126,127,121,131,129,125,130,125,129,127,127,128,476.75588,1236.995805,1950.059327,26.600559,480.65048,441.758146,1041.501324,0.75156,1086.3168,1394.013931,1172.083336,420.731378,60.946707,21.720807,254.477846,199.709963,1776.252156,391.188193,543.698364,235.360218,625.209653,476.75588,241.077368,382.285937,26.600559,466.021433,441.758146,413.69075,0.75156,964.086065,1121.01357,1090.396196,4.668898,0,21.720807,251.498696,199.709963,60.953518,391.188193,63.241032,0,161.090416,0,995.918437,1567.77339,0,14.629047,0,627.810574,0,122.230735,273.000361,81.68714,416.06248,60.946707,0,2.97915,0,1715.298638,0,480.457332,235.360218,464.119237,2992.02,2981.4,3025.65,2940.11,2956.43,2981.42,2948.87,2980.91,2964.02,2954.03,2970.87,2928.71,2968.49,2986.3,2924.82,2973.83,2972.85,2976.81,2958.02,2958.92,2954.2,1919.09,1917.53,1933.17,1897.1,1910.17,1935.12,1887.1,1927.91,1932.31,1909.09,1921.8,1893.97,1909.89,1941.53,1886.25,1923.45,1915.81,1910.85,1902.9,1896.61,1911.95,1072.93,1063.87,1092.48,1043.01,1046.26,1046.3,1061.77,1053,1031.71,1044.94,1049.07,1034.74,1058.6,1044.77,1038.57,1050.38,1057.04,1065.96,1055.12,1062.31,1042.25,2868.02,2843.25,2873.74,2829.13,2827.36,2849.82,2820.69,2860.82,2818.72,2828.43,2843.68,2816.31,2856.14,2866.95,2807.44,2857.1,2849.77,2854.03,2836.43,2835.01,2831.11,1822.05,1825.71,1832.13,1814.19,1821.09,1844.49,1804.79,1846.93,1826.52,1817.92,1820.88,1822.16,1826.65,1857.24,1799.32,1841.56,1829.56,1820.32,1824.08,1807.22,1819.51,1045.97,1017.54,1041.61,1014.94,1006.27,1005.33,1015.9,1013.89,992.2,1010.51,1022.8,994.15,1029.49,1009.71,1008.12,1015.54,1020.21,1033.71,1012.35,1027.79,1011.6,2081.222,2494.308,2493.458,1984.96,2270.447,2069.032,2367.04,2034.664,2316.136,2439.557,2121.3,1960.107,2066.822,2130.96,2086.636,2035.005,2455.796,2340.95,2145.398,2179.782,2190.059,1539.206,1577.621,1639.69,1378.992,1474.904,1334.91,1418.045,1280.288,1611.994,1634.578,1637.95,1227.195,1402.2,1408.608,1456.503,1391.75,1517.418,1577.334,1273.741,1388.536,1473.708,542.016,916.687,853.768,605.968,795.543,734.122,948.995,754.376,704.142,804.979,483.35,732.912,664.622,722.352,630.133,643.255,938.378,763.616,871.657,791.246,716.351,1176.66743,1442.95391,1551.308554,1284.195813,1464.992045,947.5154663,1160.777325,1239.922907,913.9465891,1556.458702,1216.811598,1267.374002,1348.961131,1357.259063,1201.520027,1172.111437,1633.541935,1384.13613,1356.364233,1411.265735,1413.627151,741.3243354,722.6971681,822.6134824,766.9468304,791.3255727,508.0381649,554.2250218,592.1223622,547.2391945,906.3660449,832.0489551,647.4044961,762.8055872,731.8962559,686.9390576,630.1867662,826.3986853,756.7105981,631.5153026,719.9165484,777.0734316,435.343095,720.256742,728.6950713,517.2489829,673.6664719,439.4773014,606.5523035,647.8005444,366.7073946,650.0926567,384.7626429,619.9695057,586.1555438,625.3628072,514.5809694,541.9246706,807.1432495,627.4255316,724.8489302,691.349187,636.5537194,23.6
16,IRGC_12731,34.783889,134.375278,35.1Nx135.0E,Rice_v20_sg_avg_183841.soil,142,149,140,142,142,140,145,145,140,138,133,149,137,150,140,136,142,137,145,146,137,3.608649,9.05506,123.390959,0,0,737.131097,4.411329,0,11.494662,0,29.074405,0,12.440459,2.806612,8.830058,1885.668549,27.459889,13.340473,2.156035,8.483522,13.055094,3.608649,9.05506,54.413159,0,0,592.872618,4.411329,0,11.494662,0,24.450052,0,2.435748,2.806612,8.830058,882.526474,27.459889,0,2.156035,8.483522,13.055094,0,0,68.9778,0,0,144.258479,0,0,0,0,4.624353,0,10.004711,0,0,1003.142075,0,13.340473,0,0,0,3028.91,3073.67,3024.8,3037.34,3008.6,3029.05,3059.11,3045.69,3026.86,3029.95,2999.63,3055.71,2996.81,3096.56,3057.32,3014.19,3038.34,3016.88,3047.26,3077.16,3012.71,1939.48,2004.06,1944,1968.32,1944.03,1931.49,1981.73,1974.76,1950.79,1943.91,1944.55,1975.11,1950.86,2023.93,1976.04,1958.25,1962.7,1954.53,1942.85,2018.34,1939.14,1089.43,1069.61,1080.8,1069.02,1064.57,1097.56,1077.38,1070.93,1076.07,1086.04,1055.08,1080.6,1045.95,1072.63,1081.28,1055.94,1075.64,1062.35,1104.41,1058.82,1073.57,2787.77,2817.37,2803.54,2781.95,2775.75,2777.54,2807.86,2784.39,2770.1,2822.43,2770.56,2842.79,2763.51,2807.21,2773.61,2719.23,2806.6,2773.99,2840.73,2811.99,2798.34,1762.73,1811.34,1783.42,1793.72,1790.12,1760.35,1797.03,1793.33,1774.27,1801.08,1784.37,1817.01,1785.85,1809.92,1775.83,1750.75,1802.23,1787.62,1801.54,1810.7,1775.87,1025.04,1006.03,1020.12,988.23,985.63,1017.19,1010.83,991.06,995.83,1021.35,986.19,1025.78,977.66,997.29,997.78,968.48,1004.37,986.37,1039.19,1001.29,1022.47,1798.804,1849.278,1647.359,1887.568,1702.662,1848.864,1838.34,1914.274,1941.985,1590.771,1823.853,1538.493,1843.976,2056.26,2113.266,2197.694,1735.967,1892.159,1485.239,1894.764,1662.317,1325.396,1356.665,1166.742,1288.914,1089.151,1256.496,1316.201,1312.809,1280.781,1113.067,1223.992,1130.084,1271.281,1496.901,1432.336,1515.417,1178.753,1226.255,1052.674,1427.263,1236.933,473.408,492.613,480.617,598.654,613.511,592.368,522.139,601.465,661.204,477.704,599.861,408.409,572.695,559.359,680.93,682.277,557.214,665.904,432.565,467.501,425.384,1078.208375,949.2384902,847.4782871,990.6349596,891.0411886,1206.151109,875.0559143,1051.986155,1102.340669,754.2879015,1122.113298,746.0886538,1094.677315,930.7050871,1091.938062,1387.006419,833.9953516,1080.487945,801.7675074,871.915466,933.4406046,685.1515802,538.4482226,490.8008507,492.0341562,427.6747451,704.869814,461.4014044,567.2489576,559.2982728,438.8179978,625.6315686,460.7688518,614.2278622,474.1382354,532.5584408,790.0940781,390.3274636,543.5388517,475.9914367,490.7563697,598.7107509,393.0567945,410.7902676,356.6774364,498.6008034,463.3664435,501.281295,413.6545099,484.7371975,543.0423958,315.4699037,496.4817295,285.319802,480.449453,456.5668517,559.3796209,596.9123409,443.667888,536.9490931,325.7760707,381.1590963,334.7298537,34.783889
20,IRGC_14413,-4.69,119.630278,4.7Sx120.0E,Rice_v10_sg_avg_306366.soil,120,115,117,114,115,118,116,114,116,115,115,117,116,116,115,117,114,115,119,117,114,421.274319,36.441295,556.245252,35.015886,0,1075.174619,125.360863,130.383139,140.339288,134.202865,62.351816,0,223.338562,384.170898,0,1001.529141,0,0,775.326351,53.151772,69.922832,326.653273,36.441295,124.179138,35.015886,0,75.628245,0,130.383139,0,32.942606,62.351816,0,199.497223,24.689805,0,0,0,0,0,0,69.922832,94.621046,0,432.066114,0,0,999.546374,125.360863,0,140.339288,101.260259,0,0,23.841339,359.481093,0,1001.529141,0,0,775.326351,53.151772,0,2932.36,2889.44,2898.47,2914.92,2898.36,2903.1,2949.33,2903.96,2906.19,2903.38,2904.44,2910.62,2901.25,2907.18,2937.03,2902.69,2903.53,2914.87,2913.03,2889.1,2904.49,1872.88,1852.1,1841.81,1884.13,1841.93,1862.91,1887.38,1868.09,1866.55,1855.45,1863.79,1856.9,1865.62,1876.03,1885.12,1862.67,1870.6,1863.93,1851.61,1864.44,1863.26,1059.48,1037.34,1056.66,1030.79,1056.43,1040.19,1061.95,1035.87,1039.64,1047.93,1040.65,1053.72,1035.63,1031.15,1051.91,1040.02,1032.93,1050.94,1061.42,1024.66,1041.23,2833.57,2805.8,2801.34,2830.66,2811.09,2806.43,2860.84,2810.59,2816.78,2815.49,2816.23,2822.5,2803.6,2812.91,2850.69,2809.34,2817.3,2819.86,2827.9,2807.05,2819.06,1809.74,1797.37,1781.08,1831.63,1787.01,1802.58,1829.6,1808.54,1809.77,1803.88,1803.57,1798.97,1799.35,1817.82,1826.8,1804.78,1817.27,1802.46,1799.7,1811.67,1808.55,1023.83,1008.43,1020.26,999.03,1024.08,1003.85,1031.24,1002.05,1007.01,1011.61,1012.66,1023.53,1004.25,995.09,1023.89,1004.56,1000.03,1017.4,1028.2,995.38,1010.51,2058.801,1871.011,2096.764,1825.97,1871.971,2065.74,1877.335,2003.019,2017.851,1985.477,1888.709,1906.105,2148.2,2011.727,1790.547,1962.643,1907.585,1936.34,1934.155,1794.13,2000.493,1326.526,1286.576,1348.26,1243.491,1199.678,1310.315,1188.098,1304.92,1287.873,1235.923,1356.607,1299.892,1460.551,1255.188,1223.122,1192.662,1242.818,1232.994,1211.954,1172.034,1349.892,732.275,584.435,748.504,582.479,672.293,755.425,689.237,698.099,729.978,749.554,532.102,606.213,687.649,756.539,567.425,769.981,664.767,703.346,722.201,622.096,650.601,1243.796407,1155.760999,1276.825415,1046.369452,1223.066286,1360.90381,1206.66482,1259.503872,1361.331672,1236.672701,1154.002667,1178.822232,1357.774585,1159.623087,1036.094194,1337.337778,1206.076386,1244.590623,1216.315749,1227.658506,1214.796993,640.7382257,643.2882756,627.3364523,547.3140775,647.4941725,721.1427356,606.1384463,647.2533794,727.5939088,599.7517262,694.1482642,663.8653043,766.9751819,549.7714321,574.9351285,703.2971496,625.4145658,627.8826797,631.8838165,686.5377707,652.6255994,603.0581813,512.4727238,649.4889626,499.0553742,575.5721137,639.7610744,600.5263738,612.2504927,633.7377636,636.920975,459.8544031,514.9569276,590.7994031,609.8516546,461.1590652,634.0406285,580.6618206,616.7079436,584.4319322,541.1207356,562.171394,4.69
21,IRGC_14779,34.783889,134.375278,35.1Nx135.0E,Rice_v10_sg_avg_184825.soil,142,149,140,142,142,140,145,145,140,138,133,149,137,150,140,136,142,137,145,146,137,6.296194,32.731845,218.457794,0,0,1026.316791,4.682434,3.84479,16.080356,28.701204,89.536806,0,97.849205,10.026883,11.432859,2354.354912,36.356926,109.894361,4.662807,7.493187,78.070348,6.296194,4.744745,113.139744,0,0,844.307285,4.682434,3.84479,16.080356,5.689109,41.770271,0,35.560696,10.026883,11.432859,1163.442305,36.356926,0,4.662807,7.493187,78.070348,0,27.9871,105.31805,0,0,182.009506,0,0,0,23.012095,47.766535,0,62.288509,0,0,1190.912607,0,109.894361,0,0,0,3028.91,3073.67,3024.8,3037.34,3008.6,3029.05,3059.11,3068.48,3026.86,3029.95,2999.63,3055.71,2996.81,3096.56,3057.32,3014.19,3038.34,3016.88,3047.26,3077.16,3012.71,1939.48,2004.06,1944,1968.32,1944.03,1931.49,1981.73,1974.76,1950.79,1943.91,1944.55,1975.11,1950.86,2023.93,1976.04,1958.25,1962.7,1954.53,1942.85,2018.34,1939.14,1089.43,1069.61,1080.8,1069.02,1064.57,1097.56,1077.38,1093.72,1076.07,1086.04,1055.08,1080.6,1045.95,1072.63,1081.28,1055.94,1075.64,1062.35,1104.41,1058.82,1073.57,2787.77,2817.37,2803.54,2781.95,2775.75,2777.54,2807.86,2806.7,2770.1,2822.43,2770.56,2842.79,2763.51,2807.21,2773.61,2719.23,2806.6,2773.99,2840.73,2811.99,2798.34,1762.73,1811.34,1783.42,1793.72,1790.12,1760.35,1797.03,1793.33,1774.27,1801.08,1784.37,1817.01,1785.85,1809.92,1775.83,1750.75,1802.23,1787.62,1801.54,1810.7,1775.87,1025.04,1006.03,1020.12,988.23,985.63,1017.19,1010.83,1013.37,995.83,1021.35,986.19,1025.78,977.66,997.29,997.78,968.48,1004.37,986.37,1039.19,1001.29,1022.47,1798.804,1849.278,1647.359,1887.568,1702.662,1848.864,1838.34,1927.591,1941.985,1590.771,1823.853,1538.493,1843.976,2056.26,2113.266,2197.694,1735.967,1892.159,1485.239,1894.764,1662.317,1325.396,1356.665,1166.742,1288.914,1089.151,1256.496,1316.201,1312.809,1280.781,1113.067,1223.992,1130.084,1271.281,1496.901,1432.336,1515.417,1178.753,1226.255,1052.674,1427.263,1236.933,473.408,492.613,480.617,598.654,613.511,592.368,522.139,614.782,661.204,477.704,599.861,408.409,572.695,559.359,680.93,682.277,557.214,665.904,432.565,467.501,425.384,1078.15109,949.2789809,847.1655098,990.5816057,890.9278703,1201.594303,874.9669308,1047.465816,1102.173268,754.1094058,1121.346494,745.8044503,1093.630811,930.1127259,1091.786291,1376.519036,833.5574287,1080.347093,801.690401,872.1653732,933.2011189,685.112227,538.4934382,490.6178528,492.0113542,427.6249129,703.0734641,461.353657,555.0341852,559.1890717,438.712217,625.1158908,460.598186,613.8508571,473.792225,532.4726713,785.9905592,390.0734764,543.4826624,475.9491689,490.9171093,598.6189808,393.0388626,410.7855427,356.547657,498.5702515,463.3029574,498.5208385,413.6132738,492.4316304,542.9841961,315.3971888,496.230603,285.2062643,479.779954,456.3205009,559.3136199,590.5284768,443.4839523,536.8644309,325.7412321,381.2482639,334.5821381,34.783889
26,IRGC_23364,14.065,121.180833,14.2Nx120.0E,Rice_v10_sg_avg_228555.soil,117,113,113,112,113,115,113,112,113,112,112,113,114,113,113,116,113,113,114,113,112,2208.380715,0.25457,1200.763654,462.912895,224.570432,549.186784,920.762582,0,329.822803,229.535094,178.511621,49.449758,876.078253,1130.763794,88.983421,1236.592369,483.115322,35.837638,46.066288,26.443661,67.861681,1888.762269,0.25457,1169.26228,462.912895,224.570432,549.095889,920.762582,0,329.822803,229.535094,121.80677,49.449758,876.078253,1130.763794,88.983421,1236.592369,483.115322,35.837638,7.992906,26.443661,67.861681,319.618446,0,31.501374,0,0,0.090895,0,0,0,0,56.704851,0,0,0,0,0,0,0,38.073382,0,0,2930.47,2893.2,2938.51,2924.25,2884.19,2913.09,2943.71,2877.32,2884.8,2906.62,2881.26,2884.08,2936.43,2959.24,2897.43,2912.77,2900.42,2878.32,2904.59,2901.61,2881.42,1872.84,1839.24,1914.84,1879.3,1863.03,1884.12,1914.91,1830.5,1867.9,1892.99,1851.57,1854.3,1888.02,1934.17,1848.6,1878.02,1866.56,1858.73,1848.79,1850.16,1843.39,1057.63,1053.96,1023.67,1044.95,1021.16,1028.97,1028.8,1046.82,1016.9,1013.63,1029.69,1029.78,1048.41,1025.07,1048.83,1034.75,1033.86,1019.59,1055.8,1051.45,1038.03,2838.95,2836.78,2864.27,2864.7,2832.05,2846.48,2880.04,2826.26,2824.85,2836.08,2827.48,2826.86,2862.3,2889.1,2839.39,2827.74,2835.42,2819.16,2829.37,2843.95,2827.41,1798.79,1800.45,1860.47,1837.91,1831.78,1836.83,1869.03,1799.52,1827.65,1843,1818.19,1818.44,1828.97,1883.95,1808.21,1816.27,1822.08,1817.99,1795.37,1813.56,1808.96,1040.16,1036.33,1003.8,1026.79,1000.27,1009.65,1011.01,1026.74,997.2,993.08,1009.29,1008.42,1033.33,1005.15,1031.18,1011.47,1013.34,1001.17,1034,1030.39,1018.45,2218.762,1876.323,2184.968,1846.827,1730.324,1765.639,1944.233,1699.044,1870.233,1991.724,1810.765,1883.984,2016.907,1913.451,1877.032,2014.069,1847.082,1835.648,2117.281,1764.287,1884.931,1647.657,1304.461,1520.85,1268.158,1030.2,1166.079,1359.184,1013.341,1271.047,1329,1143.72,1181.454,1500.289,1343.422,1319.047,1480.012,1262.275,1314.872,1363.979,1177.803,1179.803,571.105,571.862,664.118,578.669,700.124,599.56,585.049,685.703,599.186,662.724,667.045,702.53,516.618,570.029,557.985,534.057,584.807,520.776,753.302,586.484,705.128,1186.805925,1219.82225,1017.664124,1111.508315,1005.85146,963.0635733,1036.251952,1208.291356,1141.870863,1342.092055,1207.638657,1088.155252,1135.1831,891.0155246,1074.170646,1056.863864,1185.407888,1161.503167,1450.957231,1099.03196,1190.387332,770.0753817,711.2148312,605.7575113,629.8642705,426.2639449,482.6837222,592.1631889,594.3580589,660.8472066,758.3568047,634.5247832,553.0024828,698.3165804,492.2910946,644.9540368,660.9376519,675.8196442,711.6792008,802.4126068,602.6163791,582.168832,416.730543,508.607419,411.9066127,481.6440449,579.5875146,480.3798511,444.0887634,613.9332967,481.0236568,583.7352502,573.1138733,535.152769,436.8665194,398.72443,429.2166087,395.9262117,509.588244,449.8239658,648.5446237,496.4155804,608.2185002,14.065
